gene_id	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_genes_id	ko_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
MFD01231.bin.1.34.R1.cmag_contig_3_946	MFD01231.bin.1.34.R1.cmag	contig_3	946	1108421	1109125	1	C	mox:DAMO_0939	K00992	mox:DAMO_0939 (ko:K00992)  Nucleotidyl transferase	False	0.585	256.0	5.9399999999999995e-74								Nucleotidyl transferase [PF00483.27]; MobA-like NTP transferase domain [PF12804.11]					0
MFD01231.bin.1.34.R1.cmag_contig_3_947	MFD01231.bin.1.34.R1.cmag	contig_3	947	1109122	1109700	1	C	ftj:FTUN_2611	K03271	ftj:FTUN_2611 (ko:K03271)  Sugar-phosphate isomerase	False	0.603	226.0	1.733e-64								SIS domain [PF13580.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_948	MFD01231.bin.1.34.R1.cmag	contig_3	948	1109703	1110287	1	C	manq:L1994_11735	K03273	manq:L1994_11735 (ko:K03273)  HAD family hydrolase	False	0.576	216.0	6.835e-61								Polynucleotide kinase 3 phosphatase [PF08645.15]; Haloacid dehalogenase-like hydrolase [PF13419.10]; HAD-hyrolase-like [PF13242.10]; haloacid dehalogenase-like hydrolase [PF12710.11]; haloacid dehalogenase-like hydrolase [PF00702.30]					0
MFD01231.bin.1.34.R1.cmag_contig_3_949	MFD01231.bin.1.34.R1.cmag	contig_3	949	1110328	1111044	1	C	manq:L1994_11725	K00616	manq:L1994_11725 (ko:K00616)  transaldolase	False	0.669	316.0	1.587e-94								Transaldolase/Fructose-6-phosphate aldolase [PF00923.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_950	MFD01231.bin.1.34.R1.cmag	contig_3	950	1111079	1112137	1	C	fwa:DCMF_28480		fwa:DCMF_28480 ()  hypothetical protein	False	0.462	227.0	5.182e-62								SMP-30/Gluconolactonase/LRE-like region [PF08450.16]; 6-bladed beta-propeller [PF17170.8]; TolB-like 6-blade propeller-like [PF15869.9]; NHL repeat [PF01436.25]					0
MFD01231.bin.1.34.R1.cmag_contig_3_951	MFD01231.bin.1.34.R1.cmag	contig_3	951	1112188	1115040	1	C	atm:ANT_15870		atm:ANT_15870 ()  hypothetical membrane protein	False	0.178	85.0	2.445e-13								PA14 domain [PF07691.16]					0
MFD01231.bin.1.34.R1.cmag_contig_3_952	MFD01231.bin.1.34.R1.cmag	contig_3	952	1115149	1118061	1	C	cap:CLDAP_30360		cap:CLDAP_30360 ()  hypothetical protein	False	0.192	123.0	1.002e-24													0
MFD01231.bin.1.34.R1.cmag_contig_3_953	MFD01231.bin.1.34.R1.cmag	contig_3	953	1118164	1121028	1	C	cap:CLDAP_30360		cap:CLDAP_30360 ()  hypothetical protein	False	0.192	125.0	2.433e-25								PA14 domain [PF07691.16]					0
MFD01231.bin.1.34.R1.cmag_contig_3_954	MFD01231.bin.1.34.R1.cmag	contig_3	954	1121061	1121939	1	C	roo:G5S37_00830		roo:G5S37_00830 ()  class I SAM-dependent methyltransferase	False	0.448	236.0	4.239e-66								Methyltransferase domain [PF13489.10]; Methyltransferase domain [PF13649.10]; ubiE/COQ5 methyltransferase family [PF01209.22]; Methyltransferase domain [PF08241.16]					0
MFD01231.bin.1.34.R1.cmag_contig_3_955	MFD01231.bin.1.34.R1.cmag	contig_3	955	1121936	1124665	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_956	MFD01231.bin.1.34.R1.cmag	contig_3	956	1125107	1126513	1	C	broc:IPI25_02275	K04034	broc:IPI25_02275 (ko:K04034)  cobalamin-dependent protein	False	0.32	224.0	2.452e-59								Radical SAM superfamily [PF04055.25]; B12 binding domain [PF02310.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_957	MFD01231.bin.1.34.R1.cmag	contig_3	957	1126543	1127517	1	A	dros:Drose_17365		dros:Drose_17365 ()  NAD-dependent epimerase/dehydratase family protein	True	0.623	391.0	5.340999999999999e-119								GDP-mannose 4,6 dehydratase [PF16363.9]; NAD dependent epimerase/dehydratase family [PF01370.25]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.23]; RmlD substrate binding domain [PF04321.21]; Male sterility protein [PF07993.16]; Polysaccharide biosynthesis protein [PF02719.19]					0
MFD01231.bin.1.34.R1.cmag_contig_3_958	MFD01231.bin.1.34.R1.cmag	contig_3	958	1127514	1128737	1	C	dros:Drose_17350		dros:Drose_17350 ()  glycosyltransferase	False	0.53	379.0	2.094e-113													0
MFD01231.bin.1.34.R1.cmag_contig_3_959	MFD01231.bin.1.34.R1.cmag	contig_3	959	1128748	1129884	1	C	pmet:G4Y79_08080		pmet:G4Y79_08080 ()  class I SAM-dependent methyltransferase	False	0.328	100.0	4.519e-19								Methyltransferase domain [PF13489.10]; Methyltransferase domain [PF08242.16]; Methyltransferase domain [PF08241.16]; Methyltransferase domain [PF13847.10]; Methyltransferase domain [PF13649.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_960	MFD01231.bin.1.34.R1.cmag	contig_3	960	1129925	1130926	1	C	hbs:IPV69_13820		hbs:IPV69_13820 ()  Gfo/Idh/MocA family oxidoreductase	False	0.289	115.0	2.365e-24								Oxidoreductase family, C-terminal alpha/beta domain [PF02894.21]; Oxidoreductase family, NAD-binding Rossmann fold [PF01408.26]					0
MFD01231.bin.1.34.R1.cmag_contig_3_961	MFD01231.bin.1.34.R1.cmag	contig_3	961	1130935	1132158	1	A	cwo:Cwoe_5467		cwo:Cwoe_5467 ()  glycosyl transferase family 2	True	0.528	387.0	2.8910000000000003e-116													0
MFD01231.bin.1.34.R1.cmag_contig_3_962	MFD01231.bin.1.34.R1.cmag	contig_3	962	1132203	1132931	1	C	poo:F7R28_07990	K05303	poo:F7R28_07990 (ko:K05303)  hypothetical protein	False	0.483	197.0	1.812e-53								Macrocin-O-methyltransferase (TylF) [PF05711.15]; Methyltransferase domain [PF13578.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_963	MFD01231.bin.1.34.R1.cmag	contig_3	963	1132970	1133695	1	C	aub:LXB15_15220		aub:LXB15_15220 ()  class I SAM-dependent methyltransferase	False	0.551	248.0	5.926e-71								Methyltransferase domain [PF13489.10]; Methyltransferase domain [PF08241.16]; ubiE/COQ5 methyltransferase family [PF01209.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_964	MFD01231.bin.1.34.R1.cmag	contig_3	964	1133692	1136472	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_965	MFD01231.bin.1.34.R1.cmag	contig_3	965	1136533	1137369	-1	C	nip:NsoK4_08980	K07124	nip:NsoK4_08980 (ko:K07124)  SDR family oxidoreductase	False	0.406	177.0	8.229000000000001e-46								short chain dehydrogenase [PF00106.29]; Enoyl-(Acyl carrier protein) reductase [PF13561.10]; KR domain [PF08659.14]; NAD dependent epimerase/dehydratase family [PF01370.25]; GDP-mannose 4,6 dehydratase [PF16363.9]					0
MFD01231.bin.1.34.R1.cmag_contig_3_966	MFD01231.bin.1.34.R1.cmag	contig_3	966	1137705	1139402	1	C	hbs:IPV69_16520		hbs:IPV69_16520 ()  hypothetical protein	False	0.234	140.0	9.458e-31													0
MFD01231.bin.1.34.R1.cmag_contig_3_967	MFD01231.bin.1.34.R1.cmag	contig_3	967	1139591	1141066	1	C	ccel:CCDG5_0136		ccel:CCDG5_0136 ()  hypothetical protein	False	0.222	119.0	2.0000000000000002e-24													0
MFD01231.bin.1.34.R1.cmag_contig_3_968	MFD01231.bin.1.34.R1.cmag	contig_3	968	1141102	1144221	1	C	cap:CLDAP_30360		cap:CLDAP_30360 ()  hypothetical protein	False	0.16	91.0	4.444e-15								PA14 domain [PF07691.16]					0
MFD01231.bin.1.34.R1.cmag_contig_3_969	MFD01231.bin.1.34.R1.cmag	contig_3	969	1144372	1147251	1	C	cap:CLDAP_30360		cap:CLDAP_30360 ()  hypothetical protein	False	0.22	228.0	6.392000000000002e-57								PA14 domain [PF07691.16]					0
MFD01231.bin.1.34.R1.cmag_contig_3_970	MFD01231.bin.1.34.R1.cmag	contig_3	970	1147290	1148192	1	C	ttr:Tter_0233		ttr:Tter_0233 ()  Methyltransferase type 12	False	0.436	233.0	7.079000000000001e-65								Methyltransferase domain [PF13489.10]; Methyltransferase domain [PF08241.16]; Methyltransferase domain [PF13847.10]; Methionine biosynthesis protein MetW [PF07021.16]; Protein of unknown function (DUF1698) [PF08003.15]; Methyltransferase domain [PF13649.10]; Mycolic acid cyclopropane synthetase [PF02353.24]; Methyltransferase domain [PF08242.16]					0
MFD01231.bin.1.34.R1.cmag_contig_3_971	MFD01231.bin.1.34.R1.cmag	contig_3	971	1148211	1149086	1	C	pmet:G4Y79_08080		pmet:G4Y79_08080 ()  class I SAM-dependent methyltransferase	False	0.404	198.0	6.239999999999999e-53								Methyltransferase domain [PF13489.10]; Methyltransferase domain [PF08241.16]; Methyltransferase domain [PF13847.10]; Methyltransferase domain [PF13649.10]; Methyltransferase domain [PF08242.16]; Methionine biosynthesis protein MetW [PF07021.16]; Mycolic acid cyclopropane synthetase [PF02353.24]; ubiE/COQ5 methyltransferase family [PF01209.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_972	MFD01231.bin.1.34.R1.cmag	contig_3	972	1149070	1149867	1	C	lek:hrd7_29810		lek:hrd7_29810 ()  hypothetical protein	False	0.358	141.0	5.771e-34								Methyltransferase domain [PF08241.16]; Methyltransferase domain [PF13847.10]; Methyltransferase domain [PF13489.10]; ubiE/COQ5 methyltransferase family [PF01209.22]; Methyltransferase domain [PF13649.10]; Methionine biosynthesis protein MetW [PF07021.16]; Putative S-adenosyl-L-methionine-dependent methyltransferase [PF03141.20]; Mycolic acid cyclopropane synthetase [PF02353.24]; Methyltransferase domain [PF08242.16]; Protein of unknown function (DUF1698) [PF08003.15]					0
MFD01231.bin.1.34.R1.cmag_contig_3_973	MFD01231.bin.1.34.R1.cmag	contig_3	973	1149897	1150610	1	C	bpit:BPIT_30680	K00721	bpit:BPIT_30680 (ko:K00721)  dolichyl-phosphate beta-D-mannosyltransferase	False	0.558	248.0	3.652e-71								Glycosyl transferase family 2 [PF00535.30]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glycos_transf_2.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_974	MFD01231.bin.1.34.R1.cmag	contig_3	974	1150641	1152020	1	A	fsh:Q2T83_05075	K00104	fsh:Q2T83_05075 (ko:K00104)  FAD-linked oxidase C-terminal domain-containing protein	True	0.573	505.0	5.935e-156								FAD linked oxidases, C-terminal domain [PF02913.23]; FAD binding domain [PF01565.27]	AA4	AA4 vanillyl-alcohol oxidase (EC 1.1.3.38)	1.1.3.38	AA4.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_975	MFD01231.bin.1.34.R1.cmag	contig_3	975	1152068	1154491	1	C	gme:Gmet_1996		gme:Gmet_1996 ()  lipoprotein, putative	False	0.173	75.0	2.53e-10													0
MFD01231.bin.1.34.R1.cmag_contig_3_976	MFD01231.bin.1.34.R1.cmag	contig_3	976	1154659	1157877	-1	A	bsto:C0V70_15930		bsto:C0V70_15930 ()  hypothetical protein	True	0.487	944.0	1.782e-296								AcrB/AcrD/AcrF family [PF00873.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_977	MFD01231.bin.1.34.R1.cmag	contig_3	977	1157890	1159974	-1	C	epo:Epro_0714		epo:Epro_0714 ()  exported protein of unknown function	False	0.307	217.0	6.132e-55								Bacterial regulatory proteins, tetR family [PF00440.27]					0
MFD01231.bin.1.34.R1.cmag_contig_3_978	MFD01231.bin.1.34.R1.cmag	contig_3	978	1160061	1161308	-1	A	ccot:CCAX7_45600		ccot:CCAX7_45600 ()  hypothetical protein	True	0.581	458.0	1.598e-140								Lactate racemase N-terminal domain [PF09861.13]					0
MFD01231.bin.1.34.R1.cmag_contig_3_979	MFD01231.bin.1.34.R1.cmag	contig_3	979	1161316	1162605	-1	A	rbar:AWN76_005345	K21071	rbar:AWN76_005345 (ko:K21071)  6-phosphofructokinase	True	0.741	638.0	1.141e-202								Phosphofructokinase [PF00365.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_980	MFD01231.bin.1.34.R1.cmag	contig_3	980	1162697	1163584	-1	A	saci:Sinac_1624		saci:Sinac_1624 ()  hypothetical protein	True	0.623	355.0	3.01e-107								Haloacid dehalogenase-like hydrolase [PF13419.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_981	MFD01231.bin.1.34.R1.cmag	contig_3	981	1163621	1165036	-1	A	petr:QKW49_20120	K00033	petr:QKW49_20120 (ko:K00033)  gnd; decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase	True	0.638	591.0	1.775e-185								6-phosphogluconate dehydrogenase, C-terminal domain [PF00393.23]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.19]					0
MFD01231.bin.1.34.R1.cmag_contig_3_982	MFD01231.bin.1.34.R1.cmag	contig_3	982	1165221	1165811	1	C	sthr:BXT84_12290		sthr:BXT84_12290 ()  hydrolase	False	0.605	220.0	3.194e-62								Isochorismatase family [PF00857.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_983	MFD01231.bin.1.34.R1.cmag	contig_3	983	1165822	1166346	1	C	dfo:Dform_00737		dfo:Dform_00737 ()  hypothetical protein	False	0.378	108.0	5.958e-24													0
MFD01231.bin.1.34.R1.cmag_contig_3_984	MFD01231.bin.1.34.R1.cmag	contig_3	984	1166479	1169049	1	A	pprf:DPRO_0572	K01531	pprf:DPRO_0572 (ko:K01531)  mgtA; Magnesium-transporting ATPase, P-type 1	True	0.501	810.0	4.502e-254								E1-E2 ATPase [PF00122.24]; Cation transporting ATPase, C-terminus [PF00689.25]; haloacid dehalogenase-like hydrolase [PF00702.30]; Cation transport ATPase (P-type) [PF13246.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_985	MFD01231.bin.1.34.R1.cmag	contig_3	985	1169083	1170159	1	A	fsh:Q2T83_05685	K01179	fsh:Q2T83_05685 (ko:K01179)  cellulase family glycosylhydrolase	True	0.635	449.0	2.651e-138								Cellulase (glycosyl hydrolase family 5) [PF00150.22]	GH5; GH5_22; GH5_25; GH5_36; GH5_37; GH5_38; GH5_39; GH5_46; GH5_52	GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146); beta-galactosylceramidase (EC 3.2.1.46); ; beta-rutinosidase /alpha-L-rhamnose-(1,6)-beta-D-glucosidase (EC 3.2.1.-); alpha-L-arabinofuranosidase (EC 3.2.1.55); glucomannan-specific endo-beta-1,4-glucanase (EC 3.2.1.-); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168)	3.2.1.123,3.2.1.25,3.2.1.4,3.2.1.75; 3.2.1.37,3.2.1.4; 3.2.1.4,3.2.1.78; 3.2.1.78; 3.2.1.4,3.2.1.6,3.2.1.73,3.2.1.74,3.2.1.91; 3.2.1.4,3.2.1.73,3.2.1.8; 3.2.1.4; 3.2.1.4,3.2.1.74	GH5_36.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_986	MFD01231.bin.1.34.R1.cmag	contig_3	986	1170190	1171293	-1	C	alus:STSP2_02328	K03473	alus:STSP2_02328 (ko:K03473)  pdxB; Erythronate-4-phosphate dehydrogenase	False	0.453	299.0	1.331e-86								D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.23]; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain [PF00389.34]; Domain of unknown function (DUF3410) [PF11890.12]					0
MFD01231.bin.1.34.R1.cmag_contig_3_987	MFD01231.bin.1.34.R1.cmag	contig_3	987	1171651	1173417	1	A	eti:RSTT_307	K01596	eti:RSTT_307 (ko:K01596)  pckA; phosphoenolpyruvate carboxykinase	True	0.655	763.0	8.427999999999998e-243								Phosphoenolpyruvate carboxykinase C-terminal P-loop domain [PF00821.22]; Phosphoenolpyruvate carboxykinase N-terminal domain [PF17297.6]					0
MFD01231.bin.1.34.R1.cmag_contig_3_988	MFD01231.bin.1.34.R1.cmag	contig_3	988	1173728	1173895	1	C	bbgw:UT28_C0001G0947		bbgw:UT28_C0001G0947 ()  hypothetical protein	False	0.681	78.0	1.758e-15													0
MFD01231.bin.1.34.R1.cmag_contig_3_989	MFD01231.bin.1.34.R1.cmag	contig_3	989	1174091	1174411	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_990	MFD01231.bin.1.34.R1.cmag	contig_3	990	1175010	1176008	1	C	ctm:Cabther_B0138		ctm:Cabther_B0138 ()  Tfp pilus assembly protein PilF	False	0.549	299.0	4.6020000000000005e-87								Tetratricopeptide repeat [PF13424.10]; Tetratricopeptide repeat [PF13374.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_991	MFD01231.bin.1.34.R1.cmag	contig_3	991	1176027	1177121	1	C	gem:GM21_3582	K03641	gem:GM21_3582 (ko:K03641)  Tol-Pal system beta propeller repeat protein TolB	False	0.319	134.0	3.098e-30	MER0235075	S09X	MER0235075 - family S9 non-peptidase homologues (Bacteroides helcogenes) [S09.UNW]#S09X#{peptidase unit: 322-525}~source YP_004160826~	False	0.257	74.0	1.667e-12	Dipeptidyl peptidase IV (DPP IV) N-terminal region [PF00930.25]; Oligogalacturonate lyase [PF14583.10]; WD40-like Beta Propeller Repeat [PF07676.16]					0
MFD01231.bin.1.34.R1.cmag_contig_3_992	MFD01231.bin.1.34.R1.cmag	contig_3	992	1177118	1177636	1	C	sgy:Sgly_0495		sgy:Sgly_0495 ()  VanW family protein	False	0.449	105.0	6.797e-23								VanW like protein [PF04294.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_993	MFD01231.bin.1.34.R1.cmag	contig_3	993	1177784	1178227	1	C	cazo:G3A45_07315	K02871	cazo:G3A45_07315 (ko:K02871)  rplM; 50S ribosomal protein L13	False	0.648	183.0	2.707e-50								Ribosomal protein L13 [PF00572.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_994	MFD01231.bin.1.34.R1.cmag	contig_3	994	1178247	1178633	1	D															PilZ domain [PF07238.18]					0
MFD01231.bin.1.34.R1.cmag_contig_3_995	MFD01231.bin.1.34.R1.cmag	contig_3	995	1178667	1179062	1	C	tvu:AB849_003780	K02996	tvu:AB849_003780 (ko:K02996)  30S ribosomal protein S9	False	0.581	149.0	5.937e-39								Ribosomal protein S9/S16 [PF00380.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_996	MFD01231.bin.1.34.R1.cmag	contig_3	996	1179078	1180514	1	C	sper:EW093_09400		sper:EW093_09400 ()  M23 family metallopeptidase	False	0.373	228.0	1.506e-60	MER0066670	M23B	MER0066670 - subfamily M23B unassigned peptidases (Spirochaeta africana) [M23.UPB]#M23B#{peptidase unit: 109-249}~source YP_005476546~	False	0.562	153.0	2.501e-37	Peptidase family M23 [PF01551.26]; Sel1 repeat [PF08238.16]					0
MFD01231.bin.1.34.R1.cmag_contig_3_997	MFD01231.bin.1.34.R1.cmag	contig_3	997	1180738	1181274	1	C	calk:HUE98_12465	K02825	calk:HUE98_12465 (ko:K02825)  pyrR; bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	False	0.604	202.0	2.868e-56								Phosphoribosyl transferase domain [PF00156.31]					0
MFD01231.bin.1.34.R1.cmag_contig_3_998	MFD01231.bin.1.34.R1.cmag	contig_3	998	1181274	1182266	1	A	tpz:Tph_c14480	K00609	tpz:Tph_c14480 (ko:K00609)  pyrB; aspartate carbamoyltransferase PyrB	True	0.658	409.0	3.601e-125								Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain [PF02729.25]; Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain [PF00185.28]					0
MFD01231.bin.1.34.R1.cmag_contig_3_999	MFD01231.bin.1.34.R1.cmag	contig_3	999	1182266	1183558	1	A	sat:SYN_01533	K01465	sat:SYN_01533 (ko:K01465)  dihydroorotase	True	0.61	506.0	9.318e-157	MER0061907	M38	MER0061907 - family M38 non-peptidase homologues (Syntrophus aciditrophicus) [M38.UNW]#M38#{peptidase unit: 1-381}~source ABC78091~	True	0.612	456.0	2.125e-141	Dihydro-orotase-like [PF12890.11]; Amidohydrolase family [PF01979.24]; Amidohydrolase family [PF07969.15]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1000	MFD01231.bin.1.34.R1.cmag	contig_3	1000	1183573	1183692	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_1001	MFD01231.bin.1.34.R1.cmag	contig_3	1001	1183689	1184843	1	A	mox:DAMO_2140	K01956	mox:DAMO_2140 (ko:K01956)  carA; carbamoyl phosphate synthetase, glutamine amidotransferase small subunit	True	0.626	481.0	5.162e-149	MER0221449	C26	MER0221449 - family C26 unassigned peptidases (Desulfarculus baarsii) [C26.UPW]#C26#{peptidase unit: 7-376}~source YP_003809074~	True	0.632	459.0	3.386000000000001e-143	Carbamoyl-phosphate synthase small chain, CPSase domain [PF00988.26]; Glutamine amidotransferase class-I [PF00117.32]; Peptidase C26 [PF07722.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1002	MFD01231.bin.1.34.R1.cmag	contig_3	1002	1184836	1188078	1	A	vai:BU251_08275	K01955	vai:BU251_08275 (ko:K01955)  carB; carbamoyl phosphate synthase large subunit CarB	True	0.67	1437.0	0.0								Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.21]; MGS-like domain [PF02142.26]; Carbamoyl-phosphate synthetase large chain, oligomerisation domain [PF02787.23]; ATP-grasp domain [PF02655.18]; ATP-grasp domain [PF13535.10]; ATP-grasp in the biosynthetic pathway with Ter operon [PF15632.10]; Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain [PF01071.23]; RimK-like ATP-grasp domain [PF08443.15]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1003	MFD01231.bin.1.34.R1.cmag	contig_3	1003	1188134	1188967	1	C	gur:Gura_2151	K02823	gur:Gura_2151 (ko:K02823)  dihydroorotate oxidase B, electron transfer subunit	False	0.427	211.0	1.66e-57								Oxidoreductase NAD-binding domain [PF00175.25]; Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B [PF10418.13]; Oxidoreductase FAD-binding domain [PF00970.28]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1004	MFD01231.bin.1.34.R1.cmag	contig_3	1004	1189084	1190064	1	A	dtp:JZK55_13400	K17828	dtp:JZK55_13400 (ko:K17828)  pyrD; dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	True	0.613	355.0	1.133e-106								Dihydroorotate dehydrogenase [PF01180.25]; Dihydrouridine synthase (Dus) [PF01207.21]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1005	MFD01231.bin.1.34.R1.cmag	contig_3	1005	1190067	1190459	1	C	tid:Thein_0980	K03642	tid:Thein_0980 (ko:K03642)  rare lipoprotein A	False	0.477	128.0	1.055e-31								Lytic transglycolase [PF03330.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1006	MFD01231.bin.1.34.R1.cmag	contig_3	1006	1190472	1191173	1	C	tjr:TherJR_1827	K01591	tjr:TherJR_1827 (ko:K01591)  orotidine 5'-phosphate decarboxylase	False	0.516	229.0	1.525e-64								Orotidine 5'-phosphate decarboxylase / HUMPS family [PF00215.28]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1007	MFD01231.bin.1.34.R1.cmag	contig_3	1007	1191265	1191837	1	C	dho:Dia5BBH33_06930	K00762	dho:Dia5BBH33_06930 (ko:K00762)  pyrE; orotate phosphoribosyltransferase	False	0.61	231.0	2.636e-66								Phosphoribosyl transferase domain [PF00156.31]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1008	MFD01231.bin.1.34.R1.cmag	contig_3	1008	1191987	1192703	1	C	lfi:LFML04_1116		lfi:LFML04_1116 ()  hypothetical protein	False	0.314	108.0	6.916e-23								Protein of unknown function (DUF3109) [PF11307.12]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1009	MFD01231.bin.1.34.R1.cmag	contig_3	1009	1192693	1193487	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_1010	MFD01231.bin.1.34.R1.cmag	contig_3	1010	1193710	1194528	1	C	dku:Desku_0592	K10563	dku:Desku_0592 (ko:K10563)  Formamidopyrimidine-DNA glycosylase	False	0.484	245.0	1.408e-69								Formamidopyrimidine-DNA glycosylase N-terminal domain [PF01149.28]; Formamidopyrimidine-DNA glycosylase H2TH domain [PF06831.18]; Zinc finger found in FPG and IleRS [PF06827.18]					0
