Genus,n_observations,n_abundant,mean_abundance,Genus_type,complex2,group_size,Core,prevalence,fidelity
MFD_g_667,18,12,0.194848398441213,Core,"Soil, Natural, Bogs, mires and fens, Wet thicket  (non-habitat type)",21,11,0.857142857142857,2
Bacillus,55,51,4.56105333193263,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.964912280701754,27
Nocardioides,53,48,1.66684175508632,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.929824561403509,23
Mycobacterium,56,56,1.49350421963091,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.982456140350877,30
MFD_g_144,53,49,1.42697062016318,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.929824561403509,22
Streptomyces,45,38,1.09955527541408,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.789473684210526,21
Pir4_lineage,55,51,1.00325664460553,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.964912280701754,23
Bauldia,52,48,0.703855447000735,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.912280701754386,3
Defluviicoccus,41,34,0.691599257625101,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.719298245614035,4
MFD_g_9823,40,37,0.611058584585216,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.701754385964912,10
Ca_Udaeobacter,35,30,0.604055047799139,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.614035087719298,19
Ilumatobacter,44,35,0.562033827082677,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.771929824561403,11
Halobacillus,35,29,0.55327940610008,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.614035087719298,1
MFD_g_264,39,30,0.546275869314004,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.68421052631579,14
Pseudolabrys,44,39,0.514759953776657,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.771929824561403,9
Pseudonocardia,34,30,0.504254648597542,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.596491228070175,16
Subgroup_10,53,45,0.490247575025388,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.929824561403509,20
Haliangium,45,39,0.448226354308926,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.789473684210526,27
MFD_g_2744,43,35,0.430717512343734,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.754385964912281,6
Gaiella,39,33,0.409706901985503,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.68421052631579,19
MFD_g_782,48,40,0.357180376089925,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.842105263157895,16
Ca_Alysiosphaera,42,31,0.325664460552579,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.736842105263158,14
MFD_g_841,42,32,0.318660923766502,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.736842105263158,7
MFD_g_13520,42,37,0.302902965997829,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.736842105263158,10
MFD_g_5535,42,30,0.285394124032637,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.736842105263158,17
Sva0081_sediment_group,37,30,0.280141471443079,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.649122807017544,6
MFD_g_6,43,33,0.227614945547502,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.754385964912281,16
Legionella,42,30,0.166333998669328,Core,"Soil, Natural, Coastal, Salt marshes and salt meadows",57,29,0.736842105263158,8
Nocardioides,30,30,8.70592149035262,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,1,23
Pseudomonas,28,25,2.98403193612775,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.933333333333333,3
Flavobacterium,29,27,1.83965402528277,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.966666666666667,11
Streptomyces,29,27,1.833000665336,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.966666666666667,21
Microbacterium,29,29,1.64670658682635,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.966666666666667,9
Mycobacterium,29,29,1.21091151031271,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.966666666666667,30
Solirubrobacter,28,24,0.834996673320027,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.933333333333333,14
Ilumatobacter,29,27,0.73519627411843,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.966666666666667,11
Sphingomonas,27,24,0.711909514304724,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.9,9
Iamia,28,28,0.698602794411178,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.933333333333333,11
Pir4_lineage,26,23,0.675316034597472,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.866666666666667,23
Gaiella,23,20,0.615435795076515,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.766666666666667,19
Devosia,27,21,0.585495675316035,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.9,1
Luteolibacter,25,18,0.582168995342649,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.833333333333333,6
Aeromicrobium,22,17,0.482368596141051,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.733333333333333,1
Subgroup_10,24,22,0.475715236194278,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.8,20
Haliangium,28,25,0.472388556220892,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.933333333333333,27
MFD_g_1081,19,17,0.442448436460413,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.633333333333333,5
Ca_Alysiosphaera,23,16,0.409181636726547,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.766666666666667,14
MFD_g_144,23,17,0.402528276779774,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.766666666666667,22
Ca_Udaeobacter,20,19,0.399201596806387,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.666666666666667,19
Bacillus,20,16,0.389221556886228,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.666666666666667,27
Paenibacillus,23,16,0.382568196939455,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.766666666666667,21
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,27,19,0.379241516966068,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.9,1
MFD_g_650,22,18,0.375914836992682,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.733333333333333,12
Pedomicrobium,28,23,0.369261477045908,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.933333333333333,14
MFD_g_9823,23,20,0.362608117099135,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.766666666666667,10
Marmoricola,23,19,0.355954757152362,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.766666666666667,9
Pseudonocardia,25,19,0.322687957418497,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.833333333333333,16
Chthoniobacter,26,22,0.306054557551564,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.866666666666667,16
Pirellula,29,23,0.302727877578177,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.966666666666667,9
MFD_g_8204,19,16,0.29940119760479,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.633333333333333,17
Acidibacter,20,17,0.296074517631404,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.666666666666667,20
Amaricoccus,21,18,0.256154357950765,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.7,2
Rhodococcus,20,16,0.256154357950765,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.666666666666667,1
MFD_g_841,22,17,0.252827677977379,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.733333333333333,7
Reyranella,25,16,0.229540918163673,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.833333333333333,15
Nakamurella,22,16,0.216234198270126,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.733333333333333,12
Novosphingobium,23,18,0.176314038589488,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.766666666666667,2
Nitrospira,25,16,0.172987358616101,Core,"Soil, Natural, Coastal, Sea cliffs and shingle or stony beaches",30,15,0.833333333333333,14
Acidothermus,10,10,16.4171656686627,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,17
Roseiarcus,10,10,4.30139720558882,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,11
Mycobacterium,10,10,3.20359281437126,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,30
Conexibacter,10,10,3.0938123752495,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,24
MFD_g_195,10,10,2.95409181636727,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,8
MFD_g_261,10,10,2.84431137724551,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,7
MFD_g_710,10,10,1.51696606786427,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,4
Acidipila-Silvibacterium,10,10,1.51696606786427,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,8
Ca_Solibacter,10,10,1.36726546906188,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,22
Bryobacter,10,10,1.29740518962076,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,23
MFD_g_437,10,9,1.2874251497006,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,7
MFD_g_68,9,9,1.00798403193613,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,4
MFD_g_1315,10,10,0.908183632734532,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,9
Burkholderia-Caballeronia-Paraburkholderia,10,10,0.908183632734531,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,8
Pajaroellobacter,10,10,0.848303393213573,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,21
Acidibacter,10,9,0.788423153692616,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,20
MFD_g_245,10,10,0.778443113772456,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,8
Aquisphaera,10,9,0.748502994011976,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,14
MFD_g_647,9,9,0.568862275449102,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,6
Haliangium,8,8,0.548902195608782,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.8,27
Occallatibacter,10,10,0.538922155688623,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,7
Jatrophihabitans,9,7,0.489021956087825,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,13
Streptomyces,9,7,0.479041916167665,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,21
Ca_Xiphinematobacter,9,7,0.419161676646707,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,10
MFD_g_8,9,9,0.409181636726547,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,23
Granulicella,9,8,0.389221556886228,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,8
MFD_g_224,9,7,0.389221556886227,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,8
MFD_g_1741,9,6,0.379241516966068,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,3
Bradyrhizobium,9,8,0.379241516966068,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,21
Actinospica,9,6,0.359281437125749,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,4
Chthoniobacter,10,6,0.359281437125748,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,16
Ca_Koribacter,9,9,0.359281437125748,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,5
MFD_g_1152,8,7,0.349301397205589,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.8,7
MFD_g_4681,7,6,0.349301397205589,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.7,1
MFD_g_3632,10,8,0.339321357285429,Core,"Soil, Natural, Dunes, Inland dunes",10,5,1,4
Acidicaldus,6,5,0.31936127744511,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.6,4
Legionella,9,7,0.30938123752495,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,8
MFD_g_5981,7,6,0.30938123752495,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.7,4
Puia,8,5,0.269461077844311,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.8,6
MFD_g_19960,8,6,0.249500998003992,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.8,1
Ca_Protochlamydia,8,6,0.239520958083832,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.8,1
MFD_g_579,9,6,0.219560878243513,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,2
MFD_g_35850,9,6,0.209580838323353,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.9,1
MFD_g_73272,6,6,0.189620758483034,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.6,1
MFD_g_3931,8,5,0.179640718562874,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.8,1
MFD_g_2712,7,6,0.179640718562874,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.7,1
MFD_g_6100,7,5,0.169660678642715,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.7,1
Tundrisphaera,8,6,0.169660678642715,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.8,2
MFD_g_144,5,5,0.169660678642715,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.5,22
MFD_g_275,6,5,0.159680638722555,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.6,4
MFD_g_1660,8,5,0.159680638722555,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.8,3
MFD_g_13437,7,5,0.149700598802395,Core,"Soil, Natural, Dunes, Inland dunes",10,5,0.7,1
Acidothermus,63,55,10.6583933582111,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.91304347826087,17
Mycobacterium,69,68,3.7345598657757,Core,"Soil, Natural, Dunes, Sea dunes",69,35,1,30
Roseiarcus,53,48,2.78862564725621,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.768115942028986,11
Nocardioides,44,41,2.32433683357922,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.63768115942029,23
Conexibacter,68,65,2.07555902687379,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.985507246376812,24
Streptomyces,64,57,1.71830252538402,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.927536231884058,21
Burkholderia-Caballeronia-Paraburkholderia,58,48,1.18892649483641,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.840579710144928,8
MFD_g_261,45,42,1.18024819925367,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.652173913043478,7
Ca_Solibacter,66,63,0.999450374613093,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.956521739130435,22
MFD_g_195,43,38,0.849026584512136,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.623188405797102,8
Bacillus,55,44,0.83456275854089,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.797101449275362,27
Bryobacter,65,60,0.795510428418526,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.942028985507246,23
MFD_g_144,55,47,0.770921924267408,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.797101449275362,22
Acidibacter,66,64,0.70872747259105,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.956521739130435,20
Acidipila-Silvibacterium,50,43,0.701495559605427,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.72463768115942,8
Haliangium,62,55,0.682692585842807,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.898550724637681,27
MFD_g_1315,51,46,0.679799820648558,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.739130434782609,9
Jatrophihabitans,57,50,0.671121525065811,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.826086956521739,13
Ca_Udaeobacter,50,40,0.60458792559808,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.72463768115942,19
MFD_g_245,49,45,0.598802395209581,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.710144927536232,8
Aquisphaera,50,42,0.58289218664121,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.72463768115942,14
Bradyrhizobium,63,57,0.540947091324598,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.91304347826087,21
MFD_g_437,45,39,0.538054326130349,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.652173913043478,7
Occallatibacter,48,40,0.493216465619486,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.695652173913044,7
Pseudonocardia,45,38,0.438253926928751,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.652173913043478,16
Granulicella,46,41,0.381845005640892,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.666666666666667,8
Pajaroellobacter,62,53,0.377505857849518,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.898550724637681,21
MFD_g_1152,61,45,0.326882466950158,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.884057971014493,7
Paenibacillus,60,50,0.316757788770285,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.869565217391304,21
Chthoniobacter,60,50,0.315311406173161,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.869565217391304,16
Reyranella,48,41,0.293615667216292,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.695652173913044,15
MFD_g_8,56,40,0.277705458647922,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.811594202898551,23
Legionella,56,42,0.24877780670543,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.811594202898551,8
Puia,47,35,0.245885041511181,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.681159420289855,6
MFD_g_224,50,36,0.238653128525558,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.72463768115942,8
Pseudolabrys,47,35,0.215511006971564,Core,"Soil, Natural, Dunes, Sea dunes",69,35,0.681159420289855,9
Acidothermus,27,27,15.1105197013381,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,1,17
Mycobacterium,27,27,3.03467139794485,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,1,30
Roseiarcus,27,25,3.01988615361869,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,1,11
Conexibacter,27,27,1.70030309750869,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,1,24
MFD_g_261,23,22,1.60789532047017,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.851851851851852,7
MFD_g_195,24,23,1.50809492126857,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.888888888888889,8
Acidibacter,27,27,1.40459821098544,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,1,20
Occallatibacter,24,22,1.2013011015007,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.888888888888889,7
Ca_Solibacter,27,27,1.13476750203297,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,1,22
MFD_g_1315,25,23,1.07193021364678,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.925925925925926,9
MFD_g_245,25,23,1.05344865823908,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.925925925925926,8
Acidipila-Silvibacterium,24,22,1.00909292526059,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.888888888888889,8
Bryobacter,26,26,0.949951947955941,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.962962962962963,23
Burkholderia-Caballeronia-Paraburkholderia,25,24,0.876025726325128,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.925925925925926,8
Bacillus,24,19,0.791010571449693,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.888888888888889,27
MFD_g_68,18,18,0.750351149552747,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.666666666666667,4
Granulicella,25,24,0.750351149552747,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.925925925925926,8
MFD_g_437,19,18,0.702299105492719,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.703703703703704,7
MFD_g_8,26,25,0.535965106823391,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.962962962962963,23
Bradyrhizobium,26,23,0.484216751681822,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.962962962962963,21
Aquisphaera,25,24,0.469431507355659,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.925925925925926,14
MFD_g_647,22,18,0.425075774377172,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.814814814814815,6
MFD_g_299,21,14,0.402897907887928,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.777777777777778,1
MFD_g_4701,19,15,0.399201596806387,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.703703703703704,1
Paenibacillus,27,25,0.384416352480225,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,1,21
Haliangium,20,17,0.373327419235603,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.740740740740741,27
Puia,25,22,0.373327419235603,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.925925925925926,6
MFD_g_144,21,16,0.365934797072522,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.777777777777778,22
Pajaroellobacter,25,21,0.3548458638279,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.925925925925926,21
MFD_g_1152,25,21,0.336364308420197,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.925925925925926,7
Actinospica,18,16,0.325275375175575,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.666666666666667,4
Acidicaldus,18,15,0.306793819767872,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.666666666666667,4
Streptomyces,20,14,0.303097508686331,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.740740740740741,21
Ca_Koribacter,24,19,0.299401197604791,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.888888888888889,5
MFD_g_224,23,15,0.266134397870925,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.851851851851852,8
MFD_g_1741,20,14,0.262438086789384,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.740740740740741,3
MFD_g_148211,20,15,0.255045464626303,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.740740740740741,1
MFD_g_5981,20,17,0.251349153544762,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.740740740740741,4
Legionella,24,15,0.210689731647815,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.888888888888889,8
Mucilaginibacter,18,15,0.210689731647815,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.666666666666667,1
Chthoniobacter,21,15,0.206993420566275,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.777777777777778,16
Aquicella,23,16,0.203297109484734,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.851851851851852,1
MFD_g_275,22,15,0.192208176240112,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.814814814814815,4
Rhodanobacter,16,14,0.166333998669328,Core,"Soil, Natural, Forests, Forest (non-habitattype)",27,14,0.592592592592593,1
Acidothermus,172,166,12.368041694389,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.955555555555556,17
Roseiarcus,161,153,2.91084497671324,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.894444444444445,11
Mycobacterium,180,180,2.83045021068973,Core,"Soil, Natural, Forests, Temperate forests",180,90,1,30
MFD_g_195,141,133,1.75759591927257,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.783333333333333,8
Conexibacter,176,171,1.73264581947217,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.977777777777778,24
MFD_g_261,137,130,1.36671102239965,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.761111111111111,7
Burkholderia-Caballeronia-Paraburkholderia,146,130,1.22920825016633,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.811111111111111,8
Acidibacter,168,160,1.19261477045908,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.933333333333333,20
Ca_Solibacter,176,166,0.946994899090708,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.977777777777778,22
Bryobacter,173,159,0.935905965846086,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.961111111111111,23
MFD_g_437,130,122,0.899312486138834,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.722222222222222,7
MFD_g_1315,147,138,0.881570192947439,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.816666666666667,9
Bacillus,135,114,0.790086493679308,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.75,27
Occallatibacter,136,123,0.780106453759149,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.755555555555556,7
MFD_g_245,143,133,0.747394100687514,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.794444444444444,8
Acidipila-Silvibacterium,139,131,0.741295187402972,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.772222222222222,8
MFD_g_68,122,106,0.728542914171657,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.677777777777778,4
Granulicella,141,127,0.572188955422489,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.783333333333333,8
MFD_g_8,167,151,0.539476602350854,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.927777777777778,23
Bradyrhizobium,167,151,0.526169882457308,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.927777777777778,21
Haliangium,148,123,0.468507429585274,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.822222222222222,27
MFD_g_144,144,108,0.45630960301619,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.8,22
Aquisphaera,159,129,0.426923929917942,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.883333333333333,14
MFD_g_1152,161,134,0.409181636726547,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.894444444444445,7
Streptomyces,131,104,0.401419383455312,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.727777777777778,21
Pajaroellobacter,170,139,0.389776003548459,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.944444444444444,21
MFD_g_647,125,110,0.358172543801286,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.694444444444445,6
Paenibacillus,165,133,0.342093590596585,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.916666666666667,21
Jatrophihabitans,139,101,0.29385673098248,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.772222222222222,13
MFD_g_224,133,108,0.255599911288534,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.738888888888889,8
Actinospica,115,92,0.251718784652916,Core,"Soil, Natural, Forests, Temperate forests",180,90,0.638888888888889,4
