project_id,fieldsample_barcode,sampling_date,latitude,longitude,habitat_typenumber,sitename,mfd_sampletype,mfd_areatype,mfd_hab1,mfd_hab2,mfd_hab3,coords_reliable
P04_6,MFD05848,2021-07-01,54.9659,12.4174,6200,Borre,Soil,Agriculture,Fields,"Poales, grass",,Yes
P08_6,MFD05851,2022-05-18,55.1982,8.9552,9910,Lindet Skov,Soil,Natural,Forests,Forest (non-habitattype),Coniferous forest,Yes
P08_6,MFD05853,2022-05-19,55.2226,9.4091,9990,Pamhule Skov,Soil,Natural,Forests,Forest (non-habitattype),Deciduous trees,Yes
P04_6,MFD05858,2021-07-01,55.475,8.5451,6900,Tjëreborg,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05860,2021-07-01,54.6894,11.5638,6200,Fuglse,Soil,Agriculture,Fields,"Poales, grass",,Yes
P08_6,MFD05861,2022-05-18,55.2086,8.945,9000,Lindet Skov,Soil,Natural,Forests,,,Yes
P08_6,MFD05867,2022-05-04,56.8077,9.8631,9000,Rold Skov,Soil,Natural,Forests,,,Yes
P04_6,MFD05868,2021-07-01,55.0038,10.8879,6200,Tranekër,Soil,Agriculture,Fields,"Poales, grass",,Yes
P08_6,MFD05869,2022-05-04,56.8109,9.8287,9990,Rold Skov,Soil,Natural,Forests,Forest (non-habitattype),Deciduous trees,Yes
P08_6,MFD05871,2022-05-04,56.8875,9.9231,9990,Skindbjerglund,Soil,Natural,Forests,Forest (non-habitattype),Deciduous trees,Yes
P08_6,MFD05872,2022-05-05,56.8863,9.9216,9000,Skindbjerglund,Soil,Natural,Forests,,,Yes
P04_6,MFD05873,2021-07-01,55.1375,10.0064,6900,Helnës,Soil,Agriculture,Fields,Fallow,,Yes
P08_6,MFD05874,2022-05-04,56.8845,9.9239,9000,Skindbjerglund,Soil,Natural,Forests,,,Yes
P08_6,MFD05877,2022-05-04,56.8165,9.8423,9000,Rold Skov,Soil,Natural,Forests,,,Yes
P04_6,MFD05886,2021-07-01,55.0513,11.9,6000,Kastrup,Soil,Agriculture,Fields,,,Yes
P08_6,MFD05887,2022-05-03,56.805,9.8444,9000,Rold Skov,Soil,Natural,Forests,,,Yes
P08_6,MFD05890,2022-05-03,56.855,9.8643,9000,Rold Skov,Soil,Natural,Forests,,,Yes
P04_6,MFD05892,2021-07-01,56.0604,8.6988,6000,N?rre Vium,Soil,Agriculture,Fields,,,Yes
P08_6,MFD05896,2022-05-05,56.8896,9.9212,9000,Skindbjerglund,Soil,Natural,Forests,,,Yes
P04_6,MFD05910,2021-07-01,57.2439,9.8535,6900,?ster Hjermitslev,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05911,2021-07-01,56.1801,8.3032,6200,Hee,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05912,2021-07-01,56.4172,10.3115,6200,?ster Alling,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05913,2021-07-01,56.7789,9.9239,6200,Astrup,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05914,2021-07-01,56.8097,9.3234,6900,Fars?,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05915,2021-07-01,56.8963,10.0629,6200,Komdrup,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05916,2021-07-01,56.3279,10.7358,6900,Rosmus,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05917,2021-07-01,56.4807,9.8185,6200,èlum,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05918,2021-07-01,57.3092,10.3024,6900,Torslev,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05919,2021-07-01,56.7245,9.5841,6900,Durup,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05921,2021-07-01,56.3352,10.3536,6900,M?rke,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05922,2021-07-01,56.2645,9.5368,6200,Hinge,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05923,2021-07-01,57.1021,10.1513,6200,Vester Hassing,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05924,2021-07-01,56.2057,8.2302,6200,Stadil,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05925,2021-07-01,55.9149,8.46,6200,L?nborg,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05926,2021-07-01,56.3482,10.0248,6200,N?rre Galten,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05927,2021-07-01,56.6193,10.0992,6200,Enslev,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05928,2021-07-01,56.2486,9.472,6900,Serup,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05929,2021-07-01,56.7583,9.7728,6200,Ravnkilde,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05930,2021-07-01,56.5324,9.8509,6200,N?rbëk,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05931,2021-07-01,56.8367,9.5527,6900,èrs,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05932,2021-07-01,56.4439,9.8177,6200,Vester Velling,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05934,2021-07-01,56.4691,9.3367,6200,Ravnstrup,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05936,2021-07-01,56.3503,10.3274,6900,Krogsbëk,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05937,2021-07-01,56.5073,9.9039,6200,?ster Bjerregrav,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05938,2021-07-01,56.1712,8.5047,6900,N?rre Omme,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05939,2021-07-01,56.7541,9.7236,6200,Ravnkilde,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05941,2021-07-01,56.6081,9.4276,6900,LÜstrup,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05942,2021-07-01,56.7771,9.6177,6200,Brorstrup,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05943,2021-07-01,56.5168,10.4584,6200,Vivild,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05944,2021-07-01,56.5633,9.3783,6200,Skals,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05945,2021-07-01,56.7735,9.3967,6200,Vognsild,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05947,2021-07-01,56.4032,10.2268,6000,H?rning,Soil,Agriculture,Fields,,,Yes
P04_6,MFD05948,2021-07-01,56.4625,10.6527,6200,Stenvad,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05953,2021-07-01,56.769,9.6176,6200,Kongens Tisted,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05958,2021-07-01,56.772,9.724,6200,Ravnkilde,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05960,2021-07-01,56.7637,9.7725,6200,Ravnkilde,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05965,2021-07-01,56.1407,9.4868,6200,Them,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05969,2021-07-01,57.2951,9.9414,6200,Br?nderslev,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05972,2021-07-01,55.6288,11.6834,6900,Kvanl?se,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05975,2021-07-01,55.9469,10.1556,6200,Odder,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05979,2021-07-01,56.202,9.777,6900,R?gen,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05980,2021-07-01,56.6708,8.8735,6900,Krejbjerg,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05983,2021-07-01,57.4633,10.207,6200,H?rmested,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05984,2021-07-01,56.3298,10.7759,6200,Rosmus,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05986,2021-07-01,57.3899,10.1314,6900,TÜrs,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05987,2021-07-01,57.1242,10.0942,6200,Horsens,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05988,2021-07-01,56.2066,8.2302,6200,Stadil,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05989,2021-07-01,55.8514,8.3331,6200,Hemmet,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05993,2021-07-01,57.3674,10.1582,6200,TÜrs,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD05995,2021-07-01,55.8391,8.5888,6900,èdum,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD05996,2021-07-01,55.8082,8.5014,6100,Lyne,Soil,Agriculture,Fields,"Poales, Cereal",,Yes
P04_6,MFD05997,2021-07-01,56.9407,10.1217,6100,Gudumholm,Soil,Agriculture,Fields,"Poales, Cereal",,Yes
P04_6,MFD06000,2021-07-01,55.6875,8.5141,6900,Varde,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD06001,2021-07-01,57.2673,10.2918,6200,Voer,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06002,2021-07-01,57.1339,10.1441,6000,Hjallerup,Soil,Agriculture,Fields,,,Yes
P04_6,MFD06007,2021-07-01,55.8796,8.4045,6000,L?nborg,Soil,Agriculture,Fields,,,Yes
P04_6,MFD06008,2021-07-01,56.1276,8.9881,6200,Freden,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06010,2021-07-01,56.0367,8.362,6200,Lem,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06015,2021-07-01,56.2024,8.2786,6900,Tim,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD06017,2021-07-01,56.0046,9.6981,6200,?stbirk,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06023,2021-07-01,55.7136,8.3426,6200,Ovtrup,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06026,2021-07-01,55.7544,8.4176,6000,Kvong,Soil,Agriculture,Fields,,,Yes
P04_6,MFD06031,2021-07-01,56.1768,9.2317,6200,Bording,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06032,2021-07-01,55.857,9.5637,6200,Uldum,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06034,2021-07-01,56.0499,9.5017,6900,Them,Soil,Agriculture,Fields,Fallow,,Yes
P04_6,MFD06035,2021-07-01,56.4516,9.0283,6200,Vroue,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06037,2021-07-01,55.9455,10.1556,6200,Odder,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06042,2021-07-01,56.2759,9.0058,6200,Simmelkër,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06044,2021-07-01,55.7539,12.2071,6200,Stenl?se,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06047,2021-07-01,55.6642,11.8651,6200,Rye,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06049,2021-07-01,55.7479,12.2623,6200,Veks?,Soil,Agriculture,Fields,"Poales, grass",,Yes
P04_6,MFD06053,2021-07-01,55.7748,11.996,6710,Skuldelev,Soil,Agriculture,Fields,Malvids,"Brassicales, Rapeseed",Yes
P04_6,MFD06055,2021-07-01,55.9378,8.5493,6200,Skjern,Soil,Agriculture,Fields,"Poales, grass",,Yes
P08_5,MFD06060,2022-02-14,56.29307556,8.13821859,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06061,2022-02-14,56.2944976,8.131583335,2190,Klitlavning,Soil,Natural,Dunes,Sea dunes,Humid dune slacks,Yes
P08_5,MFD06062,2022-02-14,56.29625547,8.13446005,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06063,2022-02-16,56.30589955,8.15664361,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06064,2022-02-15,56.29978025,8.14093312,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06065,2022-02-16,56.30563317,8.15337025,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06066,2022-02-14,56.29304167,8.13886239,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06067,2022-02-15,56.29860817,8.13243228,2190,Klitlavning,Soil,Natural,Dunes,Sea dunes,Humid dune slacks,Yes
P08_5,MFD06068,2022-02-15,56.29510659,8.15293179,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06069,2022-02-14,56.29362618,8.13215175,2190,Klitlavning,Soil,Natural,Dunes,Sea dunes,Humid dune slacks,Yes
P08_5,MFD06070,2022-02-15,56.29919778,8.14557333,2130,GrÜ/gr?n klit,Soil,Natural,Dunes,Sea dunes,Fixed dunes (grey dunes),Yes
P08_5,MFD06071,2022-02-15,56.29396353,8.14283024,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06072,2022-02-15,56.29401135,8.14218461,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06073,2022-02-16,56.31124107,8.15906148,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06074,2022-02-15,56.29653153,8.13945774,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06075,2022-02-16,56.3054498,8.16053912,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06076,2022-02-16,56.30157858,8.13930687,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06077,2022-02-14,56.29499621,8.1312297,2190,Klitlavning,Soil,Natural,Dunes,Sea dunes,Humid dune slacks,Yes
P08_5,MFD06078,2022-03-15,56.25509374,8.478552455,91E0,Skovbevokset t?rvemose,Soil,Natural,Forests,Temperate forests,Alluvial woodland,Yes
P08_5,MFD06079,2022-02-14,56.29334055,8.13490032,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06080,2022-02-14,56.29537648,8.12922384,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06081,2022-02-14,56.29297789,8.13492327,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06082,2022-02-16,56.30774135,8.15387307,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06083,2022-02-15,56.29497604,8.14640273,2190,Klitlavning,Soil,Natural,Dunes,Sea dunes,Humid dune slacks,Yes
P08_5,MFD06084,2022-02-14,56.29310758,8.13849822,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06085,2022-02-16,56.31252593,8.16335014,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06086,2022-02-16,56.30039444,8.13899486,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06087,2022-03-14,56.26244006,8.49617053,4110,VÜd hede,Soil,Natural,Temperate heath and scrub,Temperate heath,Wet heath,Yes
P08_5,MFD06088,2022-03-15,56.24044017,8.50305697,4130,T?r hede,Soil,Natural,Temperate heath and scrub,Temperate heath,Dry heath,Yes
P08_5,MFD06089,2022-02-15,56.29908791,8.13701135,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06090,2022-02-16,56.30942901,8.15745805,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06091,2022-02-15,56.29945223,8.13698529,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06092,2022-03-14,56.2604146,8.49378111,4110,VÜd hede,Soil,Natural,Temperate heath and scrub,Temperate heath,Wet heath,Yes
P08_5,MFD06093,2022-03-14,56.25683878,8.51705154,9190,Stilkege-krat,Soil,Natural,Forests,Temperate forests,Oak forest  Old acidophilous woods with Q. robur on sandy plains,Yes
P08_5,MFD06094,2022-02-15,56.29892156,8.13149198,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06095,2022-03-16,56.24296841,8.39256358,6400,Fersk eng,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,,Yes
P08_5,MFD06096,2022-03-16,56.24229146,8.39243199,4130,T?r hede,Soil,Natural,Temperate heath and scrub,Temperate heath,Dry heath,Yes
P08_5,MFD06097,2022-03-15,56.24205602,8.48910785,5130,Enekrat,Soil,Natural,Sclerophyllus scrub,Scrub,Juniper scrub,Yes
P08_5,MFD06098,2022-03-15,56.25390198,8.4837683,2320,Revling-indlandsklit,Soil,Natural,Dunes,Inland dunes,Inland dunes Empetrum nigrum,Yes
P08_5,MFD06099,2022-03-16,56.25802389,8.431730525,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06100,2022-03-16,56.26336318,8.41304,2310,Visse-indlandsklit,Soil,Natural,Dunes,Inland dunes,Inland dunes Genista,Yes
P08_5,MFD06101,2022-03-16,56.26174946,8.3983408,5130,Enekrat,Soil,Natural,Sclerophyllus scrub,Scrub,Juniper scrub,Yes
P08_5,MFD06102,2022-03-14,56.27017022,8.48490726,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06103,2022-03-15,56.24989138,8.52412771,6230,Surt overdrev,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_5,MFD06104,2022-02-16,56.30461675,8.15809387,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06105,2022-03-15,56.24800135,8.50906106,2320,Revling-indlandsklit,Soil,Natural,Dunes,Inland dunes,Inland dunes Empetrum nigrum,Yes
P08_5,MFD06106,2022-03-16,56.26168977,8.40302778,2330,Grës-indlandsklit,Soil,Natural,Dunes,Inland dunes,Inland dunes grass,Yes
P08_5,MFD06107,2022-03-23,56.48049649,9.85323034,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06108,2022-03-14,56.25648763,8.52081207,4130,T?r hede,Soil,Natural,Temperate heath and scrub,Temperate heath,Dry heath,Yes
P08_5,MFD06109,2022-02-16,56.30942259,8.15810811,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06110,2022-02-15,56.29697373,8.13670816,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06111,2022-03-15,56.25428419,8.48458604,2320,Revling-indlandsklit,Soil,Natural,Dunes,Inland dunes,Inland dunes Empetrum nigrum,Yes
P08_5,MFD06112,2022-03-16,56.24672379,8.40214318,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06113,2022-03-16,56.24406119,8.39056894,6400,Fersk eng,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,,Yes
P08_5,MFD06114,2022-03-16,56.24879852,8.38841557,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06115,2022-03-15,56.24869929,8.49078573,2330,Grës-indlandsklit,Soil,Natural,Dunes,Inland dunes,Inland dunes grass,Yes
P08_5,MFD06116,2022-03-15,56.24469628,8.48667804,4130,T?r hede,Soil,Natural,Temperate heath and scrub,Temperate heath,Dry heath,Yes
P08_5,MFD06117,2022-03-16,56.24195305,8.40762987,2320,Revling-indlandsklit,Soil,Natural,Dunes,Inland dunes,Inland dunes Empetrum nigrum,Yes
P08_5,MFD06118,2022-03-14,56.25603551,8.51117874,5130,Enekrat,Soil,Natural,Sclerophyllus scrub,Scrub,Juniper scrub,Yes
P08_5,MFD06119,2022-03-23,56.47744267,9.85436728,6200,Overdrev,Soil,Natural,Grassland formations,Semi-natural dry grasslands,,Yes
P08_5,MFD06120,2022-02-15,56.2986036,8.13179152,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06121,2022-02-15,56.29879783,8.14621815,2130,GrÜ/gr?n klit,Soil,Natural,Dunes,Sea dunes,Fixed dunes (grey dunes),Yes
P08_5,MFD06122,2022-03-16,56.2546658,8.42053616,2320,Revling-indlandsklit,Soil,Natural,Dunes,Inland dunes,Inland dunes Empetrum nigrum,Yes
P08_5,MFD06123,2022-03-16,56.26393196,8.40097781,2300,Indlandsklit,Soil,Natural,Dunes,Inland dunes,,Yes
P08_5,MFD06124,2022-02-16,56.30839948,8.15229799,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06125,2022-02-16,56.30776682,8.15241353,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06126,2022-03-16,56.24678393,8.39363231,7100,Mose,Soil,Natural,"Bogs, mires and fens",Sphagnum acid bogs,,Yes
P08_5,MFD06127,2022-03-16,56.25760397,8.4188602,5130,Enekrat,Soil,Natural,Sclerophyllus scrub,Scrub,Juniper scrub,Yes
P08_5,MFD06128,2022-02-15,56.29528773,8.13981216,2130,GrÜ/gr?n klit,Soil,Natural,Dunes,Sea dunes,Fixed dunes (grey dunes),Yes
P08_5,MFD06129,2022-02-14,56.29284645,8.14514723,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06130,2022-03-16,56.25751865,8.43170655,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06131,2022-03-23,56.483386,9.85999408,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06132,2022-03-14,56.25877121,8.50583898,4130,T?r hede,Soil,Natural,Temperate heath and scrub,Temperate heath,Dry heath,Yes
P08_5,MFD06133,2022-03-15,56.25613453,8.49288501,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06134,2022-03-15,56.23924602,8.47967666,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06135,2022-03-15,56.25245954,8.50856221,4110,VÜd hede,Soil,Natural,Temperate heath and scrub,Temperate heath,Wet heath,Yes
P08_5,MFD06136,2022-03-16,56.25653873,8.41974667,5130,Enekrat,Soil,Natural,Sclerophyllus scrub,Scrub,Juniper scrub,Yes
P08_5,MFD06137,2022-03-15,56.25339969,8.51102247,7140,Hëngesëk,Soil,Natural,"Bogs, mires and fens",Sphagnum acid bogs,Quaking bogs,Yes
P08_5,MFD06138,2022-02-16,56.3114536,8.16410914,,ikke habitatnatur,Soil,Natural,,,,Yes
P08_5,MFD06139,2022-03-15,56.25317575,8.50744178,4110,VÜd hede,Soil,Natural,Temperate heath and scrub,Temperate heath,Wet heath,Yes
P08_5,MFD06140,2022-03-15,56.25254949,8.5099955,9190,Stilkege-krat,Soil,Natural,Forests,Temperate forests,Oak forest  Old acidophilous woods with Q. robur on sandy plains,Yes
P08_5,MFD06141,2022-02-16,56.30120127,8.13832151,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06142,2022-03-15,56.24809419,8.5128015,9190,Stilkege-krat,Soil,Natural,Forests,Temperate forests,Oak forest  Old acidophilous woods with Q. robur on sandy plains,Yes
P08_5,MFD06143,2022-03-15,56.25409751,8.47558354,2320,Revling-indlandsklit,Soil,Natural,Dunes,Inland dunes,Inland dunes Empetrum nigrum,Yes
P08_5,MFD06144,2022-02-15,56.30058359,8.13411283,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06145,2022-02-15,56.29738927,8.134690785,2190,Klitlavning,Soil,Natural,Dunes,Sea dunes,Humid dune slacks,Yes
P08_5,MFD06146,2022-03-14,56.25912216,8.49714565,6410,Tidvis vÜd eng,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Molinia meadows,Yes
P08_5,MFD06147,2022-02-15,56.29429677,8.14308814,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06148,2022-02-15,56.29883823,8.14557016,2130,GrÜ/gr?n klit,Soil,Natural,Dunes,Sea dunes,Fixed dunes (grey dunes),Yes
P08_5,MFD06149,2022-03-23,56.47748102,9.83449848,9190,Stilkege-krat,Soil,Natural,Forests,Temperate forests,Oak forest  Old acidophilous woods with Q. robur on sandy plains,Yes
P08_5,MFD06150,2022-02-14,56.29573226,8.12995351,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06151,2022-02-16,56.30394705,8.154735185,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06152,2022-02-14,56.29293069,8.1395321,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06153,2022-02-15,56.29533576,8.14642259,2190,Klitlavning,Soil,Natural,Dunes,Sea dunes,Humid dune slacks,Yes
P08_5,MFD06154,2022-02-16,56.30614722,8.1511447,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06155,2022-02-15,56.29591694,8.14467951,2190,Klitlavning,Soil,Natural,Dunes,Sea dunes,Humid dune slacks,Yes
P08_5,MFD06156,2022-02-16,56.30415079,8.16150888,9100,Skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_5,MFD06157,2022-03-23,56.47593972,9.84171098,9130,B?g pÜ muld,Soil,Natural,Forests,Temperate forests,Beech forests Asperulo-Fagetum,Yes
P08_5,MFD06158,2022-03-15,56.2567021,8.48699805,2310,Visse-indlandsklit,Soil,Natural,Dunes,Inland dunes,Inland dunes Genista,Yes
P08_5,MFD06159,2022-02-15,56.29274862,8.14424038,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06160,2022-02-14,56.29544981,8.13261857,2190,Klitlavning,Soil,Natural,Dunes,Sea dunes,Humid dune slacks,Yes
P08_5,MFD06161,2022-03-16,56.28125573,8.41271526,9190,Stilkege-krat,Soil,Natural,Forests,Temperate forests,Oak forest  Old acidophilous woods with Q. robur on sandy plains,Yes
P08_5,MFD06162,2022-03-23,56.48126627,9.84280895,9160,Ege-blandskov,Soil,Natural,Forests,Temperate forests,Oak-hornbeam mixed forest,Yes
P08_5,MFD06163,2022-02-15,56.29589309,8.14760187,2140,Klithede,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P08_5,MFD06164,2022-03-15,56.24882673,8.49077742,2320,Revling-indlandsklit,Soil,Natural,Dunes,Inland dunes,Inland dunes Empetrum nigrum,Yes
P08_5,MFD06165,2022-03-16,56.24539186,8.39409023,6230,Surt overdrev,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_5,MFD06166,2022-03-16,56.26023793,8.40030849,4110,VÜd hede,Soil,Natural,Temperate heath and scrub,Temperate heath,Wet heath,Yes
P08_5,MFD06167,2022-02-14,56.29584923,8.13192567,2190,Klitlavning,Soil,Natural,Dunes,Sea dunes,Humid dune slacks,Yes
P08_5,MFD06168,2022-02-14,56.29548758,8.13196605,2190,Klitlavning,Soil,Natural,Dunes,Sea dunes,Humid dune slacks,Yes
