bin	Completeness	Contamination	Completeness_Model_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	N90	auN	N_per_100kb	cov	r_abund	wf_name	wf_mode	wf_v	wf_date
MFD02416_80.bin.1.274	93.87	2.61	Gradient Boost (General Model)	0.885	1211831	329.672824045085	7116441	0.65	6388	16	1896011	167939	1167432.1	0	12.615486	0.07137225	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.276	94.26	0.05	Gradient Boost (General Model)	0.896	510470	334.42345276873	2745423	0.68	2456	6	1349368	187433	831875.6	0	302.31006	1.7103225	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.278	93.35	0.71	Neural Network (Specific Model)	0.867	318439	294.380911983033	4790892	0.55	4715	25	667909	96048	342489.7	0	12.512654	0.07079048	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.279	93.58	0.02	Neural Network (Specific Model)	0.91	1254086	318.181501230517	5104849	0.66	4876	4	2017661	667116	1459054.9	0	31.189941	0.17645745	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.28	96.71	0.75	Gradient Boost (General Model)	0.878	506454	284.397590361446	2572919	0.64	2656	6	861945	262871	543997.3	0	11.072847	0.06264476	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.280	92.1	2.72	Gradient Boost (General Model)	0.853	365690	285.905891503014	5155205	0.66	5143	16	728742	198999	412971.9	0	18.991177	0.10744279	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.281	99.99	0.37	Neural Network (Specific Model)	0.882	1149183	315.760090318939	7588847	0.67	7086	11	1837765	206104	1199043.1	0	13.2682085	0.07506503	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.282	95.76	1.55	Gradient Boost (General Model)	0.85	291245	296.227365208545	6143081	0.71	5898	22	712273	162864	393555.5	0	32.871532	0.18597105	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.283	90.27	0.39	Gradient Boost (General Model)	0.909	460556	302.669421487603	2651117	0.7	2662	7	724343	204218	465415	0	154.45694	0.8738418	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.284	95.62	0.69	Gradient Boost (General Model)	0.898	2277752	308.249535315985	4420547	0.69	4304	9	2277752	247458	1321159	0	31.2296	0.17668182	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.285	100	3.16	Gradient Boost (General Model)	0.837	2525593	309.461259628455	4877763	0.55	4414	2	2525593	2352170	2441964.4	0	15.135373	0.08562854	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.287	96.36	0.97	Gradient Boost (General Model)	0.876	3375790	319.556454221935	3375790	0.61	3091	1	3375790	3375790	3375790	0	21.339144	0.120726444	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.289	93.6	2.7	Gradient Boost (General Model)	0.9	391416	305.435979356107	4129216	0.7	4069	15	759699	134318	430176.4	0	75.21423	0.42552534	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.290	93.82	1.25	Gradient Boost (General Model)	0.906	208699	318.110115491836	5270773	0.62	5022	29	626900	105717	293528.2	0	16.143635	0.091332786	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.292	91.82	1.99	Gradient Boost (General Model)	0.897	1003211	298.841616602949	5468222	0.68	5493	7	1553937	451863	1072596.7	0	34.774143	0.19673508	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.293	96.05	2.05	Gradient Boost (General Model)	0.89	732838	291.922947604371	3500084	0.7	3569	5	1297204	487827	840021.3	0	36.802086	0.20820822	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.30	100	0.01	Neural Network (Specific Model)	0.864	1795108	302.839184219325	3137963	0.57	2991	4	1795108	1042475	1390428	0	20.486183	0.11590081	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.308	97.17	0.6	Gradient Boost (General Model)	0.913	542393	353.915488976823	4105402	0.68	3538	23	812813	107094	457452.4	0	64.25261	0.36350986	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.31	98.28	3.06	Gradient Boost (General Model)	0.839	940198	313.435206688342	4817162	0.56	4306	10	1318463	184566	865212.6	0	27.684824	0.15662718	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.310	97.44	0.86	Gradient Boost (General Model)	0.881	470980	295.335853445769	3447571	0.71	3439	12	817468	182905	509679.7	0	61.424053	0.34750724	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.311	95.56	2.01	Gradient Boost (General Model)	0.89	868523	311.977528089888	4289968	0.69	4094	9	1581225	254202	913465	0	16.835619	0.0952477	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.314	98.36	0.93	Gradient Boost (General Model)	0.869	4193083	355.077389095173	6263740	0.37	5117	3	4193083	2059987	3484436.7	0	21.579445	0.12208594	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.316	100	0.83	Gradient Boost (General Model)	0.857	83245	280.233333333333	1115139	0.31	1140	18	298819	32014	126658.9	0	7.4242606	0.042002834	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.318	93.74	2.9	Gradient Boost (General Model)	0.921	668666	363.482316029663	8279811	0.72	7012	19	2047549	248796	940524.7	0	39.91454	0.22581694	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.32	92.01	1.9	Gradient Boost (General Model)	0.875	315927	283.695046439628	3131259	0.68	3230	15	604359	104233	332684.7	0	93.27315	0.5276938	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.329	97.18	0.81	Gradient Boost (General Model)	0.909	525468	351.789965721409	3716689	0.72	3209	12	1053880	154172	584412.3	0	74.96093	0.42409226	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.330	97.05	2.35	Gradient Boost (General Model)	0.886	235426	309.864952638701	3868560	0.59	3695	33	496499	41996	244310.5	0	38.107548	0.21559386	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.333	95	3.13	Gradient Boost (General Model)	0.838	585728	263.918212798182	2489026	0.42	2641	7	622743	460151	543591.4	0	54.93626	0.3108025	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.335	93.82	0.01	Neural Network (Specific Model)	0.898	1148614	316.049794961922	3592550	0.69	3414	4	1338791	1083010	1192767.3	0	46.12023	0.2609257	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.336	95.33	0.97	Gradient Boost (General Model)	0.888	1374028	330.001916932907	3483068	0.68	3130	8	1540786	469480	1287780.8	0	27.723232	0.15684448	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.340	96.44	0.98	Gradient Boost (General Model)	0.85	767812	330.110494269341	6493250	0.74	5584	14	2331003	236939	1187151.1	0	20.171896	0.11412272	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.343	97.17	3.93	Gradient Boost (General Model)	0.86	168309	291.587068965517	4706525	0.62	4640	51	461039	46763	188042.8	0	9.222215	0.05217478	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.346	92.21	1.03	Gradient Boost (General Model)	0.921	469758	301.202535760728	3009682	0.69	3076	11	688945	137554	459509.9	0	67.841515	0.3838141	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.349	93.2	0.7	Neural Network (Specific Model)	0.901	1192883	331.486325581395	5920166	0.69	5375	10	2102102	353978	1235417.4	0	19.743792	0.11170071	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.350	100	1.62	Gradient Boost (General Model)	0.878	1399226	347.107249255214	4768176	0.57	4028	8	1581567	242230	1131896.7	0	24.039122	0.1360016	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.353	90.4	2.92	Gradient Boost (General Model)	0.851	90458	296.129007188654	5357606	0.38	5147	96	238757	30707	93119	0	8.760785	0.04956424	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.360	96.85	3.07	Gradient Boost (General Model)	0.856	333724	301.571966341895	4762639	0.59	4516	31	846134	74342	354783.9	0	88.60032	0.50125724	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.363	94.25	1.12	Gradient Boost (General Model)	0.871	378992	310.648114075437	4637844	0.57	4348	33	727545	55828	383883	0	9.380893	0.053072505	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.364	98.58	1.52	Gradient Boost (General Model)	0.847	2128109	326.051152446421	5704215	0.74	4946	4	2161056	1354715	1935043.5	0	16.80426	0.09507029	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.366	97.4	0.14	Gradient Boost (General Model)	0.887	395332	317.785101580135	4748618	0.64	4430	21	736870	107849	376894.6	0	19.086578	0.10798252	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.369	100	0.64	Neural Network (Specific Model)	0.885	418239	303.977461139896	3968819	0.6	3860	18	916960	152775	491785.7	0	23.345007	0.13207464	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.371	93.09	2.99	Neural Network (Specific Model)	0.822	212638	266.752780586451	5747224	0.53	5934	44	470191	72750	222072.9	0	32.975803	0.18656097	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.372	93.94	2.15	Gradient Boost (General Model)	0.905	410731	301.794066919627	2892750	0.7	2899	15	662185	170101	405964.8	0	12.902606	0.07299664	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.377	92.89	0.79	Gradient Boost (General Model)	0.869	435464	303.986556359876	4048734	0.65	3868	24	806409	82676	438360.9	0	19.507832	0.11036577	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.378	96.87	1.85	Gradient Boost (General Model)	0.89	471243	298.637080291971	3435465	0.64	3425	16	741541	122127	421126.3	0	17.877617	0.101142816	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.380	92.28	2.45	Gradient Boost (General Model)	0.917	2410658	321.789285714286	2940225	0.69	2800	3	2410658	383463	2033743.1	0	140.92763	0.79729956	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.386	98.78	3.11	Gradient Boost (General Model)	0.87	612209	364.14409221902	5655166	0.45	4511	15	1014853	260597	614380.7	0	84.97365	0.48073938	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.389	97.74	2.6	Gradient Boost (General Model)	0.858	366267	313.918357487923	4535465	0.59	4140	31	677695	72291	336409.5	0	40.47558	0.22899103	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.39	93.5	0.45	Gradient Boost (General Model)	0.816	271184	287.271223021583	1463319	0.43	1390	8	475484	90683	280643.9	0	7.1491156	0.0404462	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.391	97.97	3.39	Gradient Boost (General Model)	0.91	455236	303.313099041534	4986672	0.61	5008	20	857212	149288	470315.2	0	9.856469	0.05576308	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.393	99.87	2	Neural Network (Specific Model)	0.898	195498	309.510391198044	3375062	0.63	3272	22	332984	92246	204735	0	77.77038	0.43998677	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.397	91	1.04	Gradient Boost (General Model)	0.902	581919	298.445249597424	2460781	0.69	2484	9	671917	158689	496590.3	0	19.41911	0.10986383	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.398	93.9	0.23	Neural Network (Specific Model)	0.902	577645	294.219239373602	4794553	0.67	4917	14	805868	252719	565614.9	0	15.795119	0.08936106	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.40	92.81	1.32	Neural Network (Specific Model)	0.87	792183	282.744425385935	3398261	0.64	3498	6	1085462	434619	730052.1	0	15.49895	0.08768547	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.402	96.7	0.58	Gradient Boost (General Model)	0.861	922515	290.994217796338	3149675	0.65	3113	6	1084147	303391	835708	0	26.053734	0.14739928	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.404	92.18	0.61	Gradient Boost (General Model)	0.877	211980	340.025394045534	6623085	0.41	5710	48	668027	81912	278822.4	0	11.224965	0.06350537	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.41	97.86	0.14	Gradient Boost (General Model)	0.857	2084638	325.107421311002	3934318	0.59	3463	8	2084638	164014	1259455.2	0	12.290206	0.06953197	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.410	95.99	2.96	Gradient Boost (General Model)	0.862	970402	301.654374364191	4114822	0.61	3932	12	1161692	184858	720448.1	0	28.120998	0.15909486	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.411	97.45	0.42	Neural Network (Specific Model)	0.905	721732	322.853974654378	3707585	0.35	3472	10	1020214	229601	656454	0	204.01222	1.1542014	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.412	95.04	0.75	Gradient Boost (General Model)	0.892	481237	312.679037800687	3054742	0.71	2910	16	682486	92304	420144.9	0	35.198956	0.19913848	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.42	91.31	0.08	Gradient Boost (General Model)	0.886	135778	317.570104633782	3586760	0.61	3345	32	244000	67200	137870	0	9.826987	0.055596285	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.44	96.33	3	Gradient Boost (General Model)	0.882	467520	323.687924970692	4685441	0.73	4265	14	593244	260220	435384	0	79.0477	0.44721323	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.5	94.69	2.92	Gradient Boost (General Model)	0.847	269842	301.74405204461	5731261	0.71	5380	31	577509	103300	279722.2	0	35.847122	0.20280547	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.51	99.05	1.46	Gradient Boost (General Model)	0.855	199248	300.343685906827	3584973	0.52	3413	20	779307	116141	328425.3	0	34.711143	0.19637868	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.58	94.6	2.78	Gradient Boost (General Model)	0.901	1172691	291.659906396256	1243057	0.31	1282	3	1172691	1172691	1108302.3	0	16.840315	0.09527426	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.70	95.51	3.12	Gradient Boost (General Model)	0.902	3893770	339.301330248699	3893770	0.51	3458	1	3893770	3893770	3893770	0	26.855232	0.15193377	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.71	90.28	2.6	Gradient Boost (General Model)	0.865	71426	290.220913107511	2723042	0.46	2716	45	213451	29726	89320	0	27.871313	0.15768225	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.8	92.54	0.16	Gradient Boost (General Model)	0.879	238269	299.177687154093	3498367	0.66	3433	17	726573	98573	324781.9	0	44.536903	0.25196803	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.80	99.51	0.14	Neural Network (Specific Model)	0.884	1804127	332.306810519218	3335169	0.63	2966	3	1804127	617616	1340463.1	0	29.262117	0.16555075	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.83	97.35	0.15	Gradient Boost (General Model)	0.907	6060789	342.514541387025	7585094	0.72	6705	2	6060789	1524305	5149134.5	0	44.362934	0.2509838	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.86	99.6	0.98	Neural Network (Specific Model)	0.931	723317	361.6866689993	6640770	0.64	5716	16	1796810	231674	860859.4	0	19.948776	0.11286042	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.9	98	1.09	Gradient Boost (General Model)	0.889	2473491	375.663351857268	4324761	0.63	3419	4	2473491	438985	1829632	0	14.32913	0.08106721	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.93	97.8	4.59	Gradient Boost (General Model)	0.855	898127	261.263633530695	2933706	0.42	3209	5	1421008	373870	1021152.5	0	21.046648	0.11907165	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.94	94.43	2.5	Gradient Boost (General Model)	0.887	243655	299.562725740429	4190132	0.55	4153	25	648830	84411	296002.1	0	28.076677	0.15884411	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.1.97	96.09	2.89	Gradient Boost (General Model)	0.843	1554132	320.841866493843	1757361	0.4	1543	2	1554132	203229	1397907.6	0	16.905037	0.095640436	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.10	88.97	4.04	Gradient Boost (General Model)	0.872	126377	311.535579514825	3964347	0.39	3710	51	271865	41641	119480.8	0	10.687474	0.060464505	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.101	96.43	6.74	Gradient Boost (General Model)	0.864	1960506	313.098363187153	7007438	0.61	6476	7	2143347	436509	1718990.5	0	21.891743	0.123852775	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.103	57.54	8.59	Gradient Boost (General Model)	0.791	45866	196.658514895509	4969723	0.61	6747	139	184341	17881	54970.1	0	7.1835337	0.04064092	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.105	88.63	0.33	Gradient Boost (General Model)	0.91	2741295	285.029020143394	2741295	0.71	2929	1	2741295	2741295	2741295	0	14.141845	0.08000764	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.108	56.53	1.17	Gradient Boost (General Model)	0.826	29805	198.64512195122	587577	0.38	820	28	83514	8383	38002.4	0	3.785127	0.021414395	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.11	95.07	6.97	Gradient Boost (General Model)	0.864	1557651	294.237462918491	7190905	0.56	7079	7	3004263	851508	1882318.6	0	16.409456	0.09283667	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.113	94.41	0.6	Gradient Boost (General Model)	0.87	680946	307.780752212389	4790895	0.65	4520	10	1336281	221271	815935.8	0	62.182518	0.35179827	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.114	96.45	5.84	Gradient Boost (General Model)	0.904	624609	338.438596491228	5040000	0.62	4503	9	1059134	275642	702338.6	0	14.435895	0.08167123	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.12	72.75	1.92	Neural Network (Specific Model)	0.809	448312	212.64262560778	2890515	0.6	3702	18	541691	81434	323096.9	0	11.413425	0.06457158	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.121	93.37	8.94	Gradient Boost (General Model)	0.857	205887	307.694917701415	7435239	0.54	6926	55	377047	71726	207652.6	0	47.613625	0.2693746	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.123	92.98	7.69	Gradient Boost (General Model)	0.869	733075	282.38748564868	5069629	0.62	5226	11	1035357	308904	662448.3	0	11.932536	0.06750845	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.124	53.03	7.35	Gradient Boost (General Model)	0.808	27831	214.750577367206	5471225	0.69	6928	257	92943	11140	32643.1	0	5.7023873	0.03226132	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.126	87.32	0.25	Gradient Boost (General Model)	0.924	759695	307.801031925185	3090219	0.72	3101	6	915562	181583	669508.4	0	102.293915	0.5787289	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.127	85.37	4.13	Gradient Boost (General Model)	0.858	522803	275.59399507058	4278186	0.68	4463	17	1077592	112546	526336.2	0	12.385011	0.07006834	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.128	82.21	2.82	Gradient Boost (General Model)	0.888	377388	276.506033376123	3621792	0.64	3895	13	717083	120691	415031.3	0	9.306554	0.052651927	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.129	82.91	3.33	Neural Network (Specific Model)	0.822	516887	226.451503886448	2424790	0.51	2959	7	707558	309058	460702.9	0	23.905842	0.13524757	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.13	94.49	0.38	Gradient Boost (General Model)	0.902	311717	334.105007153076	3871200	0.39	3495	21	429288	102657	251954.1	0	31.347181	0.17734702	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.130	79.42	1.7	Gradient Boost (General Model)	0.904	428250	296.322751322751	2591711	0.68	2646	9	485510	147556	346731.3	0	13.0622	0.07389953	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.131	80.7	1.19	Gradient Boost (General Model)	0.848	153587	290.322766570605	5326568	0.67	5205	36	654450	83806	248933.6	0	12.36904	0.06997798	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.132	83.2	0.51	Gradient Boost (General Model)	0.836	303632	251.379194630872	1607599	0.43	1788	5	725509	222295	469280.1	0	23.516249	0.13304344	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.133	82.27	5.18	Gradient Boost (General Model)	0.828	92802	227.746078431373	2508170	0.54	3060	42	217264	29812	103494.6	0	6.309625	0.035696775	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.135	89.51	9.09	Gradient Boost (General Model)	0.852	383413	272.706811797753	5440486	0.6	5696	18	1178909	226601	550753.7	0	9.29197	0.052569423	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.136	62.47	0.53	Gradient Boost (General Model)	0.843	861083	258.17269984917	1214110	0.45	1326	2	861083	353027	713355.5	0	14.5577545	0.082360655	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.137	88.69	5.69	Gradient Boost (General Model)	0.878	1009101	282.855752816661	5630720	0.51	5858	9	2121703	220361	1188512.1	0	13.982788	0.07910778	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.139	88.96	0.71	Gradient Boost (General Model)	0.875	248045	275.427378467044	3153036	0.39	3353	21	503478	71864	254402.4	0	10.372838	0.058684446	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.14	84.32	1.76	Gradient Boost (General Model)	0.83	231170	273.146057915874	4645973	0.69	4731	25	540312	105369	269232.2	0	11.174712	0.06322105	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.140	58.7	4.94	Gradient Boost (General Model)	0.85	1488514	247.988208444275	2290522	0.47	2629	3	1488514	646343	1160287.8	0	11.60909	0.06567855	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.141	86.12	1.16	Gradient Boost (General Model)	0.892	209934	277.779403489026	3307168	0.72	3554	18	678299	93849	339514.8	0	220.38469	1.2468287	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.142	90.31	0.54	Gradient Boost (General Model)	0.871	444742	311.356221198157	4642350	0.35	4340	12	900082	227532	521403.2	0	14.614032	0.08267904	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.143	82.34	1.5	Gradient Boost (General Model)	0.872	651616	294.107285429142	4041547	0.69	4008	9	1052001	257529	656428.8	0	11.887468	0.067253485	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.144	89.45	4.39	Gradient Boost (General Model)	0.881	145774	321.917081619398	5047124	0.7	4619	51	363448	46724	171243.3	0	9.371196	0.05301764	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.145	74.79	1.47	Gradient Boost (General Model)	0.87	297440	289.563499836761	3046365	0.71	3063	14	567700	118286	352258.2	0	9.247385	0.05231718	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.146	71.41	6.09	Gradient Boost (General Model)	0.818	145828	249.759715380405	4993749	0.71	5481	41	335600	62588	165466.4	0	12.530809	0.07089319	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.149	85.77	3.34	Gradient Boost (General Model)	0.826	149996	263.965786637931	3545648	0.65	3712	29	432619	65570	221930.6	0	31.114485	0.17603053	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.15	70.13	2.65	Gradient Boost (General Model)	0.812	49859	242.355940023068	3855176	0.67	4335	105	163263	18503	59383.1	0	5.754833	0.032558035	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.150	54.35	0.44	Neural Network (Specific Model)	0.779	68907	159.615173674589	1985208	0.48	3282	36	176998	30469	81192.2	0	7.1620216	0.040519215	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.151	81	2.72	Gradient Boost (General Model)	0.849	245089	299.777132486388	2911133	0.6	2755	17	510725	115880	274832.1	0	11.850558	0.06704466	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.152	80.69	0.08	Gradient Boost (General Model)	0.864	355461	279.472499195883	3003981	0.67	3109	11	672596	133468	375561.3	0	14.182067	0.0802352	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.153	96.54	0.98	Neural Network (Specific Model)	0.877	440710	340.916875941738	4637652	0.57	3982	17	1073892	153631	517467.5	0	35.958824	0.20343743	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.155	74.01	2.79	Gradient Boost (General Model)	0.869	39260	251.945883262466	2235959	0.61	2587	69	76552	17160	42829.5	0	7.0615444	0.039950766	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
MFD02416_80.bin.2.156	82.62	3.67	Gradient Boost (General Model)	0.847	62066	258.433958244568	4274554	0.64	4694	115	189876	17041	73538.7	0	7.7674828	0.04394462	MFD02416_80	Nanopore-simplex	1.0.2	2024-08-13
