bin	longshot_var
MFD02416_60.bin.2.127	7762
MFD02416_60.bin.2.129	59463
MFD02416_60.bin.2.131	34614
MFD02416_60.bin.2.132	4201
MFD02416_60.bin.2.133	20588
MFD02416_60.bin.2.134	43628
MFD02416_60.bin.2.135	78269
MFD02416_60.bin.2.137	15992
MFD02416_60.bin.2.138	68394
MFD02416_60.bin.2.14	29200
MFD02416_60.bin.2.141	11213
MFD02416_60.bin.2.142	16836
MFD02416_60.bin.2.144	21224
MFD02416_60.bin.2.145	21942
MFD02416_60.bin.2.147	12565
MFD02416_60.bin.2.148	16019
MFD02416_60.bin.2.15	43290
MFD02416_60.bin.2.152	18526
MFD02416_60.bin.2.153	13305
MFD02416_60.bin.2.154	72337
MFD02416_60.bin.2.155	24893
MFD02416_60.bin.2.156	23035
MFD02416_60.bin.2.157	68742
MFD02416_60.bin.2.159	16808
MFD02416_60.bin.2.16	56088
MFD02416_60.bin.2.160	30572
MFD02416_60.bin.2.161	9247
MFD02416_60.bin.2.162	5961
MFD02416_60.bin.2.165	19327
MFD02416_60.bin.2.166	2615
MFD02416_60.bin.2.168	6873
MFD02416_60.bin.2.17	5822
MFD02416_60.bin.2.170	60085
MFD02416_60.bin.2.171	30842
MFD02416_60.bin.2.172	23536
MFD02416_60.bin.2.173	28152
MFD02416_60.bin.2.174	92845
MFD02416_60.bin.2.175	9786
MFD02416_60.bin.2.18	5225
MFD02416_60.bin.2.180	45423
MFD02416_60.bin.2.181	46061
MFD02416_60.bin.2.182	22001
MFD02416_60.bin.2.184	41116
MFD02416_60.bin.2.185	6672
MFD02416_60.bin.2.186	10781
MFD02416_60.bin.2.188	59361
MFD02416_60.bin.2.189	18803
MFD02416_60.bin.2.190	27345
MFD02416_60.bin.2.192	39847
MFD02416_60.bin.2.194	23570
MFD02416_60.bin.2.195	18392
MFD02416_60.bin.2.196	7247
MFD02416_60.bin.2.197	6215
MFD02416_60.bin.2.199	66138
MFD02416_60.bin.2.20	9989
MFD02416_60.bin.2.201	32348
MFD02416_60.bin.2.203	14121
MFD02416_60.bin.2.204	77535
MFD02416_60.bin.2.205	34794
MFD02416_60.bin.2.206	29039
MFD02416_60.bin.2.209	15876
MFD02416_60.bin.2.21	74848
MFD02416_60.bin.2.210	30055
MFD02416_60.bin.2.212	6754
MFD02416_60.bin.2.213	30064
MFD02416_60.bin.2.215	8452
MFD02416_60.bin.2.216	44663
MFD02416_60.bin.2.218	55520
MFD02416_60.bin.2.219	34452
MFD02416_60.bin.2.22	49550
MFD02416_60.bin.2.220	26005
MFD02416_60.bin.2.221	47199
MFD02416_60.bin.2.222	20460
MFD02416_60.bin.2.223	26818
MFD02416_60.bin.2.224	6070
MFD02416_60.bin.2.225	5087
MFD02416_60.bin.2.226	31356
MFD02416_60.bin.2.229	88854
MFD02416_60.bin.2.23	46237
MFD02416_60.bin.2.231	37869
MFD02416_60.bin.2.233	35478
MFD02416_60.bin.2.235	2122
MFD02416_60.bin.2.236	6162
MFD02416_60.bin.2.237	70704
MFD02416_60.bin.2.239	4665
MFD02416_60.bin.2.241	31255
MFD02416_60.bin.2.242	13320
MFD02416_60.bin.2.243	26867
MFD02416_60.bin.2.25	23444
MFD02416_60.bin.2.26	13869
MFD02416_60.bin.2.3	731
MFD02416_60.bin.2.30	13530
MFD02416_60.bin.2.31	48058
MFD02416_60.bin.2.32	57322
MFD02416_60.bin.2.34	43847
MFD02416_60.bin.2.35	35900
MFD02416_60.bin.2.36	43982
MFD02416_60.bin.2.37	51255
MFD02416_60.bin.2.39	17475
MFD02416_60.bin.2.4	19698
MFD02416_60.bin.2.41	74244
MFD02416_60.bin.2.43	480
MFD02416_60.bin.2.46	15932
MFD02416_60.bin.2.48	81580
MFD02416_60.bin.2.49	2530
MFD02416_60.bin.2.5	38343
MFD02416_60.bin.2.50	1355
MFD02416_60.bin.2.51	11189
MFD02416_60.bin.2.53	22092
MFD02416_60.bin.2.54	9373
MFD02416_60.bin.2.56	105644
MFD02416_60.bin.2.58	57533
MFD02416_60.bin.2.59	4630
MFD02416_60.bin.2.61	24395
MFD02416_60.bin.2.62	14601
MFD02416_60.bin.2.63	76174
MFD02416_60.bin.2.64	15921
MFD02416_60.bin.2.66	32556
MFD02416_60.bin.2.67	27368
MFD02416_60.bin.2.68	7328
MFD02416_60.bin.2.69	50949
MFD02416_60.bin.2.7	36328
MFD02416_60.bin.2.70	10519
MFD02416_60.bin.2.71	27599
MFD02416_60.bin.2.72	48534
MFD02416_60.bin.2.77	382
MFD02416_60.bin.2.80	54729
MFD02416_60.bin.2.82	12183
MFD02416_60.bin.2.83	13269
MFD02416_60.bin.2.86	89342
MFD02416_60.bin.2.9	22789
MFD02416_60.bin.2.90	53634
MFD02416_60.bin.2.93	65712
MFD02416_60.bin.2.96	8868
MFD02416_60.bin.2.99	19778
MFD02416_60.bin.3.122	60263
MFD02416_60.bin.3.124	42261
MFD02416_60.bin.3.125	45116
MFD02416_60.bin.3.157	31521
MFD02416_60.bin.3.171	54223
MFD02416_60.bin.3.176	5981
MFD02416_60.bin.3.185	2222
MFD02416_60.bin.3.194	38798
MFD02416_60.bin.3.211	13715
MFD02416_60.bin.3.213	10937
MFD02416_60.bin.3.228	47687
MFD02416_60.bin.3.236	6149
MFD02416_60.bin.3.273	44513
MFD02416_60.bin.3.285	28535
MFD02416_60.bin.3.30	90549
MFD02416_60.bin.3.303	45234
MFD02416_60.bin.3.308	29256
MFD02416_60.bin.3.316	12349
MFD02416_60.bin.3.331	51910
MFD02416_60.bin.3.332	1107
MFD02416_60.bin.3.344	32467
MFD02416_60.bin.3.347	14369
MFD02416_60.bin.3.349	41167
MFD02416_60.bin.3.383	17365
MFD02416_60.bin.3.384	18790
MFD02416_60.bin.3.396	16701
MFD02416_60.bin.3.40	16838
MFD02416_60.bin.3.407	31208
MFD02416_60.bin.3.408	13794
MFD02416_60.bin.3.446	52120
MFD02416_60.bin.3.460	16040
MFD02416_60.bin.3.466	82721
MFD02416_60.bin.3.482	33942
MFD02416_60.bin.3.505	3935
MFD02416_60.bin.3.51	6671
MFD02416_60.bin.3.52	9172
MFD02416_60.bin.3.53	15055
MFD02416_60.bin.3.579	5000
MFD02416_60.bin.3.596	3442
MFD02416_60.bin.3.600	3131
MFD02416_60.bin.3.638	18358
MFD02416_60.bin.3.645	40899
MFD02416_60.bin.3.69	37100
MFD02416_60.bin.3.77	55248
MFD02416_60.bin.3.92	37365
MFD02416_60.bin.3.95	20008
MFD02416_60.bin.4.232	200
MFD02416_60.bin.4.353	96983
MFD02416_60.bin.4.365	47065
MFD02416_60.bin.4.404	17004
MFD02416_60.bin.4.435	17555
MFD02416_60.bin.4.44	38308
MFD02416_60.bin.4.67	58256
MFD02416_60.bin.c.1	10823
MFD02416_60.bin.c.10	6185
MFD02416_60.bin.c.4	39683
MFD02416_60.bin.c.5	2275
MFD02416_60.bin.c.6	10522
MFD02416_60.bin.c.7	818
MFD02416_60.bin.c.8	409
MFD02416_60.bin.c.9	1663
MFD02416_80.bin.1.101	11520
MFD02416_80.bin.1.107	8110
MFD02416_80.bin.1.108	16242
MFD02416_80.bin.1.11	39946
MFD02416_80.bin.1.114	50816
MFD02416_80.bin.1.118	32682
MFD02416_80.bin.1.119	13245
MFD02416_80.bin.1.12	35607
MFD02416_80.bin.1.122	4864
MFD02416_80.bin.1.124	20677
MFD02416_80.bin.1.126	17529
MFD02416_80.bin.1.129	35628
MFD02416_80.bin.1.130	40642
MFD02416_80.bin.1.132	2054
MFD02416_80.bin.1.133	57935
MFD02416_80.bin.1.14	19799
MFD02416_80.bin.1.144	21642
MFD02416_80.bin.1.146	17711
MFD02416_80.bin.1.15	13017
MFD02416_80.bin.1.151	10358
MFD02416_80.bin.1.155	25442
MFD02416_80.bin.1.156	27929
MFD02416_80.bin.1.164	4531
MFD02416_80.bin.1.167	78087
MFD02416_80.bin.1.168	9855
MFD02416_80.bin.1.17	5000
MFD02416_80.bin.1.175	16443
MFD02416_80.bin.1.178	27068
MFD02416_80.bin.1.18	9062
MFD02416_80.bin.1.181	13225
MFD02416_80.bin.1.196	9361
MFD02416_80.bin.1.20	13332
MFD02416_80.bin.1.201	17288
MFD02416_80.bin.1.204	22531
MFD02416_80.bin.1.216	2037
MFD02416_80.bin.1.221	16687
MFD02416_80.bin.1.23	16891
MFD02416_80.bin.1.241	10637
MFD02416_80.bin.1.245	10759
MFD02416_80.bin.1.247	3749
MFD02416_80.bin.1.249	7003
MFD02416_80.bin.1.25	39522
MFD02416_80.bin.1.251	42593
MFD02416_80.bin.1.253	5691
MFD02416_80.bin.1.254	4578
MFD02416_80.bin.1.259	256
MFD02416_80.bin.1.261	7963
MFD02416_80.bin.1.264	32615
MFD02416_80.bin.1.268	7811
MFD02416_80.bin.1.27	5766
MFD02416_80.bin.1.270	7017
MFD02416_80.bin.1.271	41077
MFD02416_80.bin.1.273	5466
MFD02416_80.bin.1.274	20266
MFD02416_80.bin.1.276	8402
MFD02416_80.bin.1.278	35427
MFD02416_80.bin.1.279	16286
MFD02416_80.bin.1.28	11757
MFD02416_80.bin.1.280	68644
MFD02416_80.bin.1.281	12486
MFD02416_80.bin.1.282	47578
MFD02416_80.bin.1.283	9118
MFD02416_80.bin.1.284	3679
MFD02416_80.bin.1.285	8690
MFD02416_80.bin.1.287	14669
MFD02416_80.bin.1.289	6906
MFD02416_80.bin.1.290	67837
MFD02416_80.bin.1.292	30493
MFD02416_80.bin.1.293	13324
MFD02416_80.bin.1.30	18210
MFD02416_80.bin.1.308	14342
MFD02416_80.bin.1.31	16678
MFD02416_80.bin.1.310	8901
MFD02416_80.bin.1.311	30422
MFD02416_80.bin.1.314	4798
MFD02416_80.bin.1.316	176
MFD02416_80.bin.1.318	12606
MFD02416_80.bin.1.32	2795
MFD02416_80.bin.1.329	26468
MFD02416_80.bin.1.330	22377
MFD02416_80.bin.1.333	4917
MFD02416_80.bin.1.335	16027
MFD02416_80.bin.1.336	4225
MFD02416_80.bin.1.340	10274
MFD02416_80.bin.1.343	13259
MFD02416_80.bin.1.346	9737
MFD02416_80.bin.1.349	21262
MFD02416_80.bin.1.350	1658
MFD02416_80.bin.1.353	13665
MFD02416_80.bin.1.360	15852
MFD02416_80.bin.1.363	32661
MFD02416_80.bin.1.364	10133
MFD02416_80.bin.1.366	9693
MFD02416_80.bin.1.369	13233
MFD02416_80.bin.1.371	37212
MFD02416_80.bin.1.372	12256
MFD02416_80.bin.1.377	30636
MFD02416_80.bin.1.378	49666
MFD02416_80.bin.1.380	431
MFD02416_80.bin.1.386	22095
MFD02416_80.bin.1.389	16364
MFD02416_80.bin.1.39	38
MFD02416_80.bin.1.391	35740
MFD02416_80.bin.1.393	14082
MFD02416_80.bin.1.397	19113
MFD02416_80.bin.1.398	48969
MFD02416_80.bin.1.40	24856
MFD02416_80.bin.1.402	35317
MFD02416_80.bin.1.404	20524
MFD02416_80.bin.1.41	15395
MFD02416_80.bin.1.410	36378
MFD02416_80.bin.1.411	9446
MFD02416_80.bin.1.412	17403
MFD02416_80.bin.1.42	18399
MFD02416_80.bin.1.44	13540
MFD02416_80.bin.1.5	34931
MFD02416_80.bin.1.51	30876
MFD02416_80.bin.1.58	6462
MFD02416_80.bin.1.70	5467
MFD02416_80.bin.1.71	17326
MFD02416_80.bin.1.8	29357
MFD02416_80.bin.1.80	21316
MFD02416_80.bin.1.83	7057
MFD02416_80.bin.1.86	70502
MFD02416_80.bin.1.9	2250
MFD02416_80.bin.1.93	18052
MFD02416_80.bin.1.94	30725
MFD02416_80.bin.1.97	4940
MFD02416_80.bin.2.10	57338
MFD02416_80.bin.2.101	45580
MFD02416_80.bin.2.103	48009
MFD02416_80.bin.2.105	30880
MFD02416_80.bin.2.108	0
MFD02416_80.bin.2.11	59840
MFD02416_80.bin.2.113	30358
MFD02416_80.bin.2.114	69166
MFD02416_80.bin.2.12	39116
MFD02416_80.bin.2.121	42733
MFD02416_80.bin.2.123	40751
MFD02416_80.bin.2.124	35634
MFD02416_80.bin.2.126	11328
MFD02416_80.bin.2.127	37924
MFD02416_80.bin.2.128	12762
MFD02416_80.bin.2.129	24144
MFD02416_80.bin.2.13	26824
MFD02416_80.bin.2.130	9581
MFD02416_80.bin.2.131	19761
MFD02416_80.bin.2.132	16110
MFD02416_80.bin.2.133	3746
MFD02416_80.bin.2.135	14172
MFD02416_80.bin.2.136	8080
MFD02416_80.bin.2.137	31520
MFD02416_80.bin.2.139	45498
MFD02416_80.bin.2.14	81578
MFD02416_80.bin.2.140	4634
MFD02416_80.bin.2.141	6079
MFD02416_80.bin.2.142	56482
MFD02416_80.bin.2.143	20210
MFD02416_80.bin.2.144	22627
MFD02416_80.bin.2.145	23901
MFD02416_80.bin.2.146	62251
MFD02416_80.bin.2.149	19242
MFD02416_80.bin.2.15	8827
MFD02416_80.bin.2.150	5069
MFD02416_80.bin.2.151	20329
MFD02416_80.bin.2.152	50344
MFD02416_80.bin.2.153	15752
MFD02416_80.bin.2.155	6827
MFD02416_80.bin.2.156	29620
MFD02416_80.bin.2.158	12886
MFD02416_80.bin.2.159	36070
MFD02416_80.bin.2.160	52574
MFD02416_80.bin.2.161	12886
MFD02416_80.bin.2.162	15943
MFD02416_80.bin.2.163	31832
MFD02416_80.bin.2.165	3781
MFD02416_80.bin.2.166	12898
MFD02416_80.bin.2.167	7051
MFD02416_80.bin.2.168	14454
MFD02416_80.bin.2.169	751
MFD02416_80.bin.2.170	41972
MFD02416_80.bin.2.173	5324
MFD02416_80.bin.2.177	79403
MFD02416_80.bin.2.178	4848
MFD02416_80.bin.2.179	22440
MFD02416_80.bin.2.18	5364
MFD02416_80.bin.2.182	33373
MFD02416_80.bin.2.185	56619
MFD02416_80.bin.2.186	20035
MFD02416_80.bin.2.187	6494
MFD02416_80.bin.2.189	57027
MFD02416_80.bin.2.19	13582
MFD02416_80.bin.2.190	35111
MFD02416_80.bin.2.192	30359
MFD02416_80.bin.2.193	24937
MFD02416_80.bin.2.195	34157
MFD02416_80.bin.2.196	8429
MFD02416_80.bin.2.197	56188
MFD02416_80.bin.2.198	17071
MFD02416_80.bin.2.2	22061
MFD02416_80.bin.2.201	11504
MFD02416_80.bin.2.203	10333
MFD02416_80.bin.2.204	5706
MFD02416_80.bin.2.205	23970
MFD02416_80.bin.2.206	25192
MFD02416_80.bin.2.207	36780
MFD02416_80.bin.2.208	8980
MFD02416_80.bin.2.209	9472
MFD02416_80.bin.2.21	68881
MFD02416_80.bin.2.211	90645
MFD02416_80.bin.2.213	25002
MFD02416_80.bin.2.215	37344
MFD02416_80.bin.2.216	37848
MFD02416_80.bin.2.22	9828
MFD02416_80.bin.2.222	14454
MFD02416_80.bin.2.224	21330
MFD02416_80.bin.2.225	67012
MFD02416_80.bin.2.228	24300
MFD02416_80.bin.2.23	42774
MFD02416_80.bin.2.231	24437
MFD02416_80.bin.2.232	7017
MFD02416_80.bin.2.234	21529
MFD02416_80.bin.2.236	3965
MFD02416_80.bin.2.239	7869
MFD02416_80.bin.2.24	13512
MFD02416_80.bin.2.240	19182
MFD02416_80.bin.2.241	1988
MFD02416_80.bin.2.242	55
MFD02416_80.bin.2.243	72224
MFD02416_80.bin.2.244	45720
MFD02416_80.bin.2.245	42890
MFD02416_80.bin.2.246	21005
MFD02416_80.bin.2.247	11807
MFD02416_80.bin.2.248	13619
MFD02416_80.bin.2.249	45452
MFD02416_80.bin.2.25	23118
MFD02416_80.bin.2.252	26039
MFD02416_80.bin.2.253	23990
MFD02416_80.bin.2.258	46591
MFD02416_80.bin.2.26	22841
MFD02416_80.bin.2.261	22020
MFD02416_80.bin.2.265	15056
MFD02416_80.bin.2.267	33686
MFD02416_80.bin.2.268	18040
MFD02416_80.bin.2.269	13976
MFD02416_80.bin.2.27	33176
MFD02416_80.bin.2.270	10100
MFD02416_80.bin.2.271	45679
MFD02416_80.bin.2.272	57428
MFD02416_80.bin.2.273	17921
MFD02416_80.bin.2.274	6633
MFD02416_80.bin.2.276	5878
MFD02416_80.bin.2.278	4603
MFD02416_80.bin.2.279	37807
MFD02416_80.bin.2.28	36715
MFD02416_80.bin.2.280	12400
MFD02416_80.bin.2.29	80635
MFD02416_80.bin.2.3	33319
MFD02416_80.bin.2.30	14745
MFD02416_80.bin.2.32	70821
MFD02416_80.bin.2.33	11916
MFD02416_80.bin.2.34	13311
MFD02416_80.bin.2.36	19821
MFD02416_80.bin.2.39	26099
MFD02416_80.bin.2.4	14242
MFD02416_80.bin.2.40	39095
MFD02416_80.bin.2.42	50639
MFD02416_80.bin.2.43	12295
MFD02416_80.bin.2.45	29365
MFD02416_80.bin.2.47	69191
MFD02416_80.bin.2.49	65813
MFD02416_80.bin.2.5	8653
MFD02416_80.bin.2.51	281
MFD02416_80.bin.2.52	61408
MFD02416_80.bin.2.53	10996
MFD02416_80.bin.2.54	1748
MFD02416_80.bin.2.55	61407
MFD02416_80.bin.2.57	36788
MFD02416_80.bin.2.58	17090
MFD02416_80.bin.2.59	34480
MFD02416_80.bin.2.6	24525
MFD02416_80.bin.2.60	37701
MFD02416_80.bin.2.63	58247
MFD02416_80.bin.2.64	60576
MFD02416_80.bin.2.65	293
MFD02416_80.bin.2.66	61363
MFD02416_80.bin.2.67	4300
MFD02416_80.bin.2.68	47009
MFD02416_80.bin.2.70	45750
MFD02416_80.bin.2.71	19571
MFD02416_80.bin.2.72	54071
MFD02416_80.bin.2.73	8573
MFD02416_80.bin.2.76	11381
MFD02416_80.bin.2.78	22538
MFD02416_80.bin.2.79	47712
MFD02416_80.bin.2.80	41620
MFD02416_80.bin.2.81	1431
MFD02416_80.bin.2.82	75668
MFD02416_80.bin.2.83	7892
MFD02416_80.bin.2.84	14957
MFD02416_80.bin.2.85	70420
MFD02416_80.bin.2.86	39684
MFD02416_80.bin.2.87	16867
MFD02416_80.bin.2.88	26504
MFD02416_80.bin.2.90	346
MFD02416_80.bin.2.93	70566
MFD02416_80.bin.2.97	5455
MFD02416_80.bin.2.98	63550
MFD02416_80.bin.3.100	59478
MFD02416_80.bin.3.117	21643
MFD02416_80.bin.3.126	25689
MFD02416_80.bin.3.128	55397
MFD02416_80.bin.3.16	25377
MFD02416_80.bin.3.167	777
MFD02416_80.bin.3.168	22388
MFD02416_80.bin.3.176	36717
MFD02416_80.bin.3.207	17219
MFD02416_80.bin.3.210	31210
MFD02416_80.bin.3.218	62477
MFD02416_80.bin.3.221	56813
MFD02416_80.bin.3.226	3969
MFD02416_80.bin.3.232	25730
MFD02416_80.bin.3.233	24847
MFD02416_80.bin.3.236	1311
MFD02416_80.bin.3.251	20932
MFD02416_80.bin.3.255	3610
MFD02416_80.bin.3.277	54862
MFD02416_80.bin.3.291	26269
MFD02416_80.bin.3.298	57576
MFD02416_80.bin.3.314	36903
MFD02416_80.bin.3.332	15086
MFD02416_80.bin.3.339	18084
MFD02416_80.bin.3.34	1533
MFD02416_80.bin.3.36	2396
MFD02416_80.bin.3.368	6898
MFD02416_80.bin.3.379	30409
MFD02416_80.bin.3.381	1029
MFD02416_80.bin.3.398	61114
MFD02416_80.bin.3.405	14618
MFD02416_80.bin.3.424	2851
MFD02416_80.bin.3.437	22777
MFD02416_80.bin.3.440	19159
MFD02416_80.bin.3.449	9821
MFD02416_80.bin.3.463	105203
MFD02416_80.bin.3.499	39638
MFD02416_80.bin.3.50	46736
MFD02416_80.bin.3.500	12738
MFD02416_80.bin.3.514	14881
MFD02416_80.bin.3.525	17476
MFD02416_80.bin.3.564	34995
MFD02416_80.bin.3.568	20059
MFD02416_80.bin.3.583	3974
MFD02416_80.bin.3.59	14568
MFD02416_80.bin.3.590	31393
MFD02416_80.bin.3.616	65
MFD02416_80.bin.3.628	28222
MFD02416_80.bin.3.640	5954
MFD02416_80.bin.3.678	905
MFD02416_80.bin.3.694	35941
MFD02416_80.bin.3.723	11435
MFD02416_80.bin.3.77	19659
MFD02416_80.bin.3.81	29690
MFD02416_80.bin.3.86	21684
MFD02416_80.bin.4.166	4301
MFD02416_80.bin.4.186	33354
MFD02416_80.bin.4.329	29348
MFD02416_80.bin.4.375	13652
MFD02416_80.bin.4.376	20015
MFD02416_80.bin.4.468	9795
MFD02416_80.bin.4.5	17407
MFD02416_80.bin.4.501	14767
MFD02416_80.bin.4.526	33904
MFD02416_80.bin.4.573	13463
MFD02416_80.bin.4.597	16763
MFD02416_80.bin.4.619	25295
MFD02416_80.bin.4.95	1160
MFD02416_80.bin.c.1	1455
MFD02416_80.bin.c.4	1298
MFD02416_80.bin.c.5	407
MFD02416_80.bin.c.6	960
MFD02416_80.bin.c.8	358
MFD02416_80.bin.c.9	1913
MFD05176_100.bin.1.101	25725
MFD05176_100.bin.1.13	42749
MFD05176_100.bin.1.130	7778
MFD05176_100.bin.1.159	20867
MFD05176_100.bin.1.169	6340
MFD05176_100.bin.1.187	79792
MFD05176_100.bin.1.225	33123
MFD05176_100.bin.1.24	65612
MFD05176_100.bin.1.248	14316
MFD05176_100.bin.1.52	42092
MFD05176_100.bin.1.61	21856
MFD05176_100.bin.1.62	62823
MFD05176_100.bin.2.104	87074
MFD05176_100.bin.2.107	55229
MFD05176_100.bin.2.11	75513
MFD05176_100.bin.2.111	91989
MFD05176_100.bin.2.113	45370
MFD05176_100.bin.2.114	57067
MFD05176_100.bin.2.115	37968
MFD05176_100.bin.2.116	16265
MFD05176_100.bin.2.117	40523
MFD05176_100.bin.2.118	96378
MFD05176_100.bin.2.120	81477
MFD05176_100.bin.2.121	73436
MFD05176_100.bin.2.122	8111
MFD05176_100.bin.2.123	58440
MFD05176_100.bin.2.124	51154
MFD05176_100.bin.2.125	37006
MFD05176_100.bin.2.126	92400
MFD05176_100.bin.2.127	36452
MFD05176_100.bin.2.129	56676
MFD05176_100.bin.2.130	44259
MFD05176_100.bin.2.132	90342
MFD05176_100.bin.2.133	64110
MFD05176_100.bin.2.134	54600
MFD05176_100.bin.2.136	40508
MFD05176_100.bin.2.137	18897
MFD05176_100.bin.2.138	30795
MFD05176_100.bin.2.139	52686
MFD05176_100.bin.2.140	140511
MFD05176_100.bin.2.141	60830
MFD05176_100.bin.2.143	88512
MFD05176_100.bin.2.145	16970
MFD05176_100.bin.2.147	46470
MFD05176_100.bin.2.148	25796
MFD05176_100.bin.2.149	55769
MFD05176_100.bin.2.150	31593
MFD05176_100.bin.2.151	63678
MFD05176_100.bin.2.153	49645
MFD05176_100.bin.2.156	32755
MFD05176_100.bin.2.158	27595
MFD05176_100.bin.2.16	45639
MFD05176_100.bin.2.162	52146
MFD05176_100.bin.2.165	14665
MFD05176_100.bin.2.166	37527
MFD05176_100.bin.2.167	37262
MFD05176_100.bin.2.17	54939
MFD05176_100.bin.2.170	65165
MFD05176_100.bin.2.172	30366
MFD05176_100.bin.2.173	34658
MFD05176_100.bin.2.174	8356
MFD05176_100.bin.2.175	46114
MFD05176_100.bin.2.176	47435
MFD05176_100.bin.2.18	34258
MFD05176_100.bin.2.183	87494
MFD05176_100.bin.2.184	82565
MFD05176_100.bin.2.185	33905
MFD05176_100.bin.2.187	104816
MFD05176_100.bin.2.189	37506
MFD05176_100.bin.2.190	45138
MFD05176_100.bin.2.191	70797
MFD05176_100.bin.2.193	77011
MFD05176_100.bin.2.195	9460
MFD05176_100.bin.2.196	26221
MFD05176_100.bin.2.197	10162
MFD05176_100.bin.2.198	16379
MFD05176_100.bin.2.199	18579
MFD05176_100.bin.2.201	48710
MFD05176_100.bin.2.202	36811
MFD05176_100.bin.2.204	51672
MFD05176_100.bin.2.206	90338
MFD05176_100.bin.2.207	50388
MFD05176_100.bin.2.208	45219
MFD05176_100.bin.2.210	39282
MFD05176_100.bin.2.211	86438
MFD05176_100.bin.2.212	64115
MFD05176_100.bin.2.214	87814
MFD05176_100.bin.2.219	68695
MFD05176_100.bin.2.220	27409
MFD05176_100.bin.2.221	28861
MFD05176_100.bin.2.222	47585
MFD05176_100.bin.2.223	3449
MFD05176_100.bin.2.224	18127
MFD05176_100.bin.2.226	98948
MFD05176_100.bin.2.227	18884
MFD05176_100.bin.2.228	74708
MFD05176_100.bin.2.229	3397
MFD05176_100.bin.2.23	31140
MFD05176_100.bin.2.230	27419
MFD05176_100.bin.2.233	152267
MFD05176_100.bin.2.236	7422
MFD05176_100.bin.2.238	24982
MFD05176_100.bin.2.239	33980
MFD05176_100.bin.2.240	55622
MFD05176_100.bin.2.241	47973
MFD05176_100.bin.2.243	5244
MFD05176_100.bin.2.244	47674
MFD05176_100.bin.2.245	32007
MFD05176_100.bin.2.248	44483
MFD05176_100.bin.2.25	39323
MFD05176_100.bin.2.252	69583
MFD05176_100.bin.2.254	14146
MFD05176_100.bin.2.256	82927
MFD05176_100.bin.2.257	14353
MFD05176_100.bin.2.26	14897
MFD05176_100.bin.2.260	21722
MFD05176_100.bin.2.30	15213
MFD05176_100.bin.2.31	70243
MFD05176_100.bin.2.33	27383
MFD05176_100.bin.2.35	107040
MFD05176_100.bin.2.37	10246
MFD05176_100.bin.2.38	12108
MFD05176_100.bin.2.39	70952
MFD05176_100.bin.2.4	45380
MFD05176_100.bin.2.45	7134
MFD05176_100.bin.2.46	73144
MFD05176_100.bin.2.48	5971
MFD05176_100.bin.2.49	24238
MFD05176_100.bin.2.56	53922
MFD05176_100.bin.2.57	50763
MFD05176_100.bin.2.58	3279
MFD05176_100.bin.2.59	29344
MFD05176_100.bin.2.64	64813
MFD05176_100.bin.2.67	40451
MFD05176_100.bin.2.68	39062
MFD05176_100.bin.2.69	62523
MFD05176_100.bin.2.7	17568
MFD05176_100.bin.2.70	32471
MFD05176_100.bin.2.79	31798
MFD05176_100.bin.2.86	38351
MFD05176_100.bin.2.87	47541
MFD05176_100.bin.2.9	12168
MFD05176_100.bin.2.92	20556
MFD05176_100.bin.2.95	17199
MFD05176_100.bin.3.1005	104375
MFD05176_100.bin.3.1006	91282
MFD05176_100.bin.3.1011	45774
MFD05176_100.bin.3.1015	82388
MFD05176_100.bin.3.1016	721
MFD05176_100.bin.3.1041	185398
MFD05176_100.bin.3.1046	66411
MFD05176_100.bin.3.1055	121603
MFD05176_100.bin.3.1069	64829
MFD05176_100.bin.3.1085	23877
MFD05176_100.bin.3.1090	15313
MFD05176_100.bin.3.1091	41758
MFD05176_100.bin.3.1132	10236
MFD05176_100.bin.3.1147	42976
MFD05176_100.bin.3.1162	11714
MFD05176_100.bin.3.1163	7287
MFD05176_100.bin.3.1172	17906
MFD05176_100.bin.3.118	32551
MFD05176_100.bin.3.1200	3347
MFD05176_100.bin.3.1204	181447
MFD05176_100.bin.3.1231	52873
MFD05176_100.bin.3.1268	74403
MFD05176_100.bin.3.1284	127804
MFD05176_100.bin.3.1293	23562
MFD05176_100.bin.3.14	54421
MFD05176_100.bin.3.142	36238
MFD05176_100.bin.3.161	39550
MFD05176_100.bin.3.18	45463
MFD05176_100.bin.3.23	49257
MFD05176_100.bin.3.286	50460
MFD05176_100.bin.3.336	107919
MFD05176_100.bin.3.338	33147
MFD05176_100.bin.3.340	78220
MFD05176_100.bin.3.377	31066
MFD05176_100.bin.3.432	19453
MFD05176_100.bin.3.439	63990
MFD05176_100.bin.3.456	45791
MFD05176_100.bin.3.513	46332
MFD05176_100.bin.3.514	36562
MFD05176_100.bin.3.52	26118
MFD05176_100.bin.3.529	29121
MFD05176_100.bin.3.550	170883
MFD05176_100.bin.3.570	83356
MFD05176_100.bin.3.576	78482
MFD05176_100.bin.3.628	53153
MFD05176_100.bin.3.639	12207
MFD05176_100.bin.3.666	58857
MFD05176_100.bin.3.717	52318
MFD05176_100.bin.3.769	91488
MFD05176_100.bin.3.790	82556
MFD05176_100.bin.3.791	21522
MFD05176_100.bin.3.816	53609
MFD05176_100.bin.3.827	26697
MFD05176_100.bin.3.833	49610
MFD05176_100.bin.3.837	35178
