bin	Coding_Density	MAG_status
MFD06742.bin.4.49	0.872	MQ
MFD07386.bin.2.1	0.877	MQ
MFD07386.bin.2.16	0.809	MQ
MFD07386.bin.2.19	0.842	MQ
MFD07386.bin.2.20	0.815	MQ
MFD07386.bin.2.22	0.871	MQ
MFD07386.bin.2.23	0.895	MQ
MFD07386.bin.2.29	0.798	MQ
MFD07386.bin.2.49	0.847	MQ
MFD07386.bin.2.54	0.842	MQ
MFD07386.bin.2.6	0.878	MQ
MFD07639.bin.1.1	0.89	MQ
MFD07639.bin.2.1	0.869	MQ
MFD07639.bin.2.20	0.863	MQ
MFD07639.bin.2.22	0.865	MQ
MFD07639.bin.2.26	0.839	MQ
MFD07639.bin.2.3	0.904	MQ
MFD07639.bin.2.32	0.853	MQ
MFD07639.bin.2.34	0.806	MQ
MFD07639.bin.2.9	0.868	MQ
MFD07639.bin.3.12	0.859	MQ
MFD07639.bin.3.37	0.853	MQ
MFD07639.bin.3.4	0.858	MQ
MFD07691.bin.2.43	0.893	MQ
MFD07691.bin.2.58	0.833	MQ
MFD07737.bin.2.13	0.86	MQ
MFD07737.bin.2.31	0.851	MQ
MFD07737.bin.2.34	0.845	MQ
MFD07737.bin.2.36	0.852	MQ
MFD07737.bin.2.44	0.8	MQ
MFD07737.bin.3.13	0.829	MQ
MFD07737.bin.4.76	0.833	MQ
MFD07751.bin.2.43	0.807	MQ
MFD07841.bin.2.19	0.873	MQ
MFD07841.bin.2.22	0.844	MQ
MFD07841.bin.2.26	0.831	MQ
MFD07841.bin.2.41	0.835	MQ
MFD07841.bin.2.44	0.85	MQ
MFD07841.bin.2.5	0.865	MQ
MFD07841.bin.2.61	0.818	MQ
MFD07841.bin.2.63	0.862	MQ
MFD07841.bin.2.7	0.831	MQ
MFD07841.bin.3.176	0.86	MQ
MFD07841.bin.3.5	0.736	MQ
MFD07841.bin.3.76	0.796	MQ
MFD07987.bin.2.12	0.803	MQ
MFD07987.bin.2.15	0.805	MQ
MFD07987.bin.2.19	0.836	MQ
MFD07987.bin.2.3	0.816	MQ
MFD07987.bin.4.25	0.817	MQ
MFD08079.bin.2.21	0.876	MQ
MFD08079.bin.2.23	0.864	MQ
MFD08079.bin.2.54	0.794	MQ
MFD08079.bin.2.6	0.819	MQ
MFD08203.bin.2.11	0.83	MQ
MFD08353.bin.2.2	0.78	MQ
MFD08353.bin.2.20	0.826	MQ
MFD08353.bin.2.24	0.855	MQ
MFD08353.bin.2.25	0.801	MQ
MFD08353.bin.2.3	0.814	MQ
MFD08353.bin.3.25	0.819	MQ
MFD08353.bin.3.26	0.794	MQ
MFD08416.bin.2.10	0.803	MQ
MFD08416.bin.2.15	0.864	MQ
MFD08416.bin.2.21	0.832	MQ
MFD08416.bin.2.27	0.796	MQ
MFD08416.bin.2.30	0.82	MQ
MFD08416.bin.2.34	0.846	MQ
MFD08416.bin.2.38	0.84	MQ
MFD08416.bin.2.45	0.852	MQ
MFD08416.bin.2.48	0.863	MQ
MFD08416.bin.2.56	0.841	MQ
MFD08416.bin.2.6	0.845	MQ
MFD08416.bin.2.62	0.788	MQ
MFD08416.bin.2.66	0.869	MQ
MFD08416.bin.2.70	0.814	MQ
MFD08416.bin.2.72	0.818	MQ
MFD08416.bin.2.73	0.815	MQ
MFD08416.bin.2.74	0.84	MQ
MFD08416.bin.2.75	0.847	MQ
MFD08416.bin.2.80	0.865	MQ
MFD08416.bin.2.83	0.812	MQ
MFD08416.bin.3.150	0.856	MQ
MFD08416.bin.3.168	0.841	MQ
MFD08416.bin.3.88	0.852	MQ
MFD08447.bin.2.1	0.866	MQ
MFD08447.bin.2.10	0.89	MQ
MFD08447.bin.2.12	0.79	MQ
MFD08447.bin.2.13	0.83	MQ
MFD08447.bin.2.14	0.849	MQ
MFD08447.bin.2.17	0.838	MQ
MFD08447.bin.2.2	0.877	MQ
MFD08447.bin.2.37	0.849	MQ
MFD08447.bin.2.45	0.838	MQ
MFD08447.bin.2.46	0.856	MQ
MFD08447.bin.2.9	0.799	MQ
MFD08462.bin.2.40	0.841	MQ
MFD08462.bin.2.50	0.841	MQ
MFD08462.bin.2.79	0.813	MQ
MFD08462.bin.2.82	0.875	MQ
MFD08462.bin.2.88	0.839	MQ
MFD08462.bin.3.52	0.761	MQ
MFD08462.bin.3.59	0.845	MQ
MFD08497.bin.1.157	0.859	MQ
MFD08497.bin.1.25	0.901	MQ
MFD08497.bin.2.104	0.811	MQ
MFD08497.bin.2.106	0.833	MQ
MFD08497.bin.2.117	0.875	MQ
MFD08497.bin.2.119	0.866	MQ
MFD08497.bin.2.122	0.811	MQ
MFD08497.bin.2.128	0.802	MQ
MFD08497.bin.2.136	0.818	MQ
MFD08497.bin.2.144	0.917	MQ
MFD08497.bin.2.147	0.844	MQ
MFD08497.bin.2.148	0.841	MQ
MFD08497.bin.2.149	0.839	MQ
MFD08497.bin.2.150	0.862	MQ
MFD08497.bin.2.151	0.871	MQ
MFD08497.bin.2.23	0.826	MQ
MFD08497.bin.2.25	0.815	MQ
MFD08497.bin.2.28	0.9	MQ
MFD08497.bin.2.33	0.883	MQ
MFD08497.bin.2.46	0.867	MQ
MFD08497.bin.2.49	0.858	MQ
MFD08497.bin.2.57	0.889	MQ
MFD08497.bin.2.61	0.887	MQ
MFD08497.bin.2.63	0.833	MQ
MFD08497.bin.2.65	0.832	MQ
MFD08497.bin.2.67	0.84	MQ
MFD08497.bin.2.70	0.817	MQ
MFD08497.bin.2.71	0.801	MQ
MFD08497.bin.2.79	0.832	MQ
MFD08497.bin.2.80	0.83	MQ
MFD08497.bin.2.86	0.851	MQ
MFD08497.bin.2.96	0.838	MQ
MFD08497.bin.3.103	0.825	MQ
MFD08497.bin.3.29	0.886	MQ
MFD08497.bin.3.77	0.884	MQ
MFD08497.bin.3.97	0.865	MQ
MFD08497.bin.4.268	0.822	MQ
MFD08669.bin.2.1	0.86	MQ
MFD08669.bin.2.100	0.785	MQ
MFD08669.bin.2.102	0.822	MQ
MFD08669.bin.2.107	0.844	MQ
MFD08669.bin.2.108	0.807	MQ
MFD08669.bin.2.17	0.801	MQ
MFD08669.bin.2.19	0.806	MQ
MFD08669.bin.2.2	0.808	MQ
MFD08669.bin.2.21	0.892	MQ
MFD08669.bin.2.25	0.85	MQ
MFD08669.bin.2.26	0.84	MQ
MFD08669.bin.2.27	0.938	MQ
MFD08669.bin.2.29	0.821	MQ
MFD08669.bin.2.3	0.897	MQ
MFD08669.bin.2.31	0.852	MQ
MFD08669.bin.2.32	0.775	MQ
MFD08669.bin.2.33	0.831	MQ
MFD08669.bin.2.35	0.922	MQ
MFD08669.bin.2.37	0.824	MQ
MFD08669.bin.2.38	0.862	MQ
MFD08669.bin.2.39	0.89	MQ
MFD08669.bin.2.5	0.858	MQ
MFD08669.bin.2.53	0.808	MQ
MFD08669.bin.2.6	0.844	MQ
MFD08669.bin.2.62	0.857	MQ
MFD08669.bin.2.63	0.805	MQ
MFD08669.bin.2.65	0.809	MQ
MFD08669.bin.2.74	0.902	MQ
MFD08669.bin.2.81	0.842	MQ
MFD08669.bin.2.82	0.852	MQ
MFD08669.bin.2.89	0.782	MQ
MFD08669.bin.2.94	0.913	MQ
MFD08669.bin.2.95	0.865	MQ
MFD08669.bin.2.96	0.831	MQ
MFD08669.bin.3.113	0.828	MQ
MFD08669.bin.3.115	0.741	MQ
MFD08669.bin.3.247	0.875	MQ
MFD08669.bin.3.42	0.802	MQ
MFD08669.bin.3.52	0.839	MQ
MFD08669.bin.3.78	0.787	MQ
MFD08669.bin.3.86	0.785	MQ
MFD08669.bin.3.91	0.87	MQ
MFD08669.bin.4.149	0.74	MQ
MFD08669.bin.4.151	0.79	MQ
MFD08691.bin.2.26	0.837	MQ
MFD08691.bin.2.32	0.781	MQ
MFD08691.bin.2.47	0.865	MQ
MFD08691.bin.2.75	0.799	MQ
MFD08691.bin.2.86	0.844	MQ
MFD08691.bin.4.118	0.857	MQ
MFD08691.bin.4.59	0.802	MQ
MFD08700.bin.2.13	0.774	MQ
MFD08700.bin.2.15	0.83	MQ
MFD08700.bin.2.17	0.821	MQ
MFD08700.bin.2.18	0.916	MQ
MFD08700.bin.2.22	0.897	MQ
MFD08700.bin.2.26	0.872	MQ
MFD08700.bin.2.32	0.865	MQ
MFD08700.bin.2.34	0.825	MQ
MFD08700.bin.2.39	0.836	MQ
MFD08700.bin.2.40	0.835	MQ
MFD08700.bin.2.8	0.871	MQ
MFD08700.bin.2.86	0.877	MQ
MFD08700.bin.2.91	0.882	MQ
MFD08700.bin.2.93	0.865	MQ
MFD08700.bin.2.94	0.883	MQ
MFD08700.bin.3.153	0.81	MQ
MFD08700.bin.3.2	0.827	MQ
MFD08700.bin.3.300	0.83	MQ
MFD08700.bin.3.34	0.913	MQ
MFD08700.bin.3.6	0.823	MQ
MFD08700.bin.3.67	0.78	MQ
MFD08700.bin.4.239	0.737	MQ
MFD08767.bin.2.16	0.775	MQ
MFD08767.bin.2.29	0.82	MQ
MFD08767.bin.2.61	0.812	MQ
MFD08767.bin.4.208	0.817	MQ
MFD08821.bin.1.21	0.855	MQ
MFD08821.bin.2.18	0.818	MQ
MFD08821.bin.2.25	0.842	MQ
MFD08821.bin.2.28	0.867	MQ
MFD08821.bin.2.30	0.843	MQ
MFD08821.bin.2.33	0.87	MQ
MFD08821.bin.2.47	0.833	MQ
MFD08821.bin.2.51	0.856	MQ
MFD08821.bin.2.56	0.801	MQ
MFD08821.bin.2.74	0.862	MQ
MFD08821.bin.2.76	0.82	MQ
MFD08821.bin.2.85	0.827	MQ
MFD08821.bin.2.93	0.822	MQ
MFD08821.bin.2.94	0.82	MQ
MFD08821.bin.2.98	0.891	MQ
MFD08821.bin.3.40	0.841	MQ
MFD08821.bin.3.72	0.716	MQ
MFD08821.bin.4.239	0.846	MQ
MFD08821.bin.4.32	0.825	MQ
MFD08988.bin.2.11	0.851	MQ
MFD08988.bin.2.20	0.859	MQ
MFD08988.bin.2.29	0.825	MQ
MFD08988.bin.2.30	0.864	MQ
MFD08988.bin.2.35	0.797	MQ
MFD08988.bin.2.58	0.842	MQ
MFD08988.bin.2.9	0.797	MQ
MFD08988.bin.3.114	0.81	MQ
MFD08988.bin.3.3	0.874	MQ
MFD09018.bin.2.1	0.863	MQ
MFD09018.bin.2.10	0.87	MQ
MFD09018.bin.2.101	0.91	MQ
MFD09018.bin.2.104	0.845	MQ
MFD09018.bin.2.105	0.84	MQ
MFD09018.bin.2.112	0.832	MQ
MFD09018.bin.2.12	0.842	MQ
MFD09018.bin.2.20	0.828	MQ
MFD09018.bin.2.34	0.867	MQ
MFD09018.bin.2.42	0.865	MQ
MFD09018.bin.2.44	0.813	MQ
MFD09018.bin.2.62	0.833	MQ
MFD09018.bin.2.72	0.895	MQ
MFD09018.bin.2.85	0.876	MQ
MFD09018.bin.3.3	0.875	MQ
MFD09018.bin.3.73	0.815	MQ
MFD09018.bin.4.46	0.826	MQ
MFD09018.bin.4.83	0.825	MQ
MFD09055.bin.2.15	0.814	MQ
MFD09055.bin.2.17	0.806	MQ
MFD09055.bin.2.42	0.807	MQ
MFD09055.bin.2.52	0.807	MQ
MFD09055.bin.2.55	0.815	MQ
MFD09055.bin.2.61	0.846	MQ
MFD09055.bin.2.99	0.838	MQ
MFD09055.bin.3.41	0.859	MQ
MFD09055.bin.3.78	0.804	MQ
MFD09126.bin.2.1	0.871	MQ
MFD09126.bin.2.24	0.876	MQ
MFD09126.bin.2.28	0.874	MQ
MFD09126.bin.2.34	0.845	MQ
MFD09126.bin.2.44	0.845	MQ
MFD09126.bin.2.47	0.816	MQ
MFD09126.bin.2.61	0.881	MQ
MFD09126.bin.2.67	0.806	MQ
MFD09126.bin.2.73	0.807	MQ
MFD09126.bin.2.77	0.854	MQ
MFD09126.bin.2.9	0.826	MQ
MFD09126.bin.3.1	0.891	MQ
MFD09126.bin.3.124	0.826	MQ
MFD09126.bin.3.185	0.839	MQ
MFD09126.bin.3.30	0.794	MQ
MFD09206.bin.1.106	0.905	MQ
MFD09206.bin.1.119	0.898	MQ
MFD09206.bin.1.124	0.907	MQ
MFD09206.bin.1.36	0.914	MQ
MFD09206.bin.1.39	0.899	MQ
MFD09206.bin.2.1	0.898	MQ
MFD09206.bin.2.100	0.89	MQ
MFD09206.bin.2.101	0.867	MQ
MFD09206.bin.2.102	0.863	MQ
MFD09206.bin.2.103	0.834	MQ
MFD09206.bin.2.109	0.856	MQ
MFD09206.bin.2.110	0.823	MQ
MFD09206.bin.2.122	0.852	MQ
MFD09206.bin.2.123	0.86	MQ
MFD09206.bin.2.124	0.843	MQ
MFD09206.bin.2.125	0.875	MQ
MFD09206.bin.2.128	0.825	MQ
MFD09206.bin.2.130	0.83	MQ
MFD09206.bin.2.138	0.84	MQ
MFD09206.bin.2.141	0.888	MQ
MFD09206.bin.2.142	0.817	MQ
MFD09206.bin.2.144	0.849	MQ
MFD09206.bin.2.146	0.855	MQ
MFD09206.bin.2.149	0.872	MQ
MFD09206.bin.2.157	0.871	MQ
MFD09206.bin.2.159	0.895	MQ
MFD09206.bin.2.162	0.924	MQ
MFD09206.bin.2.167	0.881	MQ
MFD09206.bin.2.168	0.833	MQ
MFD09206.bin.2.17	0.911	MQ
MFD09206.bin.2.175	0.817	MQ
MFD09206.bin.2.176	0.908	MQ
MFD09206.bin.2.177	0.89	MQ
MFD09206.bin.2.181	0.799	MQ
MFD09206.bin.2.183	0.904	MQ
MFD09206.bin.2.185	0.87	MQ
MFD09206.bin.2.188	0.925	MQ
MFD09206.bin.2.192	0.876	MQ
MFD09206.bin.2.195	0.902	MQ
MFD09206.bin.2.196	0.862	MQ
MFD09206.bin.2.198	0.808	MQ
MFD09206.bin.2.199	0.85	MQ
MFD09206.bin.2.2	0.908	MQ
MFD09206.bin.2.201	0.866	MQ
MFD09206.bin.2.202	0.905	MQ
MFD09206.bin.2.203	0.867	MQ
MFD09206.bin.2.206	0.909	MQ
MFD09206.bin.2.22	0.873	MQ
MFD09206.bin.2.23	0.855	MQ
MFD09206.bin.2.25	0.885	MQ
MFD09206.bin.2.29	0.891	MQ
MFD09206.bin.2.30	0.881	MQ
MFD09206.bin.2.34	0.867	MQ
MFD09206.bin.2.36	0.9	MQ
MFD09206.bin.2.37	0.894	MQ
MFD09206.bin.2.39	0.829	MQ
MFD09206.bin.2.53	0.823	MQ
MFD09206.bin.2.54	0.878	MQ
MFD09206.bin.2.58	0.873	MQ
MFD09206.bin.2.6	0.893	MQ
MFD09206.bin.2.60	0.832	MQ
MFD09206.bin.2.66	0.874	MQ
MFD09206.bin.2.83	0.87	MQ
MFD09206.bin.2.84	0.895	MQ
MFD09206.bin.2.86	0.838	MQ
MFD09206.bin.2.89	0.914	MQ
MFD09206.bin.2.9	0.866	MQ
MFD09206.bin.2.91	0.907	MQ
MFD09206.bin.2.92	0.873	MQ
MFD09206.bin.2.96	0.836	MQ
MFD09206.bin.2.97	0.871	MQ
MFD09206.bin.2.99	0.857	MQ
MFD09206.bin.3.265	0.846	MQ
MFD09206.bin.3.266	0.919	MQ
MFD09206.bin.3.351	0.89	MQ
MFD09206.bin.3.357	0.866	MQ
MFD09206.bin.3.364	0.858	MQ
MFD09206.bin.3.389	0.869	MQ
MFD09206.bin.3.42	0.878	MQ
MFD09206.bin.3.447	0.919	MQ
MFD09206.bin.3.490	0.827	MQ
MFD09206.bin.3.9	0.856	MQ
MFD09206.bin.4.184	0.866	MQ
MFD09206.bin.4.58	0.861	MQ
MFD09212.bin.2.10	0.843	MQ
MFD09212.bin.2.103	0.883	MQ
MFD09212.bin.2.107	0.855	MQ
MFD09212.bin.2.109	0.877	MQ
MFD09212.bin.2.11	0.809	MQ
MFD09212.bin.2.110	0.901	MQ
MFD09212.bin.2.111	0.864	MQ
MFD09212.bin.2.112	0.853	MQ
MFD09212.bin.2.114	0.837	MQ
MFD09212.bin.2.115	0.845	MQ
MFD09212.bin.2.119	0.857	MQ
MFD09212.bin.2.121	0.865	MQ
MFD09212.bin.2.123	0.827	MQ
MFD09212.bin.2.125	0.802	MQ
MFD09212.bin.2.127	0.821	MQ
MFD09212.bin.2.128	0.829	MQ
MFD09212.bin.2.129	0.885	MQ
MFD09212.bin.2.132	0.836	MQ
MFD09212.bin.2.142	0.835	MQ
MFD09212.bin.2.143	0.862	MQ
MFD09212.bin.2.144	0.799	MQ
MFD09212.bin.2.145	0.879	MQ
MFD09212.bin.2.146	0.82	MQ
MFD09212.bin.2.148	0.802	MQ
MFD09212.bin.2.149	0.87	MQ
MFD09212.bin.2.151	0.858	MQ
MFD09212.bin.2.155	0.847	MQ
MFD09212.bin.2.167	0.862	MQ
MFD09212.bin.2.172	0.876	MQ
MFD09212.bin.2.173	0.791	MQ
MFD09212.bin.2.177	0.809	MQ
MFD09212.bin.2.179	0.808	MQ
MFD09212.bin.2.184	0.843	MQ
MFD09212.bin.2.188	0.898	MQ
MFD09212.bin.2.192	0.833	MQ
MFD09212.bin.2.193	0.883	MQ
MFD09212.bin.2.194	0.873	MQ
MFD09212.bin.2.195	0.828	MQ
MFD09212.bin.2.196	0.869	MQ
MFD09212.bin.2.197	0.841	MQ
MFD09212.bin.2.201	0.9	MQ
MFD09212.bin.2.202	0.82	MQ
MFD09212.bin.2.205	0.882	MQ
MFD09212.bin.2.209	0.829	MQ
MFD09212.bin.2.211	0.799	MQ
MFD09212.bin.2.212	0.844	MQ
MFD09212.bin.2.23	0.854	MQ
MFD09212.bin.2.24	0.832	MQ
MFD09212.bin.2.26	0.858	MQ
MFD09212.bin.2.27	0.826	MQ
MFD09212.bin.2.31	0.843	MQ
MFD09212.bin.2.35	0.873	MQ
MFD09212.bin.2.37	0.845	MQ
MFD09212.bin.2.38	0.851	MQ
MFD09212.bin.2.4	0.86	MQ
MFD09212.bin.2.40	0.871	MQ
MFD09212.bin.2.46	0.855	MQ
MFD09212.bin.2.51	0.853	MQ
MFD09212.bin.2.52	0.857	MQ
MFD09212.bin.2.54	0.888	MQ
MFD09212.bin.2.56	0.873	MQ
MFD09212.bin.2.59	0.864	MQ
MFD09212.bin.2.71	0.92	MQ
MFD09212.bin.2.80	0.894	MQ
MFD09212.bin.2.90	0.867	MQ
MFD09212.bin.2.99	0.861	MQ
MFD09212.bin.3.104	0.79	MQ
MFD09212.bin.3.159	0.908	MQ
MFD09212.bin.3.24	0.832	MQ
MFD09212.bin.3.261	0.846	MQ
MFD09212.bin.3.282	0.813	MQ
MFD09212.bin.3.335	0.82	MQ
MFD09212.bin.3.416	0.897	MQ
MFD09212.bin.3.427	0.804	MQ
MFD09212.bin.3.466	0.863	MQ
MFD09212.bin.3.520	0.855	MQ
MFD09212.bin.3.554	0.812	MQ
MFD09212.bin.3.603	0.883	MQ
MFD09212.bin.3.610	0.814	MQ
MFD09212.bin.4.167	0.872	MQ
MFD09212.bin.4.173	0.844	MQ
MFD09212.bin.4.303	0.883	MQ
MFD09212.bin.4.413	0.878	MQ
MFD09212.bin.4.524	0.803	MQ
MFD09212.bin.4.535	0.852	MQ
MFD09222.bin.1.119	0.865	MQ
MFD09222.bin.1.125	0.853	MQ
MFD09222.bin.1.179	0.861	MQ
MFD09222.bin.1.241	0.877	MQ
MFD09222.bin.2.1	0.862	MQ
MFD09222.bin.2.10	0.837	MQ
MFD09222.bin.2.103	0.871	MQ
MFD09222.bin.2.108	0.84	MQ
MFD09222.bin.2.11	0.828	MQ
MFD09222.bin.2.110	0.907	MQ
MFD09222.bin.2.113	0.845	MQ
MFD09222.bin.2.117	0.854	MQ
MFD09222.bin.2.119	0.847	MQ
MFD09222.bin.2.123	0.87	MQ
MFD09222.bin.2.125	0.846	MQ
MFD09222.bin.2.126	0.867	MQ
MFD09222.bin.2.131	0.872	MQ
MFD09222.bin.2.139	0.84	MQ
MFD09222.bin.2.142	0.85	MQ
MFD09222.bin.2.145	0.872	MQ
MFD09222.bin.2.146	0.87	MQ
MFD09222.bin.2.155	0.856	MQ
MFD09222.bin.2.16	0.866	MQ
MFD09222.bin.2.166	0.836	MQ
MFD09222.bin.2.174	0.868	MQ
MFD09222.bin.2.18	0.847	MQ
MFD09222.bin.2.23	0.875	MQ
MFD09222.bin.2.26	0.858	MQ
MFD09222.bin.2.29	0.864	MQ
MFD09222.bin.2.30	0.851	MQ
MFD09222.bin.2.33	0.834	MQ
MFD09222.bin.2.34	0.887	MQ
MFD09222.bin.2.35	0.896	MQ
MFD09222.bin.2.46	0.875	MQ
MFD09222.bin.2.51	0.868	MQ
MFD09222.bin.2.6	0.85	MQ
MFD09222.bin.2.60	0.874	MQ
MFD09222.bin.2.68	0.875	MQ
MFD09222.bin.2.76	0.848	MQ
MFD09222.bin.2.77	0.894	MQ
MFD09222.bin.2.82	0.883	MQ
MFD09222.bin.2.84	0.89	MQ
MFD09222.bin.2.91	0.854	MQ
MFD09222.bin.2.93	0.858	MQ
MFD09222.bin.2.94	0.844	MQ
MFD09222.bin.2.96	0.826	MQ
MFD09222.bin.3.117	0.894	MQ
MFD09222.bin.3.13	0.845	MQ
MFD09222.bin.3.133	0.874	MQ
MFD09222.bin.3.186	0.855	MQ
MFD09222.bin.3.213	0.831	MQ
MFD09222.bin.3.24	0.864	MQ
MFD09222.bin.3.28	0.871	MQ
MFD09222.bin.3.315	0.855	MQ
MFD09222.bin.3.337	0.878	MQ
MFD09222.bin.3.34	0.862	MQ
MFD09222.bin.3.374	0.829	MQ
MFD09222.bin.3.40	0.864	MQ
MFD09222.bin.3.414	0.865	MQ
MFD09222.bin.3.45	0.85	MQ
MFD09222.bin.3.460	0.837	MQ
MFD09222.bin.3.67	0.862	MQ
MFD09222.bin.4.501	0.863	MQ
MFD09222.bin.4.8	0.87	MQ
MFD09267.bin.1.185	0.831	MQ
MFD09267.bin.2.103	0.909	MQ
MFD09267.bin.2.11	0.832	MQ
MFD09267.bin.2.111	0.859	MQ
MFD09267.bin.2.121	0.887	MQ
MFD09267.bin.2.124	0.826	MQ
MFD09267.bin.2.127	0.83	MQ
MFD09267.bin.2.128	0.921	MQ
MFD09267.bin.2.130	0.843	MQ
MFD09267.bin.2.131	0.846	MQ
MFD09267.bin.2.133	0.881	MQ
MFD09267.bin.2.134	0.804	MQ
MFD09267.bin.2.135	0.849	MQ
MFD09267.bin.2.138	0.832	MQ
MFD09267.bin.2.141	0.826	MQ
MFD09267.bin.2.142	0.87	MQ
MFD09267.bin.2.144	0.904	MQ
MFD09267.bin.2.149	0.889	MQ
MFD09267.bin.2.152	0.812	MQ
MFD09267.bin.2.155	0.806	MQ
MFD09267.bin.2.157	0.84	MQ
MFD09267.bin.2.159	0.869	MQ
MFD09267.bin.2.16	0.844	MQ
MFD09267.bin.2.165	0.891	MQ
MFD09267.bin.2.170	0.852	MQ
MFD09267.bin.2.177	0.822	MQ
MFD09267.bin.2.184	0.882	MQ
MFD09267.bin.2.200	0.845	MQ
MFD09267.bin.2.205	0.86	MQ
MFD09267.bin.2.207	0.867	MQ
MFD09267.bin.2.21	0.894	MQ
MFD09267.bin.2.210	0.895	MQ
MFD09267.bin.2.214	0.856	MQ
MFD09267.bin.2.216	0.887	MQ
MFD09267.bin.2.218	0.881	MQ
MFD09267.bin.2.22	0.85	MQ
MFD09267.bin.2.223	0.875	MQ
MFD09267.bin.2.228	0.871	MQ
MFD09267.bin.2.230	0.855	MQ
MFD09267.bin.2.231	0.886	MQ
MFD09267.bin.2.234	0.908	MQ
MFD09267.bin.2.236	0.889	MQ
MFD09267.bin.2.240	0.885	MQ
MFD09267.bin.2.253	0.826	MQ
MFD09267.bin.2.255	0.811	MQ
MFD09267.bin.2.256	0.871	MQ
MFD09267.bin.2.26	0.854	MQ
MFD09267.bin.2.262	0.86	MQ
MFD09267.bin.2.264	0.839	MQ
MFD09267.bin.2.281	0.89	MQ
MFD09267.bin.2.292	0.831	MQ
MFD09267.bin.2.297	0.842	MQ
MFD09267.bin.2.298	0.9	MQ
MFD09267.bin.2.30	0.863	MQ
MFD09267.bin.2.303	0.853	MQ
MFD09267.bin.2.304	0.822	MQ
MFD09267.bin.2.308	0.81	MQ
MFD09267.bin.2.309	0.868	MQ
MFD09267.bin.2.310	0.81	MQ
MFD09267.bin.2.318	0.861	MQ
MFD09267.bin.2.322	0.843	MQ
MFD09267.bin.2.329	0.855	MQ
MFD09267.bin.2.330	0.821	MQ
MFD09267.bin.2.331	0.837	MQ
MFD09267.bin.2.334	0.908	MQ
MFD09267.bin.2.335	0.905	MQ
MFD09267.bin.2.346	0.909	MQ
MFD09267.bin.2.351	0.883	MQ
MFD09267.bin.2.38	0.893	MQ
MFD09267.bin.2.42	0.805	MQ
MFD09267.bin.2.56	0.878	MQ
MFD09267.bin.2.59	0.812	MQ
MFD09267.bin.2.64	0.892	MQ
MFD09267.bin.2.65	0.847	MQ
MFD09267.bin.2.66	0.84	MQ
MFD09267.bin.2.72	0.885	MQ
MFD09267.bin.2.73	0.914	MQ
MFD09267.bin.2.75	0.834	MQ
MFD09267.bin.2.77	0.85	MQ
MFD09267.bin.2.78	0.864	MQ
MFD09267.bin.2.87	0.831	MQ
MFD09267.bin.2.90	0.875	MQ
MFD09267.bin.2.93	0.846	MQ
MFD09267.bin.2.94	0.832	MQ
MFD09267.bin.2.97	0.8	MQ
MFD09267.bin.2.99	0.85	MQ
MFD09267.bin.3.132	0.836	MQ
MFD09267.bin.3.158	0.887	MQ
MFD09267.bin.3.248	0.855	MQ
MFD09267.bin.3.343	0.902	MQ
MFD09267.bin.3.399	0.853	MQ
MFD09267.bin.3.402	0.874	MQ
MFD09267.bin.3.508	0.91	MQ
MFD09267.bin.3.65	0.828	MQ
MFD09267.bin.3.700	0.895	MQ
MFD09267.bin.3.85	0.89	MQ
MFD09267.bin.4.169	0.85	MQ
MFD09267.bin.4.481	0.811	MQ
MFD09267.bin.4.722	0.846	MQ
MFD09286.bin.1.126	0.858	MQ
MFD09286.bin.1.190	0.855	MQ
MFD09286.bin.1.229	0.861	MQ
MFD09286.bin.1.244	0.868	MQ
MFD09286.bin.1.6	0.875	MQ
MFD09286.bin.2.1	0.873	MQ
MFD09286.bin.2.100	0.824	MQ
MFD09286.bin.2.102	0.856	MQ
MFD09286.bin.2.106	0.86	MQ
MFD09286.bin.2.109	0.868	MQ
MFD09286.bin.2.11	0.854	MQ
MFD09286.bin.2.112	0.847	MQ
MFD09286.bin.2.114	0.872	MQ
MFD09286.bin.2.117	0.819	MQ
MFD09286.bin.2.119	0.873	MQ
MFD09286.bin.2.12	0.885	MQ
MFD09286.bin.2.120	0.866	MQ
MFD09286.bin.2.121	0.883	MQ
MFD09286.bin.2.122	0.895	MQ
MFD09286.bin.2.123	0.834	MQ
MFD09286.bin.2.125	0.878	MQ
MFD09286.bin.2.126	0.83	MQ
MFD09286.bin.2.127	0.841	MQ
MFD09286.bin.2.129	0.906	MQ
MFD09286.bin.2.130	0.888	MQ
MFD09286.bin.2.134	0.88	MQ
MFD09286.bin.2.136	0.875	MQ
MFD09286.bin.2.137	0.831	MQ
MFD09286.bin.2.138	0.841	MQ
MFD09286.bin.2.14	0.89	MQ
MFD09286.bin.2.143	0.888	MQ
MFD09286.bin.2.146	0.823	MQ
MFD09286.bin.2.15	0.854	MQ
MFD09286.bin.2.150	0.845	MQ
MFD09286.bin.2.151	0.862	MQ
MFD09286.bin.2.153	0.83	MQ
MFD09286.bin.2.154	0.891	MQ
MFD09286.bin.2.160	0.823	MQ
MFD09286.bin.2.163	0.857	MQ
MFD09286.bin.2.167	0.84	MQ
MFD09286.bin.2.169	0.88	MQ
MFD09286.bin.2.170	0.882	MQ
MFD09286.bin.2.171	0.85	MQ
MFD09286.bin.2.172	0.854	MQ
MFD09286.bin.2.173	0.827	MQ
MFD09286.bin.2.174	0.829	MQ
