bin	Contig_N50	MAG_status
MFD05580.bin.2.50	203940	MQ
MFD05580.bin.2.60	731137	MQ
MFD05580.bin.2.62	705396	MQ
MFD05580.bin.2.68	64377	MQ
MFD05580.bin.2.69	1031697	MQ
MFD05580.bin.2.70	299608	MQ
MFD05580.bin.2.71	91191	MQ
MFD05580.bin.2.77	263830	MQ
MFD05580.bin.2.82	452400	MQ
MFD05580.bin.2.83	1480310	MQ
MFD05580.bin.2.85	236974	MQ
MFD05580.bin.2.86	72470	MQ
MFD05580.bin.2.90	818594	MQ
MFD05580.bin.2.92	170188	MQ
MFD05580.bin.3.109	104412	MQ
MFD05580.bin.3.156	511693	MQ
MFD05580.bin.3.160	49233	MQ
MFD05580.bin.3.164	159342	MQ
MFD05580.bin.3.18	558665	MQ
MFD05580.bin.3.47	263653	MQ
MFD05580.bin.3.88	154992	MQ
MFD05580.bin.3.90	833092	MQ
MFD05674.bin.1.63	418661	MQ
MFD05674.bin.2.1	179672	MQ
MFD05674.bin.2.114	104695	MQ
MFD05674.bin.2.115	448085	MQ
MFD05674.bin.2.117	78320	MQ
MFD05674.bin.2.121	203156	MQ
MFD05674.bin.2.122	116930	MQ
MFD05674.bin.2.125	176697	MQ
MFD05674.bin.2.126	262984	MQ
MFD05674.bin.2.128	229115	MQ
MFD05674.bin.2.129	158560	MQ
MFD05674.bin.2.130	454915	MQ
MFD05674.bin.2.133	288680	MQ
MFD05674.bin.2.138	133854	MQ
MFD05674.bin.2.139	907101	MQ
MFD05674.bin.2.14	75376	MQ
MFD05674.bin.2.141	79632	MQ
MFD05674.bin.2.145	329731	MQ
MFD05674.bin.2.155	304057	MQ
MFD05674.bin.2.157	315662	MQ
MFD05674.bin.2.160	259876	MQ
MFD05674.bin.2.162	332147	MQ
MFD05674.bin.2.168	712697	MQ
MFD05674.bin.2.17	126097	MQ
MFD05674.bin.2.170	296662	MQ
MFD05674.bin.2.181	652939	MQ
MFD05674.bin.2.184	287436	MQ
MFD05674.bin.2.185	1423749	MQ
MFD05674.bin.2.19	144216	MQ
MFD05674.bin.2.194	531941	MQ
MFD05674.bin.2.20	78280	MQ
MFD05674.bin.2.26	173904	MQ
MFD05674.bin.2.3	578874	MQ
MFD05674.bin.2.30	725205	MQ
MFD05674.bin.2.33	311465	MQ
MFD05674.bin.2.4	407308	MQ
MFD05674.bin.2.41	2722631	MQ
MFD05674.bin.2.46	484556	MQ
MFD05674.bin.2.49	1797902	MQ
MFD05674.bin.2.51	204754	MQ
MFD05674.bin.2.52	521592	MQ
MFD05674.bin.2.53	126436	MQ
MFD05674.bin.2.55	181934	MQ
MFD05674.bin.2.67	550540	MQ
MFD05674.bin.2.7	377667	MQ
MFD05674.bin.2.88	207695	MQ
MFD05674.bin.2.93	75030	MQ
MFD05674.bin.2.95	268801	MQ
MFD05674.bin.2.96	123273	MQ
MFD05674.bin.3.100	48219	MQ
MFD05674.bin.3.103	487730	MQ
MFD05674.bin.3.108	73004	MQ
MFD05674.bin.3.117	96097	MQ
MFD05674.bin.3.173	206697	MQ
MFD05674.bin.3.197	187694	MQ
MFD05674.bin.3.214	1252509	MQ
MFD05674.bin.3.310	303747	MQ
MFD05674.bin.3.315	93200	MQ
MFD05674.bin.3.318	98730	MQ
MFD05674.bin.3.33	170869	MQ
MFD05674.bin.3.332	87149	MQ
MFD05674.bin.3.374	470995	MQ
MFD05674.bin.3.375	93145	MQ
MFD05674.bin.3.413	133433	MQ
MFD05674.bin.3.420	77184	MQ
MFD05674.bin.3.430	143726	MQ
MFD05674.bin.3.445	132530	MQ
MFD05674.bin.3.447	170790	MQ
MFD05674.bin.3.461	208219	MQ
MFD05674.bin.3.475	73977	MQ
MFD05674.bin.3.51	65192	MQ
MFD05674.bin.3.64	103405	MQ
MFD05674.bin.4.155	72610	MQ
MFD05674.bin.4.38	354167	MQ
MFD05674.bin.4.475	112176	MQ
MFD05674.bin.4.515	185790	MQ
MFD05684.bin.1.144	746099	MQ
MFD05684.bin.1.177	284518	MQ
MFD05684.bin.1.278	311263	MQ
MFD05684.bin.1.305	692393	MQ
MFD05684.bin.1.412	450949	MQ
MFD05684.bin.2.100	145736	MQ
MFD05684.bin.2.102	1567729	MQ
MFD05684.bin.2.104	362365	MQ
MFD05684.bin.2.105	121695	MQ
MFD05684.bin.2.107	317292	MQ
MFD05684.bin.2.108	858076	MQ
MFD05684.bin.2.109	429525	MQ
MFD05684.bin.2.11	279118	MQ
MFD05684.bin.2.112	218481	MQ
MFD05684.bin.2.113	208508	MQ
MFD05684.bin.2.115	159365	MQ
MFD05684.bin.2.116	394010	MQ
MFD05684.bin.2.119	115526	MQ
MFD05684.bin.2.122	123536	MQ
MFD05684.bin.2.124	138819	MQ
MFD05684.bin.2.125	149232	MQ
MFD05684.bin.2.127	470718	MQ
MFD05684.bin.2.129	397613	MQ
MFD05684.bin.2.133	147435	MQ
MFD05684.bin.2.135	112189	MQ
MFD05684.bin.2.139	202807	MQ
MFD05684.bin.2.14	510935	MQ
MFD05684.bin.2.144	340013	MQ
MFD05684.bin.2.145	446909	MQ
MFD05684.bin.2.146	523615	MQ
MFD05684.bin.2.147	191086	MQ
MFD05684.bin.2.149	575220	MQ
MFD05684.bin.2.152	2190202	MQ
MFD05684.bin.2.158	141674	MQ
MFD05684.bin.2.163	1196430	MQ
MFD05684.bin.2.165	269005	MQ
MFD05684.bin.2.168	227230	MQ
MFD05684.bin.2.17	1498626	MQ
MFD05684.bin.2.170	339045	MQ
MFD05684.bin.2.174	2886205	MQ
MFD05684.bin.2.178	236616	MQ
MFD05684.bin.2.179	315298	MQ
MFD05684.bin.2.18	347204	MQ
MFD05684.bin.2.180	133223	MQ
MFD05684.bin.2.181	168769	MQ
MFD05684.bin.2.182	451169	MQ
MFD05684.bin.2.184	255177	MQ
MFD05684.bin.2.185	338504	MQ
MFD05684.bin.2.190	366655	MQ
MFD05684.bin.2.191	383463	MQ
MFD05684.bin.2.192	968608	MQ
MFD05684.bin.2.193	347208	MQ
MFD05684.bin.2.194	216449	MQ
MFD05684.bin.2.195	147550	MQ
MFD05684.bin.2.196	88675	MQ
MFD05684.bin.2.197	113971	MQ
MFD05684.bin.2.198	187994	MQ
MFD05684.bin.2.199	489180	MQ
MFD05684.bin.2.2	527769	MQ
MFD05684.bin.2.20	127224	MQ
MFD05684.bin.2.200	1250197	MQ
MFD05684.bin.2.204	438498	MQ
MFD05684.bin.2.206	581936	MQ
MFD05684.bin.2.207	471561	MQ
MFD05684.bin.2.208	1325368	MQ
MFD05684.bin.2.21	291240	MQ
MFD05684.bin.2.210	73974	MQ
MFD05684.bin.2.216	384311	MQ
MFD05684.bin.2.218	296892	MQ
MFD05684.bin.2.219	358368	MQ
MFD05684.bin.2.222	123163	MQ
MFD05684.bin.2.223	194394	MQ
MFD05684.bin.2.225	113183	MQ
MFD05684.bin.2.226	420539	MQ
MFD05684.bin.2.227	440925	MQ
MFD05684.bin.2.228	883312	MQ
MFD05684.bin.2.23	634563	MQ
MFD05684.bin.2.230	690790	MQ
MFD05684.bin.2.233	383987	MQ
MFD05684.bin.2.236	4049665	MQ
MFD05684.bin.2.239	158419	MQ
MFD05684.bin.2.24	293458	MQ
MFD05684.bin.2.240	502406	MQ
MFD05684.bin.2.241	99179	MQ
MFD05684.bin.2.242	289981	MQ
MFD05684.bin.2.243	663665	MQ
MFD05684.bin.2.245	134225	MQ
MFD05684.bin.2.250	356242	MQ
MFD05684.bin.2.251	757974	MQ
MFD05684.bin.2.255	668965	MQ
MFD05684.bin.2.256	79510	MQ
MFD05684.bin.2.259	213200	MQ
MFD05684.bin.2.260	641260	MQ
MFD05684.bin.2.261	293766	MQ
MFD05684.bin.2.263	249221	MQ
MFD05684.bin.2.266	227357	MQ
MFD05684.bin.2.267	476070	MQ
MFD05684.bin.2.269	582883	MQ
MFD05684.bin.2.27	868472	MQ
MFD05684.bin.2.273	1508484	MQ
MFD05684.bin.2.274	735218	MQ
MFD05684.bin.2.275	591500	MQ
MFD05684.bin.2.276	139740	MQ
MFD05684.bin.2.277	165115	MQ
MFD05684.bin.2.279	134288	MQ
MFD05684.bin.2.28	286245	MQ
MFD05684.bin.2.280	1354135	MQ
MFD05684.bin.2.281	2395330	MQ
MFD05684.bin.2.282	158373	MQ
MFD05684.bin.2.283	262210	MQ
MFD05684.bin.2.284	126119	MQ
MFD05684.bin.2.285	331457	MQ
MFD05684.bin.2.29	248539	MQ
MFD05684.bin.2.31	574873	MQ
MFD05684.bin.2.33	245430	MQ
MFD05684.bin.2.34	160130	MQ
MFD05684.bin.2.36	205080	MQ
MFD05684.bin.2.37	387810	MQ
MFD05684.bin.2.38	1794714	MQ
MFD05684.bin.2.39	331018	MQ
MFD05684.bin.2.41	390034	MQ
MFD05684.bin.2.43	542936	MQ
MFD05684.bin.2.48	821574	MQ
MFD05684.bin.2.5	118214	MQ
MFD05684.bin.2.50	237099	MQ
MFD05684.bin.2.51	365148	MQ
MFD05684.bin.2.55	123904	MQ
MFD05684.bin.2.58	108408	MQ
MFD05684.bin.2.6	200498	MQ
MFD05684.bin.2.61	307006	MQ
MFD05684.bin.2.63	232586	MQ
MFD05684.bin.2.64	3827495	MQ
MFD05684.bin.2.65	1391784	MQ
MFD05684.bin.2.66	704258	MQ
MFD05684.bin.2.67	232813	MQ
MFD05684.bin.2.68	209674	MQ
MFD05684.bin.2.69	179105	MQ
MFD05684.bin.2.72	363999	MQ
MFD05684.bin.2.73	578049	MQ
MFD05684.bin.2.75	379670	MQ
MFD05684.bin.2.78	5687249	MQ
MFD05684.bin.2.80	85262	MQ
MFD05684.bin.2.82	3747612	MQ
MFD05684.bin.2.83	1438537	MQ
MFD05684.bin.2.84	1197004	MQ
MFD05684.bin.2.88	641711	MQ
MFD05684.bin.2.91	158907	MQ
MFD05684.bin.2.92	103049	MQ
MFD05684.bin.2.93	761997	MQ
MFD05684.bin.2.95	478515	MQ
MFD05684.bin.2.96	108995	MQ
MFD05684.bin.2.98	644156	MQ
MFD05684.bin.2.99	297919	MQ
MFD05684.bin.3.1	95219	MQ
MFD05684.bin.3.129	729619	MQ
MFD05684.bin.3.142	140043	MQ
MFD05684.bin.3.143	177130	MQ
MFD05684.bin.3.151	88921	MQ
MFD05684.bin.3.160	181475	MQ
MFD05684.bin.3.171	464637	MQ
MFD05684.bin.3.180	294809	MQ
MFD05684.bin.3.198	97749	MQ
MFD05684.bin.3.29	183771	MQ
MFD05684.bin.3.306	146403	MQ
MFD05684.bin.3.313	77644	MQ
MFD05684.bin.3.333	203014	MQ
MFD05684.bin.3.34	388449	MQ
MFD05684.bin.3.341	95656	MQ
MFD05684.bin.3.391	314203	MQ
MFD05684.bin.3.402	199618	MQ
MFD05684.bin.3.404	44103	MQ
MFD05684.bin.3.421	113488	MQ
MFD05684.bin.3.44	195855	MQ
MFD05684.bin.3.60	1336554	MQ
MFD05684.bin.3.79	62839	MQ
MFD05684.bin.4.554	158654	MQ
MFD05705.bin.1.132	444034	MQ
MFD05705.bin.1.143	229482	MQ
MFD05705.bin.1.223	513819	MQ
MFD05705.bin.1.243	611652	MQ
MFD05705.bin.1.7	502558	MQ
MFD05705.bin.2.10	2267774	MQ
MFD05705.bin.2.100	234009	MQ
MFD05705.bin.2.106	3230416	MQ
MFD05705.bin.2.107	561430	MQ
MFD05705.bin.2.108	2454982	MQ
MFD05705.bin.2.110	2300534	MQ
MFD05705.bin.2.112	263171	MQ
MFD05705.bin.2.113	206174	MQ
MFD05705.bin.2.12	567220	MQ
MFD05705.bin.2.120	560803	MQ
MFD05705.bin.2.121	303072	MQ
MFD05705.bin.2.126	533620	MQ
MFD05705.bin.2.13	287181	MQ
MFD05705.bin.2.131	1611053	MQ
MFD05705.bin.2.135	319638	MQ
MFD05705.bin.2.137	564427	MQ
MFD05705.bin.2.138	731546	MQ
MFD05705.bin.2.141	618966	MQ
MFD05705.bin.2.143	986495	MQ
MFD05705.bin.2.144	215008	MQ
MFD05705.bin.2.145	670352	MQ
MFD05705.bin.2.146	369292	MQ
MFD05705.bin.2.149	2895214	MQ
MFD05705.bin.2.15	1969345	MQ
MFD05705.bin.2.152	281422	MQ
MFD05705.bin.2.2	428609	MQ
MFD05705.bin.2.20	233743	MQ
MFD05705.bin.2.22	3812581	MQ
MFD05705.bin.2.35	437987	MQ
MFD05705.bin.2.36	652207	MQ
MFD05705.bin.2.39	404786	MQ
MFD05705.bin.2.4	689594	MQ
MFD05705.bin.2.41	765546	MQ
MFD05705.bin.2.42	842964	MQ
MFD05705.bin.2.43	577116	MQ
MFD05705.bin.2.44	344575	MQ
MFD05705.bin.2.47	822841	MQ
MFD05705.bin.2.48	821696	MQ
MFD05705.bin.2.49	213284	MQ
MFD05705.bin.2.5	243437	MQ
MFD05705.bin.2.50	4383817	MQ
MFD05705.bin.2.52	228004	MQ
MFD05705.bin.2.55	143607	MQ
MFD05705.bin.2.6	465952	MQ
MFD05705.bin.2.66	521249	MQ
MFD05705.bin.2.71	317700	MQ
MFD05705.bin.2.72	489938	MQ
MFD05705.bin.2.76	531344	MQ
MFD05705.bin.2.82	442453	MQ
MFD05705.bin.2.85	1606534	MQ
MFD05705.bin.2.86	678051	MQ
MFD05705.bin.2.87	1033017	MQ
MFD05705.bin.2.88	683293	MQ
MFD05705.bin.2.89	321621	MQ
MFD05705.bin.2.90	350967	MQ
MFD05705.bin.2.92	495136	MQ
MFD05705.bin.2.94	2627913	MQ
MFD05705.bin.2.95	100978	MQ
MFD05705.bin.2.96	682101	MQ
MFD05705.bin.2.99	242661	MQ
MFD05705.bin.3.107	187269	MQ
MFD05705.bin.3.208	90654	MQ
MFD05705.bin.3.237	314619	MQ
MFD05705.bin.3.254	250585	MQ
MFD05705.bin.3.308	757695	MQ
MFD05705.bin.3.47	207630	MQ
MFD05705.bin.4.417	220083	MQ
MFD05705.bin.4.70	203699	MQ
MFD05747.bin.2.1	1246922	MQ
MFD05747.bin.2.102	219842	MQ
MFD05747.bin.2.105	461501	MQ
MFD05747.bin.2.112	222035	MQ
MFD05747.bin.2.116	399134	MQ
MFD05747.bin.2.119	651639	MQ
MFD05747.bin.2.120	228580	MQ
MFD05747.bin.2.124	196204	MQ
MFD05747.bin.2.125	526779	MQ
MFD05747.bin.2.127	835705	MQ
MFD05747.bin.2.132	463746	MQ
MFD05747.bin.2.134	428701	MQ
MFD05747.bin.2.136	396333	MQ
MFD05747.bin.2.137	127160	MQ
MFD05747.bin.2.142	140697	MQ
MFD05747.bin.2.144	322118	MQ
MFD05747.bin.2.145	3865908	MQ
MFD05747.bin.2.149	764341	MQ
MFD05747.bin.2.150	578318	MQ
MFD05747.bin.2.152	121429	MQ
MFD05747.bin.2.155	310280	MQ
MFD05747.bin.2.157	189970	MQ
MFD05747.bin.2.16	140974	MQ
MFD05747.bin.2.162	527491	MQ
MFD05747.bin.2.163	244328	MQ
MFD05747.bin.2.165	388651	MQ
MFD05747.bin.2.167	789213	MQ
MFD05747.bin.2.173	336371	MQ
MFD05747.bin.2.174	378328	MQ
MFD05747.bin.2.175	850482	MQ
MFD05747.bin.2.176	246421	MQ
MFD05747.bin.2.177	275838	MQ
MFD05747.bin.2.178	126345	MQ
MFD05747.bin.2.183	3479828	MQ
MFD05747.bin.2.188	257742	MQ
MFD05747.bin.2.193	4356551	MQ
MFD05747.bin.2.197	490730	MQ
MFD05747.bin.2.2	739541	MQ
MFD05747.bin.2.200	531577	MQ
MFD05747.bin.2.202	177198	MQ
MFD05747.bin.2.21	2383814	MQ
MFD05747.bin.2.210	836132	MQ
MFD05747.bin.2.211	313319	MQ
MFD05747.bin.2.215	3150620	MQ
MFD05747.bin.2.217	1689730	MQ
MFD05747.bin.2.221	529942	MQ
MFD05747.bin.2.223	704764	MQ
MFD05747.bin.2.224	606857	MQ
MFD05747.bin.2.23	437320	MQ
MFD05747.bin.2.24	179977	MQ
MFD05747.bin.2.28	325429	MQ
MFD05747.bin.2.29	2505406	MQ
MFD05747.bin.2.33	294701	MQ
MFD05747.bin.2.36	2214485	MQ
MFD05747.bin.2.37	149638	MQ
MFD05747.bin.2.40	558569	MQ
MFD05747.bin.2.42	717795	MQ
MFD05747.bin.2.52	417757	MQ
MFD05747.bin.2.59	629743	MQ
MFD05747.bin.2.85	262668	MQ
MFD05747.bin.2.90	797459	MQ
MFD05747.bin.2.93	1823629	MQ
MFD05747.bin.3.104	144466	MQ
MFD05747.bin.3.156	362689	MQ
MFD05747.bin.3.196	1042568	MQ
MFD05747.bin.3.237	217518	MQ
MFD05747.bin.3.238	2668405	MQ
MFD05747.bin.3.242	383670	MQ
MFD05747.bin.3.273	141195	MQ
MFD05747.bin.3.28	288947	MQ
MFD05747.bin.3.294	66178	MQ
MFD05747.bin.3.302	193417	MQ
MFD05747.bin.3.323	105669	MQ
MFD05747.bin.3.37	139586	MQ
MFD05747.bin.3.402	423270	MQ
MFD05747.bin.3.574	682383	MQ
MFD05747.bin.3.79	378950	MQ
MFD05747.bin.4.134	111258	MQ
MFD05747.bin.4.161	206456	MQ
MFD05841.bin.2.1	869688	MQ
MFD05841.bin.2.10	1288239	MQ
MFD05841.bin.2.100	233293	MQ
MFD05841.bin.2.102	232044	MQ
MFD05841.bin.2.109	184063	MQ
MFD05841.bin.2.11	82106	MQ
MFD05841.bin.2.110	486629	MQ
MFD05841.bin.2.111	379925	MQ
MFD05841.bin.2.112	350948	MQ
MFD05841.bin.2.116	196414	MQ
MFD05841.bin.2.117	2542916	MQ
MFD05841.bin.2.118	267381	MQ
MFD05841.bin.2.119	92348	MQ
MFD05841.bin.2.12	253183	MQ
MFD05841.bin.2.120	83946	MQ
MFD05841.bin.2.123	2713226	MQ
MFD05841.bin.2.124	386706	MQ
MFD05841.bin.2.128	340468	MQ
MFD05841.bin.2.129	519495	MQ
MFD05841.bin.2.132	138519	MQ
MFD05841.bin.2.133	134853	MQ
MFD05841.bin.2.137	847199	MQ
MFD05841.bin.2.14	250038	MQ
MFD05841.bin.2.140	154582	MQ
MFD05841.bin.2.150	1495107	MQ
MFD05841.bin.2.159	398731	MQ
MFD05841.bin.2.163	194304	MQ
MFD05841.bin.2.164	353033	MQ
MFD05841.bin.2.165	282870	MQ
MFD05841.bin.2.169	69462	MQ
MFD05841.bin.2.175	2362755	MQ
MFD05841.bin.2.176	308817	MQ
MFD05841.bin.2.177	190317	MQ
MFD05841.bin.2.190	121269	MQ
MFD05841.bin.2.193	605736	MQ
MFD05841.bin.2.194	269064	MQ
MFD05841.bin.2.196	112732	MQ
MFD05841.bin.2.197	257882	MQ
MFD05841.bin.2.2	154192	MQ
MFD05841.bin.2.20	367968	MQ
MFD05841.bin.2.204	674831	MQ
MFD05841.bin.2.205	183715	MQ
MFD05841.bin.2.206	416048	MQ
MFD05841.bin.2.207	345870	MQ
MFD05841.bin.2.209	547180	MQ
MFD05841.bin.2.21	189225	MQ
MFD05841.bin.2.212	168828	MQ
MFD05841.bin.2.213	470975	MQ
MFD05841.bin.2.214	1789996	MQ
MFD05841.bin.2.220	1488007	MQ
MFD05841.bin.2.228	2959052	MQ
MFD05841.bin.2.23	890760	MQ
MFD05841.bin.2.230	2468497	MQ
MFD05841.bin.2.27	234060	MQ
MFD05841.bin.2.28	263800	MQ
MFD05841.bin.2.31	144275	MQ
MFD05841.bin.2.34	337013	MQ
MFD05841.bin.2.36	247414	MQ
MFD05841.bin.2.37	639855	MQ
MFD05841.bin.2.38	509217	MQ
MFD05841.bin.2.39	1559165	MQ
MFD05841.bin.2.4	221205	MQ
MFD05841.bin.2.41	422248	MQ
MFD05841.bin.2.43	244809	MQ
MFD05841.bin.2.44	155385	MQ
MFD05841.bin.2.45	470421	MQ
MFD05841.bin.2.49	669349	MQ
MFD05841.bin.2.51	128157	MQ
MFD05841.bin.2.56	260923	MQ
MFD05841.bin.2.57	160079	MQ
MFD05841.bin.2.58	133132	MQ
MFD05841.bin.2.6	278268	MQ
MFD05841.bin.2.60	60070	MQ
MFD05841.bin.2.61	378458	MQ
MFD05841.bin.2.63	155671	MQ
MFD05841.bin.2.64	339220	MQ
MFD05841.bin.2.67	134969	MQ
MFD05841.bin.2.68	363504	MQ
MFD05841.bin.2.69	181584	MQ
MFD05841.bin.2.7	175637	MQ
MFD05841.bin.2.70	249764	MQ
MFD05841.bin.2.71	102486	MQ
MFD05841.bin.2.72	1297942	MQ
MFD05841.bin.2.73	526895	MQ
MFD05841.bin.2.8	227759	MQ
MFD05841.bin.2.96	3051429	MQ
MFD05841.bin.3.119	223456	MQ
MFD05841.bin.3.121	99488	MQ
MFD05841.bin.3.160	319982	MQ
MFD05841.bin.3.161	159204	MQ
MFD05841.bin.3.176	72943	MQ
MFD05841.bin.3.184	260052	MQ
MFD05841.bin.3.233	258213	MQ
MFD05841.bin.3.236	500013	MQ
MFD05841.bin.3.261	491136	MQ
MFD05841.bin.3.277	124416	MQ
MFD05841.bin.3.284	173555	MQ
MFD05841.bin.3.285	198176	MQ
MFD05841.bin.3.297	256957	MQ
MFD05841.bin.3.299	88799	MQ
MFD05841.bin.3.37	49265	MQ
MFD05841.bin.3.38	92589	MQ
MFD05841.bin.3.387	273421	MQ
MFD05841.bin.3.431	97157	MQ
MFD05841.bin.3.435	108261	MQ
MFD05841.bin.3.44	301528	MQ
MFD05841.bin.3.60	143346	MQ
MFD05841.bin.3.68	315938	MQ
MFD05841.bin.4.342	45321	MQ
MFD05841.bin.4.455	261641	MQ
MFD05942.bin.1.100	366005	MQ
MFD05942.bin.1.129	1077156	MQ
MFD05942.bin.1.211	567027	MQ
MFD05942.bin.1.304	2693466	MQ
MFD05942.bin.1.391	223795	MQ
MFD05942.bin.1.431	573021	MQ
MFD05942.bin.1.468	383665	MQ
MFD05942.bin.1.63	2028939	MQ
MFD05942.bin.2.101	308038	MQ
MFD05942.bin.2.102	190678	MQ
MFD05942.bin.2.103	317163	MQ
MFD05942.bin.2.106	267260	MQ
MFD05942.bin.2.108	721644	MQ
MFD05942.bin.2.109	173036	MQ
MFD05942.bin.2.111	236826	MQ
MFD05942.bin.2.112	172304	MQ
MFD05942.bin.2.113	153812	MQ
MFD05942.bin.2.114	644868	MQ
MFD05942.bin.2.115	384599	MQ
MFD05942.bin.2.117	487078	MQ
MFD05942.bin.2.118	97844	MQ
MFD05942.bin.2.119	168861	MQ
MFD05942.bin.2.12	2875816	MQ
MFD05942.bin.2.120	165909	MQ
MFD05942.bin.2.121	110613	MQ
MFD05942.bin.2.122	221463	MQ
MFD05942.bin.2.123	123079	MQ
MFD05942.bin.2.125	61671	MQ
MFD05942.bin.2.127	233181	MQ
MFD05942.bin.2.130	592725	MQ
MFD05942.bin.2.131	127697	MQ
MFD05942.bin.2.132	188950	MQ
MFD05942.bin.2.133	600386	MQ
MFD05942.bin.2.135	79806	MQ
MFD05942.bin.2.136	566090	MQ
MFD05942.bin.2.137	112461	MQ
MFD05942.bin.2.150	177186	MQ
MFD05942.bin.2.155	237700	MQ
MFD05942.bin.2.163	88015	MQ
MFD05942.bin.2.166	137889	MQ
MFD05942.bin.2.169	572365	MQ
MFD05942.bin.2.176	338877	MQ
MFD05942.bin.2.177	638371	MQ
MFD05942.bin.2.197	229361	MQ
MFD05942.bin.2.198	690256	MQ
MFD05942.bin.2.20	1366748	MQ
MFD05942.bin.2.206	385889	MQ
MFD05942.bin.2.207	308848	MQ
MFD05942.bin.2.209	270483	MQ
MFD05942.bin.2.211	410252	MQ
MFD05942.bin.2.212	237790	MQ
MFD05942.bin.2.216	284695	MQ
MFD05942.bin.2.221	1103951	MQ
MFD05942.bin.2.225	232543	MQ
MFD05942.bin.2.234	329183	MQ
MFD05942.bin.2.238	115605	MQ
MFD05942.bin.2.242	538533	MQ
MFD05942.bin.2.244	187941	MQ
MFD05942.bin.2.246	151825	MQ
MFD05942.bin.2.248	473871	MQ
MFD05942.bin.2.249	322841	MQ
MFD05942.bin.2.252	342007	MQ
MFD05942.bin.2.254	583449	MQ
MFD05942.bin.2.255	1129639	MQ
MFD05942.bin.2.258	333841	MQ
MFD05942.bin.2.261	2587028	MQ
MFD05942.bin.2.262	1997497	MQ
MFD05942.bin.2.266	428289	MQ
MFD05942.bin.2.269	476158	MQ
MFD05942.bin.2.270	867959	MQ
MFD05942.bin.2.272	1042463	MQ
MFD05942.bin.2.28	596966	MQ
MFD05942.bin.2.281	232050	MQ
MFD05942.bin.2.285	115836	MQ
MFD05942.bin.2.29	127986	MQ
MFD05942.bin.2.290	1042058	MQ
MFD05942.bin.2.296	253996	MQ
MFD05942.bin.2.299	75598	MQ
MFD05942.bin.2.30	322422	MQ
MFD05942.bin.2.302	859141	MQ
MFD05942.bin.2.303	252637	MQ
MFD05942.bin.2.306	956446	MQ
MFD05942.bin.2.307	227388	MQ
MFD05942.bin.2.31	765704	MQ
MFD05942.bin.2.313	335036	MQ
MFD05942.bin.2.318	814259	MQ
MFD05942.bin.2.32	160772	MQ
MFD05942.bin.2.320	165454	MQ
MFD05942.bin.2.325	783973	MQ
MFD05942.bin.2.329	202384	MQ
MFD05942.bin.2.33	221869	MQ
MFD05942.bin.2.330	347680	MQ
MFD05942.bin.2.336	148556	MQ
MFD05942.bin.2.338	546483	MQ
MFD05942.bin.2.339	828610	MQ
MFD05942.bin.2.34	358631	MQ
MFD05942.bin.2.344	180195	MQ
MFD05942.bin.2.345	189575	MQ
MFD05942.bin.2.346	593061	MQ
MFD05942.bin.2.347	481867	MQ
MFD05942.bin.2.348	588122	MQ
MFD05942.bin.2.349	1064262	MQ
MFD05942.bin.2.353	403261	MQ
MFD05942.bin.2.354	143292	MQ
MFD05942.bin.2.36	476149	MQ
MFD05942.bin.2.361	1194818	MQ
MFD05942.bin.2.38	205541	MQ
MFD05942.bin.2.39	312741	MQ
MFD05942.bin.2.40	285313	MQ
MFD05942.bin.2.44	213397	MQ
MFD05942.bin.2.45	1919958	MQ
MFD05942.bin.2.46	617560	MQ
MFD05942.bin.2.47	520231	MQ
MFD05942.bin.2.49	237899	MQ
MFD05942.bin.2.55	870853	MQ
MFD05942.bin.2.56	256193	MQ
MFD05942.bin.2.60	150971	MQ
MFD05942.bin.2.61	519264	MQ
MFD05942.bin.2.64	466515	MQ
MFD05942.bin.2.66	1425728	MQ
MFD05942.bin.2.67	722289	MQ
MFD05942.bin.2.68	392109	MQ
MFD05942.bin.2.69	2337315	MQ
MFD05942.bin.2.7	1004257	MQ
MFD05942.bin.2.78	223020	MQ
MFD05942.bin.2.79	1505158	MQ
MFD05942.bin.2.8	256625	MQ
MFD05942.bin.2.81	213673	MQ
MFD05942.bin.2.82	349740	MQ
MFD05942.bin.2.84	339653	MQ
MFD05942.bin.2.85	306546	MQ
MFD05942.bin.2.86	783335	MQ
MFD05942.bin.2.87	440206	MQ
MFD05942.bin.2.89	218335	MQ
MFD05942.bin.2.9	328350	MQ
MFD05942.bin.2.91	148021	MQ
MFD05942.bin.2.93	216585	MQ
MFD05942.bin.2.95	196104	MQ
MFD05942.bin.2.96	105855	MQ
MFD05942.bin.2.97	423924	MQ
MFD05942.bin.2.99	167810	MQ
MFD05942.bin.3.126	916996	MQ
MFD05942.bin.3.128	60255	MQ
MFD05942.bin.3.131	125905	MQ
MFD05942.bin.3.140	348469	MQ
MFD05942.bin.3.17	218917	MQ
MFD05942.bin.3.192	232643	MQ
MFD05942.bin.3.222	75760	MQ
MFD05942.bin.3.249	220784	MQ
MFD05942.bin.3.254	351093	MQ
MFD05942.bin.3.255	331173	MQ
MFD05942.bin.3.267	973351	MQ
MFD05942.bin.3.275	160533	MQ
MFD05942.bin.3.283	181899	MQ
MFD05942.bin.3.284	439481	MQ
MFD05942.bin.3.300	172264	MQ
MFD05942.bin.3.322	128040	MQ
MFD05942.bin.3.327	1033304	MQ
MFD05942.bin.3.333	227535	MQ
