bin	Genome_Size	MAG_status
MFD05942.bin.3.300	1385971	MQ
MFD05942.bin.3.322	3677059	MQ
MFD05942.bin.3.327	4092196	MQ
MFD05942.bin.3.333	2385704	MQ
MFD05942.bin.3.344	2793317	MQ
MFD05942.bin.3.361	3481948	MQ
MFD05942.bin.3.4	4103643	MQ
MFD05942.bin.3.408	3858724	MQ
MFD05942.bin.3.425	2854984	MQ
MFD05942.bin.3.478	8001491	MQ
MFD05942.bin.3.50	2942874	MQ
MFD05942.bin.3.550	3221674	MQ
MFD05942.bin.3.623	2484359	MQ
MFD05942.bin.3.643	2727144	MQ
MFD05942.bin.3.656	5988285	MQ
MFD05942.bin.3.727	5225676	MQ
MFD05942.bin.3.80	2950668	MQ
MFD05942.bin.3.94	3951553	MQ
MFD05942.bin.4.194	6709954	MQ
MFD05942.bin.4.397	2151930	MQ
MFD05942.bin.4.459	4007594	MQ
MFD05942.bin.4.462	3263473	MQ
MFD05942.bin.4.8	2608455	MQ
MFD06085.bin.1.183	4664415	MQ
MFD06085.bin.1.38	5678994	MQ
MFD06085.bin.1.62	4714112	MQ
MFD06085.bin.2.1	3189440	MQ
MFD06085.bin.2.107	3615974	MQ
MFD06085.bin.2.117	5052667	MQ
MFD06085.bin.2.120	3511353	MQ
MFD06085.bin.2.125	3595734	MQ
MFD06085.bin.2.126	4688541	MQ
MFD06085.bin.2.133	6148424	MQ
MFD06085.bin.2.142	2867479	MQ
MFD06085.bin.2.143	3265373	MQ
MFD06085.bin.2.144	4444253	MQ
MFD06085.bin.2.155	3093818	MQ
MFD06085.bin.2.158	4425881	MQ
MFD06085.bin.2.162	3926595	MQ
MFD06085.bin.2.163	3471201	MQ
MFD06085.bin.2.19	5313334	MQ
MFD06085.bin.2.31	5143871	MQ
MFD06085.bin.2.33	3361382	MQ
MFD06085.bin.2.34	3430904	MQ
MFD06085.bin.2.35	4338874	MQ
MFD06085.bin.2.4	3250420	MQ
MFD06085.bin.2.60	6817490	MQ
MFD06085.bin.2.66	3121006	MQ
MFD06085.bin.2.74	2994223	MQ
MFD06085.bin.2.75	2438246	MQ
MFD06085.bin.2.78	6005681	MQ
MFD06085.bin.2.89	2640545	MQ
MFD06085.bin.2.9	7238871	MQ
MFD06085.bin.2.91	3629194	MQ
MFD06085.bin.2.93	2370595	MQ
MFD06085.bin.2.96	4549579	MQ
MFD06085.bin.2.97	5387314	MQ
MFD06085.bin.3.113	3848624	MQ
MFD06085.bin.3.177	1930095	MQ
MFD06085.bin.3.239	6069185	MQ
MFD06085.bin.3.256	2600563	MQ
MFD06085.bin.3.380	7937333	MQ
MFD06085.bin.3.398	2225802	MQ
MFD06085.bin.3.51	4177511	MQ
MFD06085.bin.3.99	4468062	MQ
MFD06085.bin.4.391	3283447	MQ
MFD06092.bin.1.170	3577916	MQ
MFD06092.bin.1.173	8456761	MQ
MFD06092.bin.1.198	6696608	MQ
MFD06092.bin.1.210	6705560	MQ
MFD06092.bin.1.211	5031201	MQ
MFD06092.bin.1.223	3238294	MQ
MFD06092.bin.1.77	8124433	MQ
MFD06092.bin.1.78	4783189	MQ
MFD06092.bin.2.10	4192553	MQ
MFD06092.bin.2.113	10013183	MQ
MFD06092.bin.2.117	9740377	MQ
MFD06092.bin.2.119	4267932	MQ
MFD06092.bin.2.122	6607871	MQ
MFD06092.bin.2.129	4700804	MQ
MFD06092.bin.2.137	4428730	MQ
MFD06092.bin.2.138	4463527	MQ
MFD06092.bin.2.139	4900943	MQ
MFD06092.bin.2.145	4874135	MQ
MFD06092.bin.2.146	6727127	MQ
MFD06092.bin.2.148	5396231	MQ
MFD06092.bin.2.152	2872142	MQ
MFD06092.bin.2.154	2925914	MQ
MFD06092.bin.2.155	2137963	MQ
MFD06092.bin.2.158	5229006	MQ
MFD06092.bin.2.160	7946955	MQ
MFD06092.bin.2.163	4657523	MQ
MFD06092.bin.2.164	2741594	MQ
MFD06092.bin.2.165	3980134	MQ
MFD06092.bin.2.171	3993854	MQ
MFD06092.bin.2.173	2843570	MQ
MFD06092.bin.2.175	3066875	MQ
MFD06092.bin.2.176	7368470	MQ
MFD06092.bin.2.177	5428327	MQ
MFD06092.bin.2.179	3752329	MQ
MFD06092.bin.2.180	4397613	MQ
MFD06092.bin.2.181	7039460	MQ
MFD06092.bin.2.189	6985515	MQ
MFD06092.bin.2.198	4680519	MQ
MFD06092.bin.2.203	4404022	MQ
MFD06092.bin.2.205	3205841	MQ
MFD06092.bin.2.3	1949764	MQ
MFD06092.bin.2.37	5351418	MQ
MFD06092.bin.2.38	3284274	MQ
MFD06092.bin.2.39	3692006	MQ
MFD06092.bin.2.40	7476551	MQ
MFD06092.bin.2.46	4433395	MQ
MFD06092.bin.2.47	3676324	MQ
MFD06092.bin.2.48	3769626	MQ
MFD06092.bin.2.49	3576097	MQ
MFD06092.bin.2.5	7575039	MQ
MFD06092.bin.2.51	3771209	MQ
MFD06092.bin.2.54	3762097	MQ
MFD06092.bin.2.57	5115882	MQ
MFD06092.bin.2.58	3997163	MQ
MFD06092.bin.2.63	5751789	MQ
MFD06092.bin.2.66	4116854	MQ
MFD06092.bin.2.68	5846192	MQ
MFD06092.bin.2.7	3475706	MQ
MFD06092.bin.2.73	5384955	MQ
MFD06092.bin.2.74	3301859	MQ
MFD06092.bin.2.75	2501911	MQ
MFD06092.bin.2.76	4037730	MQ
MFD06092.bin.2.78	2971179	MQ
MFD06092.bin.2.81	5761618	MQ
MFD06092.bin.2.82	3262796	MQ
MFD06092.bin.2.85	4029306	MQ
MFD06092.bin.2.86	6854327	MQ
MFD06092.bin.2.87	4034565	MQ
MFD06092.bin.2.89	5130912	MQ
MFD06092.bin.2.94	3341592	MQ
MFD06092.bin.2.96	4627708	MQ
MFD06092.bin.2.99	2986738	MQ
MFD06092.bin.3.114	4696173	MQ
MFD06092.bin.3.249	2607913	MQ
MFD06092.bin.3.285	2241099	MQ
MFD06092.bin.3.326	4399466	MQ
MFD06092.bin.4.257	3700708	MQ
MFD06229.bin.2.115	6413904	MQ
MFD06229.bin.2.122	2610500	MQ
MFD06229.bin.2.124	2851332	MQ
MFD06229.bin.2.134	2888280	MQ
MFD06229.bin.2.137	6844100	MQ
MFD06229.bin.2.138	3016912	MQ
MFD06229.bin.2.140	5451512	MQ
MFD06229.bin.2.149	4365457	MQ
MFD06229.bin.2.150	3379643	MQ
MFD06229.bin.2.154	2702259	MQ
MFD06229.bin.2.155	3872303	MQ
MFD06229.bin.2.157	6924373	MQ
MFD06229.bin.2.159	3380184	MQ
MFD06229.bin.2.162	6126740	MQ
MFD06229.bin.2.168	2093027	MQ
MFD06229.bin.2.17	6465237	MQ
MFD06229.bin.2.181	4725577	MQ
MFD06229.bin.2.185	4947789	MQ
MFD06229.bin.2.186	5125385	MQ
MFD06229.bin.2.191	3301713	MQ
MFD06229.bin.2.204	2528984	MQ
MFD06229.bin.2.210	3463145	MQ
MFD06229.bin.2.215	8256527	MQ
MFD06229.bin.2.219	6715345	MQ
MFD06229.bin.2.225	6886630	MQ
MFD06229.bin.2.226	6817252	MQ
MFD06229.bin.2.227	2730512	MQ
MFD06229.bin.2.230	3389428	MQ
MFD06229.bin.2.236	3769096	MQ
MFD06229.bin.2.238	6924468	MQ
MFD06229.bin.2.24	3414012	MQ
MFD06229.bin.2.240	3624130	MQ
MFD06229.bin.2.245	6670056	MQ
MFD06229.bin.2.246	6520024	MQ
MFD06229.bin.2.252	4429576	MQ
MFD06229.bin.2.258	4498813	MQ
MFD06229.bin.2.259	4283953	MQ
MFD06229.bin.2.262	2181452	MQ
MFD06229.bin.2.265	4712390	MQ
MFD06229.bin.2.32	9307198	MQ
MFD06229.bin.2.38	7578434	MQ
MFD06229.bin.2.4	4827834	MQ
MFD06229.bin.2.40	2970139	MQ
MFD06229.bin.2.41	4388069	MQ
MFD06229.bin.2.42	3959363	MQ
MFD06229.bin.2.5	3485440	MQ
MFD06229.bin.2.51	5854600	MQ
MFD06229.bin.2.55	3853111	MQ
MFD06229.bin.2.57	4165022	MQ
MFD06229.bin.2.61	4809751	MQ
MFD06229.bin.2.63	6426013	MQ
MFD06229.bin.2.64	6727294	MQ
MFD06229.bin.2.69	5198510	MQ
MFD06229.bin.2.70	2116432	MQ
MFD06229.bin.2.72	3358943	MQ
MFD06229.bin.2.77	5549046	MQ
MFD06229.bin.2.89	6502557	MQ
MFD06229.bin.3.102	6825709	MQ
MFD06229.bin.3.208	6796191	MQ
MFD06229.bin.3.228	4792763	MQ
MFD06229.bin.3.372	6526260	MQ
MFD06229.bin.3.42	6053103	MQ
MFD06229.bin.3.461	2670038	MQ
MFD06229.bin.3.483	6393418	MQ
MFD06229.bin.3.491	6150813	MQ
MFD06229.bin.3.554	2821116	MQ
MFD06229.bin.3.581	3078949	MQ
MFD06229.bin.3.98	4412283	MQ
MFD06229.bin.4.101	3998164	MQ
MFD06229.bin.4.403	2995476	MQ
MFD06229.bin.4.496	4790425	MQ
MFD06298.bin.1.142	4075041	MQ
MFD06298.bin.2.10	6668633	MQ
MFD06298.bin.2.114	4238981	MQ
MFD06298.bin.2.116	3351604	MQ
MFD06298.bin.2.118	8754934	MQ
MFD06298.bin.2.127	6218849	MQ
MFD06298.bin.2.13	3091246	MQ
MFD06298.bin.2.131	5998628	MQ
MFD06298.bin.2.132	5988598	MQ
MFD06298.bin.2.137	4974261	MQ
MFD06298.bin.2.146	4067494	MQ
MFD06298.bin.2.154	3084949	MQ
MFD06298.bin.2.160	6472641	MQ
MFD06298.bin.2.166	2655068	MQ
MFD06298.bin.2.175	5067349	MQ
MFD06298.bin.2.185	6264976	MQ
MFD06298.bin.2.192	8182996	MQ
MFD06298.bin.2.195	4577108	MQ
MFD06298.bin.2.198	3883918	MQ
MFD06298.bin.2.20	5012552	MQ
MFD06298.bin.2.202	6041276	MQ
MFD06298.bin.2.208	5727689	MQ
MFD06298.bin.2.211	5227274	MQ
MFD06298.bin.2.213	5673556	MQ
MFD06298.bin.2.218	2551098	MQ
MFD06298.bin.2.219	4061757	MQ
MFD06298.bin.2.22	6516180	MQ
MFD06298.bin.2.220	5546980	MQ
MFD06298.bin.2.224	5027273	MQ
MFD06298.bin.2.225	7418453	MQ
MFD06298.bin.2.226	4819445	MQ
MFD06298.bin.2.34	2960833	MQ
MFD06298.bin.2.59	2973433	MQ
MFD06298.bin.2.62	3094400	MQ
MFD06298.bin.2.64	3807944	MQ
MFD06298.bin.2.66	4704985	MQ
MFD06298.bin.2.67	3572793	MQ
MFD06298.bin.2.69	4157837	MQ
MFD06298.bin.2.71	7172543	MQ
MFD06298.bin.2.72	1962647	MQ
MFD06298.bin.2.74	5822216	MQ
MFD06298.bin.2.77	5351321	MQ
MFD06298.bin.2.78	2665711	MQ
MFD06298.bin.3.105	5996199	MQ
MFD06298.bin.3.125	1758977	MQ
MFD06298.bin.3.148	1379572	MQ
MFD06298.bin.3.315	3579086	MQ
MFD06298.bin.3.339	6892063	MQ
MFD06298.bin.3.39	4043978	MQ
MFD06298.bin.3.525	3416668	MQ
MFD06298.bin.3.54	3536661	MQ
MFD06298.bin.3.556	3942518	MQ
MFD06435.bin.1.130	5114827	MQ
MFD06435.bin.1.72	3879495	MQ
MFD06435.bin.2.10	5145919	MQ
MFD06435.bin.2.101	3430707	MQ
MFD06435.bin.2.11	8817187	MQ
MFD06435.bin.2.110	3677522	MQ
MFD06435.bin.2.111	4968452	MQ
MFD06435.bin.2.113	2718032	MQ
MFD06435.bin.2.114	4492615	MQ
MFD06435.bin.2.116	6734112	MQ
MFD06435.bin.2.117	3639297	MQ
MFD06435.bin.2.119	4780194	MQ
MFD06435.bin.2.120	5105795	MQ
MFD06435.bin.2.125	3071466	MQ
MFD06435.bin.2.126	4504351	MQ
MFD06435.bin.2.13	4855262	MQ
MFD06435.bin.2.132	3319738	MQ
MFD06435.bin.2.134	5503625	MQ
MFD06435.bin.2.137	3177782	MQ
MFD06435.bin.2.138	3262626	MQ
MFD06435.bin.2.140	2798137	MQ
MFD06435.bin.2.142	4590996	MQ
MFD06435.bin.2.143	4482803	MQ
MFD06435.bin.2.144	3721120	MQ
MFD06435.bin.2.145	5523568	MQ
MFD06435.bin.2.146	4881616	MQ
MFD06435.bin.2.147	6212634	MQ
MFD06435.bin.2.148	6709693	MQ
MFD06435.bin.2.159	3878287	MQ
MFD06435.bin.2.160	2962653	MQ
MFD06435.bin.2.165	4761837	MQ
MFD06435.bin.2.166	2787382	MQ
MFD06435.bin.2.170	2930190	MQ
MFD06435.bin.2.174	2392054	MQ
MFD06435.bin.2.176	3224630	MQ
MFD06435.bin.2.178	3336591	MQ
MFD06435.bin.2.181	2690262	MQ
MFD06435.bin.2.183	9179136	MQ
MFD06435.bin.2.192	7880778	MQ
MFD06435.bin.2.193	4232808	MQ
MFD06435.bin.2.195	2978335	MQ
MFD06435.bin.2.21	6724601	MQ
MFD06435.bin.2.24	6079231	MQ
MFD06435.bin.2.33	3013461	MQ
MFD06435.bin.2.44	3364831	MQ
MFD06435.bin.2.45	3195159	MQ
MFD06435.bin.2.58	4165923	MQ
MFD06435.bin.2.59	6543890	MQ
MFD06435.bin.2.61	10356818	MQ
MFD06435.bin.2.63	5271269	MQ
MFD06435.bin.2.65	2530275	MQ
MFD06435.bin.2.68	3352654	MQ
MFD06435.bin.2.7	2189797	MQ
MFD06435.bin.2.8	4548811	MQ
MFD06435.bin.2.88	5005642	MQ
MFD06435.bin.2.9	5139226	MQ
MFD06435.bin.2.90	4378200	MQ
MFD06435.bin.2.94	4844381	MQ
MFD06435.bin.3.124	5493391	MQ
MFD06435.bin.3.22	5539056	MQ
MFD06435.bin.3.280	5168985	MQ
MFD06435.bin.3.313	5976420	MQ
MFD06435.bin.3.317	3969625	MQ
MFD06435.bin.3.333	4402774	MQ
MFD06435.bin.3.359	3748815	MQ
MFD06435.bin.3.419	4088131	MQ
MFD06435.bin.3.5	4367471	MQ
MFD06435.bin.3.50	6331831	MQ
MFD06435.bin.4.572	6558270	MQ
MFD06526.bin.1.2	4943111	MQ
MFD06526.bin.2.101	3053989	MQ
MFD06526.bin.2.110	5042397	MQ
MFD06526.bin.2.113	5031443	MQ
MFD06526.bin.2.119	9128327	MQ
MFD06526.bin.2.13	6407734	MQ
MFD06526.bin.2.18	2695248	MQ
MFD06526.bin.2.19	3227031	MQ
MFD06526.bin.2.21	3775013	MQ
MFD06526.bin.2.24	4999764	MQ
MFD06526.bin.2.47	4333835	MQ
MFD06526.bin.2.56	7201722	MQ
MFD06526.bin.2.58	5692617	MQ
MFD06526.bin.2.59	4416892	MQ
MFD06526.bin.2.60	4994933	MQ
MFD06526.bin.2.61	2209879	MQ
MFD06526.bin.2.69	3691255	MQ
MFD06526.bin.2.73	4100120	MQ
MFD06526.bin.2.74	4867745	MQ
MFD06526.bin.2.75	3958354	MQ
MFD06526.bin.2.76	5124280	MQ
MFD06526.bin.2.81	2157870	MQ
MFD06526.bin.2.89	4149745	MQ
MFD06526.bin.2.9	5536375	MQ
MFD06526.bin.2.99	5448935	MQ
MFD06526.bin.3.100	4628664	MQ
MFD06526.bin.3.188	4357462	MQ
MFD06526.bin.3.235	3478924	MQ
MFD06526.bin.3.285	4513047	MQ
MFD06526.bin.3.31	3060417	MQ
MFD06526.bin.3.329	1797069	MQ
MFD06526.bin.3.363	3110097	MQ
MFD06526.bin.3.41	7719941	MQ
MFD06526.bin.3.427	2806404	MQ
MFD06526.bin.3.74	3925347	MQ
MFD06714.bin.1.113	5840195	MQ
MFD06714.bin.1.121	5255794	MQ
MFD06714.bin.2.100	7117446	MQ
MFD06714.bin.2.102	5224432	MQ
MFD06714.bin.2.104	6340024	MQ
MFD06714.bin.2.110	4003085	MQ
MFD06714.bin.2.111	4532525	MQ
MFD06714.bin.2.115	4232633	MQ
MFD06714.bin.2.116	6823243	MQ
MFD06714.bin.2.117	6315103	MQ
MFD06714.bin.2.118	2767275	MQ
MFD06714.bin.2.119	3550055	MQ
MFD06714.bin.2.12	6965430	MQ
MFD06714.bin.2.120	3982653	MQ
MFD06714.bin.2.121	4601790	MQ
MFD06714.bin.2.122	3128306	MQ
MFD06714.bin.2.127	3907946	MQ
MFD06714.bin.2.128	8202974	MQ
MFD06714.bin.2.13	2650589	MQ
MFD06714.bin.2.130	3654146	MQ
MFD06714.bin.2.131	6846270	MQ
MFD06714.bin.2.137	8139957	MQ
MFD06714.bin.2.139	2644018	MQ
MFD06714.bin.2.142	3606800	MQ
MFD06714.bin.2.143	2794268	MQ
MFD06714.bin.2.146	5302042	MQ
MFD06714.bin.2.15	7134788	MQ
MFD06714.bin.2.153	3953471	MQ
MFD06714.bin.2.159	5397841	MQ
MFD06714.bin.2.161	7774783	MQ
MFD06714.bin.2.162	8587810	MQ
MFD06714.bin.2.165	3039960	MQ
MFD06714.bin.2.171	5102987	MQ
MFD06714.bin.2.174	5405196	MQ
MFD06714.bin.2.177	2160378	MQ
MFD06714.bin.2.179	7741108	MQ
MFD06714.bin.2.182	4247156	MQ
MFD06714.bin.2.184	2992644	MQ
MFD06714.bin.2.186	4431611	MQ
MFD06714.bin.2.190	4178589	MQ
MFD06714.bin.2.2	4959062	MQ
MFD06714.bin.2.20	3973216	MQ
MFD06714.bin.2.22	3090382	MQ
MFD06714.bin.2.25	13703224	MQ
MFD06714.bin.2.28	3953754	MQ
MFD06714.bin.2.29	6329456	MQ
MFD06714.bin.2.31	4464416	MQ
MFD06714.bin.2.32	5643529	MQ
MFD06714.bin.2.36	6243545	MQ
MFD06714.bin.2.37	2053442	MQ
MFD06714.bin.2.40	7438728	MQ
MFD06714.bin.2.41	3344135	MQ
MFD06714.bin.2.42	3058382	MQ
MFD06714.bin.2.43	4965557	MQ
MFD06714.bin.2.47	6616919	MQ
MFD06714.bin.2.5	1644148	MQ
MFD06714.bin.2.50	5242678	MQ
MFD06714.bin.2.53	1813331	MQ
MFD06714.bin.2.55	8616207	MQ
MFD06714.bin.2.56	5510638	MQ
MFD06714.bin.2.71	4178877	MQ
MFD06714.bin.2.77	6258370	MQ
MFD06714.bin.2.78	5014678	MQ
MFD06714.bin.2.83	5306782	MQ
MFD06714.bin.2.85	5275930	MQ
MFD06714.bin.2.86	5485016	MQ
MFD06714.bin.2.90	4318681	MQ
MFD06714.bin.2.92	6497359	MQ
MFD06714.bin.2.93	9164242	MQ
MFD06714.bin.2.94	5135745	MQ
MFD06714.bin.2.97	6993786	MQ
MFD06714.bin.2.98	3537797	MQ
MFD06714.bin.2.99	8294187	MQ
MFD06714.bin.3.132	5125121	MQ
MFD06714.bin.3.179	7361502	MQ
MFD06714.bin.3.18	3222325	MQ
MFD06714.bin.3.186	4013048	MQ
MFD06714.bin.3.228	6670805	MQ
MFD06714.bin.3.250	7347191	MQ
MFD06714.bin.3.252	5243301	MQ
MFD06714.bin.3.256	7054985	MQ
MFD06714.bin.3.278	3188509	MQ
MFD06714.bin.3.280	5868823	MQ
MFD06714.bin.3.429	7727209	MQ
MFD06714.bin.3.442	3389307	MQ
MFD06714.bin.3.60	2358501	MQ
MFD06714.bin.3.9	3162044	MQ
MFD06714.bin.4.187	2830075	MQ
MFD06714.bin.4.213	8775174	MQ
MFD06742.bin.2.1	3884744	MQ
MFD06742.bin.2.100	2198972	MQ
MFD06742.bin.2.103	3849299	MQ
MFD06742.bin.2.104	2806991	MQ
MFD06742.bin.2.106	7870360	MQ
MFD06742.bin.2.107	6576495	MQ
MFD06742.bin.2.109	4820979	MQ
MFD06742.bin.2.110	5201007	MQ
MFD06742.bin.2.111	5809033	MQ
MFD06742.bin.2.117	5409308	MQ
MFD06742.bin.2.125	3222197	MQ
MFD06742.bin.2.126	4027524	MQ
MFD06742.bin.2.128	4083358	MQ
MFD06742.bin.2.133	6062015	MQ
MFD06742.bin.2.143	3251710	MQ
MFD06742.bin.2.147	2723012	MQ
MFD06742.bin.2.154	4557310	MQ
MFD06742.bin.2.168	2665916	MQ
MFD06742.bin.2.180	3484860	MQ
MFD06742.bin.2.182	4485896	MQ
MFD06742.bin.2.185	5930688	MQ
MFD06742.bin.2.191	5272773	MQ
MFD06742.bin.2.193	3020176	MQ
MFD06742.bin.2.194	2655127	MQ
MFD06742.bin.2.196	6746588	MQ
MFD06742.bin.2.198	3623314	MQ
MFD06742.bin.2.199	4914757	MQ
MFD06742.bin.2.201	3485748	MQ
MFD06742.bin.2.204	3705741	MQ
MFD06742.bin.2.208	4622615	MQ
MFD06742.bin.2.209	7328398	MQ
MFD06742.bin.2.211	6152007	MQ
MFD06742.bin.2.218	6678696	MQ
MFD06742.bin.2.219	6404977	MQ
MFD06742.bin.2.229	3522414	MQ
MFD06742.bin.2.231	3613935	MQ
MFD06742.bin.2.233	3805273	MQ
MFD06742.bin.2.24	7101445	MQ
MFD06742.bin.2.250	4023255	MQ
MFD06742.bin.2.253	2828236	MQ
MFD06742.bin.2.263	2926325	MQ
MFD06742.bin.2.265	4971860	MQ
MFD06742.bin.2.272	5765570	MQ
MFD06742.bin.2.274	2565326	MQ
MFD06742.bin.2.278	6993073	MQ
MFD06742.bin.2.280	3761806	MQ
MFD06742.bin.2.29	2205494	MQ
MFD06742.bin.2.290	2270290	MQ
MFD06742.bin.2.292	3596607	MQ
MFD06742.bin.2.297	4259997	MQ
MFD06742.bin.2.298	4567225	MQ
MFD06742.bin.2.3	4824638	MQ
MFD06742.bin.2.302	3608283	MQ
MFD06742.bin.2.304	3704217	MQ
MFD06742.bin.2.305	4398573	MQ
MFD06742.bin.2.308	2157130	MQ
MFD06742.bin.2.309	7866995	MQ
MFD06742.bin.2.313	2741872	MQ
MFD06742.bin.2.315	4734319	MQ
MFD06742.bin.2.318	3656469	MQ
MFD06742.bin.2.34	5440456	MQ
MFD06742.bin.2.37	5204838	MQ
MFD06742.bin.2.42	8115113	MQ
MFD06742.bin.2.47	2978090	MQ
MFD06742.bin.2.52	4315143	MQ
MFD06742.bin.2.54	3775434	MQ
MFD06742.bin.2.59	3082063	MQ
MFD06742.bin.2.61	4888359	MQ
MFD06742.bin.2.68	2140840	MQ
MFD06742.bin.2.71	4698016	MQ
MFD06742.bin.2.74	4790426	MQ
MFD06742.bin.2.77	6632658	MQ
MFD06742.bin.2.8	5826783	MQ
MFD06742.bin.2.80	4361771	MQ
MFD06742.bin.2.84	4649973	MQ
MFD06742.bin.2.90	1569122	MQ
MFD06742.bin.2.93	4369934	MQ
MFD06742.bin.2.94	4517507	MQ
MFD06742.bin.2.97	2596108	MQ
MFD06742.bin.2.99	2147292	MQ
MFD06742.bin.3.269	5385057	MQ
MFD06742.bin.3.321	3742030	MQ
MFD06742.bin.3.344	5344839	MQ
MFD06742.bin.3.350	1645278	MQ
MFD06742.bin.3.373	6339485	MQ
MFD06742.bin.3.374	8402201	MQ
MFD06742.bin.3.485	3648826	MQ
MFD06742.bin.3.549	3018974	MQ
MFD06742.bin.3.587	2468797	MQ
MFD06742.bin.3.593	4667348	MQ
MFD06742.bin.3.630	5600361	MQ
MFD06742.bin.3.716	2614710	MQ
MFD06742.bin.3.739	3290047	MQ
MFD06742.bin.3.752	5846877	MQ
MFD06742.bin.3.764	3194214	MQ
MFD06742.bin.3.826	4439929	MQ
MFD06742.bin.3.840	6424631	MQ
MFD06742.bin.4.28	5483522	MQ
MFD06742.bin.4.49	2412887	MQ
MFD07386.bin.2.1	6349067	MQ
MFD07386.bin.2.16	2896679	MQ
MFD07386.bin.2.19	3098667	MQ
MFD07386.bin.2.20	3548945	MQ
MFD07386.bin.2.22	2820344	MQ
MFD07386.bin.2.23	2930413	MQ
MFD07386.bin.2.29	4601453	MQ
MFD07386.bin.2.49	8048827	MQ
MFD07386.bin.2.54	5744520	MQ
MFD07386.bin.2.6	6229046	MQ
MFD07639.bin.1.1	3299748	MQ
MFD07639.bin.2.1	3520227	MQ
MFD07639.bin.2.20	3153815	MQ
MFD07639.bin.2.22	2801955	MQ
MFD07639.bin.2.26	2997840	MQ
MFD07639.bin.2.3	2894038	MQ
MFD07639.bin.2.32	3708418	MQ
MFD07639.bin.2.34	4460012	MQ
MFD07639.bin.2.9	2587725	MQ
MFD07639.bin.3.12	3569916	MQ
MFD07639.bin.3.37	2856120	MQ
MFD07639.bin.3.4	2484312	MQ
MFD07691.bin.2.43	2971084	MQ
MFD07691.bin.2.58	4098511	MQ
MFD07737.bin.2.13	3787660	MQ
MFD07737.bin.2.31	3231348	MQ
MFD07737.bin.2.34	2566611	MQ
MFD07737.bin.2.36	3776588	MQ
MFD07737.bin.2.44	9624622	MQ
MFD07737.bin.3.13	2304990	MQ
MFD07737.bin.4.76	3859717	MQ
MFD07751.bin.2.43	4658606	MQ
MFD07841.bin.2.19	4370160	MQ
MFD07841.bin.2.22	2545102	MQ
MFD07841.bin.2.26	3236203	MQ
MFD07841.bin.2.41	2750440	MQ
MFD07841.bin.2.44	4668668	MQ
MFD07841.bin.2.5	2705952	MQ
MFD07841.bin.2.61	3679952	MQ
MFD07841.bin.2.63	2817036	MQ
MFD07841.bin.2.7	4997781	MQ
MFD07841.bin.3.176	3116377	MQ
MFD07841.bin.3.5	3998919	MQ
MFD07841.bin.3.76	4233538	MQ
MFD07987.bin.2.12	4546108	MQ
MFD07987.bin.2.15	2614155	MQ
MFD07987.bin.2.19	2595586	MQ
MFD07987.bin.2.3	1333781	MQ
MFD07987.bin.4.25	4389687	MQ
MFD08079.bin.2.21	3894979	MQ
MFD08079.bin.2.23	2146199	MQ
MFD08079.bin.2.54	1550100	MQ
MFD08079.bin.2.6	3626305	MQ
MFD08203.bin.2.11	2497129	MQ
MFD08353.bin.2.2	1382055	MQ
MFD08353.bin.2.20	2804335	MQ
MFD08353.bin.2.24	3809521	MQ
MFD08353.bin.2.25	3017878	MQ
MFD08353.bin.2.3	4464347	MQ
MFD08353.bin.3.25	6312893	MQ
MFD08353.bin.3.26	2258853	MQ
MFD08416.bin.2.10	2254060	MQ
MFD08416.bin.2.15	4721017	MQ
MFD08416.bin.2.21	3695229	MQ
MFD08416.bin.2.27	5199525	MQ
MFD08416.bin.2.30	2867839	MQ
MFD08416.bin.2.34	5057344	MQ
MFD08416.bin.2.38	4355074	MQ
MFD08416.bin.2.45	3913719	MQ
MFD08416.bin.2.48	5177172	MQ
MFD08416.bin.2.56	2494529	MQ
MFD08416.bin.2.6	3037142	MQ
MFD08416.bin.2.62	2486486	MQ
MFD08416.bin.2.66	2471027	MQ
MFD08416.bin.2.70	5205651	MQ
MFD08416.bin.2.72	4730809	MQ
MFD08416.bin.2.73	3319773	MQ
MFD08416.bin.2.74	2325205	MQ
MFD08416.bin.2.75	4020446	MQ
MFD08416.bin.2.80	4980916	MQ
MFD08416.bin.2.83	6703352	MQ
MFD08416.bin.3.150	3760282	MQ
MFD08416.bin.3.168	3358440	MQ
MFD08416.bin.3.88	3406761	MQ
MFD08447.bin.2.1	2107786	MQ
MFD08447.bin.2.10	3086272	MQ
MFD08447.bin.2.12	2458965	MQ
MFD08447.bin.2.13	5227730	MQ
MFD08447.bin.2.14	2763879	MQ
MFD08447.bin.2.17	2639364	MQ
MFD08447.bin.2.2	4050268	MQ
MFD08447.bin.2.37	2414371	MQ
MFD08447.bin.2.45	3449133	MQ
MFD08447.bin.2.46	2120167	MQ
MFD08447.bin.2.9	2243707	MQ
MFD08462.bin.2.40	2910439	MQ
MFD08462.bin.2.50	2292318	MQ
MFD08462.bin.2.79	2819730	MQ
MFD08462.bin.2.82	3564339	MQ
MFD08462.bin.2.88	7637001	MQ
MFD08462.bin.3.52	2969547	MQ
MFD08462.bin.3.59	4400285	MQ
MFD08497.bin.1.157	4351712	MQ
MFD08497.bin.1.25	4568445	MQ
MFD08497.bin.2.104	3050688	MQ
MFD08497.bin.2.106	4378412	MQ
MFD08497.bin.2.117	2914834	MQ
