bin	phylum	class	order	family	genus	species	novelty
MFD09206.bin.2.34	Dependentiae	Babeliae	Babeliales	Babeliaceae	g_novel_bac_1759	s_novel_30_0	Genus
MFD05684.bin.1.284	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA6224	s_novel_300_0	Species
MFD01223.bin.1.40	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Palsa-343	s_novel_3000_0	Species
MFD01138.bin.2.2	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3001_1	Species
MFD06092.bin.1.78	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3001_2	Species
MFD10064.bin.2.120	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3002_0	Species
MFD05580.bin.1.34	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Palsa-343	s_novel_3003_0	Species
MFD04463.bin.1.45	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3004_1	Species
MFD04463.bin.1.221	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	Silvibacterium sp013289875	Known
MFD06714.bin.2.41	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3006_0	Species
MFD02248.bin.1.115	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3007_1	Species
MFD02579.bin.1.54	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3008_1	Species
MFD00731.bin.3.65	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3009_1	Species
MFD00964.bin.2.271	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3009_2	Species
MFD04463.bin.2.146	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3009_3	Species
MFD04463.bin.2.192	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3009_4	Species
MFD02248.bin.1.69	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3009_5	Species
MFD05684.bin.2.263	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	JAGXIT01	s_novel_301_0	Species
MFD04463.bin.1.49	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	s_novel_3010_0	Species
MFD01138.bin.3.178	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Alloacidobacterium	s_novel_3011_0	Species
MFD04463.bin.1.35	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Alloacidobacterium	s_novel_3012_0	Species
MFD04967.bin.2.53	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Alloacidobacterium	s_novel_3013_0	Species
MFD03726.bin.1.68	Patescibacteria	ABY1	SG8-24	2-12-FULL-60-25	2-12-FULL-60-25	s_novel_3014_0	Species
MFD09222.bin.1.102	Pseudomonadota	Alphaproteobacteria	UBA11136	f_novel_bac_848	g_novel_bac_848	s_novel_3015_0	Family
MFD03899.bin.1.137	Desulfobacterota	Zymogenia	Zymogenales	JAFGAS01	JAFGAS01	s_novel_3016_1	Species
MFD04716.bin.1.84	Desulfobacterota	Zymogenia	Zymogenales	JAFGAS01	JAFGAS01	s_novel_3016_2	Species
MFD05674.bin.2.3	Desulfobacterota	Zymogenia	Zymogenales	JAFGAS01	JAFGAS01	s_novel_3017_0	Species
MFD04492.bin.2.9	Desulfobacterota	Zymogenia	Zymogenales	JAFGAS01	g_novel_bac_676	s_novel_3018_0	Genus
MFD10064.bin.1.125	Pseudomonadota	Gammaproteobacteria	UBA6002	UBA6002	UBA6002	s_novel_3019_0	Species
MFD00082.bin.2.65	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	BOG-1338	s_novel_302_0	Species
MFD01721.bin.1.242	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	UBA7803	s_novel_3020_0	Species
MFD01721.bin.2.21	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	UBA7803	s_novel_3021_0	Species
MFD05684.bin.1.131	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	SZUA-521	s_novel_3022_1	Species
MFD05684.bin.1.402	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	SZUA-521	s_novel_3023_0	Species
MFD02809.bin.4.199	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	SZUA-521	s_novel_3024_1	Species
MFD02979.bin.2.32	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	SZUA-521	s_novel_3024_2	Species
MFD09730.bin.2.29	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	SZUA-521	s_novel_3024_3	Species
MFD02242.bin.2.251	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	SZUA-521	s_novel_3025_1	Species
MFD05513.bin.2.43	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	SZUA-521	s_novel_3026_0	Species
MFD00822.bin.2.176	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	SZUA-521	s_novel_3027_0	Species
MFD02134.bin.2.176	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	SZUA-521	s_novel_3028_0	Species
MFD06229.bin.2.240	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	SZUA-521	s_novel_3029_0	Species
MFD02416.bin.2.93	Pseudomonadota	Gammaproteobacteria	JAKDMP01	JAKDMP01	JAKDMP01	s_novel_303_0	Species
MFD05442.bin.2.325	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	SZUA-521	s_novel_3030_0	Species
MFD02832.bin.3.239	Actinomycetota	Actinomycetes	S36-B12	UBA5976	JAKALQ01	s_novel_3031_0	Species
MFD09779.bin.4.73	Pseudomonadota	Gammaproteobacteria	GCA-2729495	GCA-2729495	GCA-2729495	s_novel_3032_0	Species
MFD05684.bin.2.255	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JAHEDH01	s_novel_3033_0	Species
MFD09779.bin.1.133	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JAHEDH01	s_novel_3034_0	Species
MFD09779.bin.1.214	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JAOUGY01	s_novel_3035_1	Species
MFD09779.bin.1.206	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JAOUGY01	s_novel_3036_0	Species
MFD09779.bin.1.245	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JAOUGY01	s_novel_3037_0	Species
MFD03551.bin.1.153	Pseudomonadota	Gammaproteobacteria	GCA-2729495	GCA-2729495	J054	s_novel_3038_1	Species
MFD03804.bin.2.172	Pseudomonadota	Gammaproteobacteria	GCA-2729495	GCA-2729495	J054	s_novel_3038_2	Species
MFD05684.bin.2.275	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JAAETI01	s_novel_3039_1	Species
MFD00008.bin.2.54	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	JANWHZ01	s_novel_304_0	Species
MFD02923.bin.2.92	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JAAETI01	s_novel_3040_0	Species
MFD05684.bin.2.41	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JAAETI01	s_novel_3041_0	Species
MFD05684.bin.2.115	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JAAETI01	s_novel_3042_0	Species
MFD02923.bin.2.53	Actinomycetota	Acidimicrobiia	UBA5794	UBA4744	g_novel_bac_605	s_novel_3043_0	Genus
MFD02923.bin.2.8	Actinomycetota	Acidimicrobiia	UBA5794	UBA4744	BMS3Bbin01	s_novel_3044_0	Species
MFD02581.bin.2.55	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	SZAS-18	JAFAXH01	s_novel_3045_0	Species
MFD04540.bin.2.3	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198	s_novel_3046_0	Species
MFD09964.bin.1.311	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	g_novel_bac_595	s_novel_3047_1	Genus
MFD03804.bin.2.108	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	g_novel_bac_595	s_novel_3047_2	Genus
MFD03551.bin.2.19	Actinomycetota	Acidimicrobiia	UBA5794	JAENVV01	g_novel_bac_607	s_novel_3048_0	Genus
MFD03551.bin.3.13	Actinomycetota	Acidimicrobiia	UBA5794	JAENVV01	g_novel_bac_607	s_novel_3049_0	Genus
MFD02134.bin.2.167	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	JARIHD01	s_novel_305_0	Species
MFD09964.bin.1.132	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JAHEEL01	s_novel_3050_1	Species
MFD03804.bin.2.68	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JAHEEL01	s_novel_3051_0	Species
MFD09964.bin.1.174	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JAHEEL01	s_novel_3052_1	Species
MFD03804.bin.1.164	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JAHEEL01	s_novel_3053_1	Species
MFD03804.bin.3.128	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JAHEEL01	s_novel_3054_0	Species
MFD03804.bin.3.97	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JAHEEL01	s_novel_3055_0	Species
MFD09779.bin.2.174	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JAHEEL01	s_novel_3056_0	Species
MFD03804.bin.1.229	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	SZUA-442	s_novel_3057_1	Species
MFD09779.bin.1.363	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	SZUA-442	s_novel_3058_0	Species
MFD09779.bin.1.57	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	SZUA-442	s_novel_3059_0	Species
MFD02248.bin.2.138	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	JAICLK01	s_novel_306_0	Species
MFD09779.bin.1.312	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	SZUA-442	s_novel_3060_0	Species
MFD09964.bin.1.292	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	UBA5794	s_novel_3061_0	Species
MFD00962.bin.2.16	Actinomycetota	Acidimicrobiia	UBA5794	f_novel_bac_604	g_novel_bac_604	s_novel_3062_1	Family
MFD04850.bin.2.175	Actinomycetota	Acidimicrobiia	UBA5794	f_novel_bac_604	g_novel_bac_604	s_novel_3062_2	Family
MFD05747.bin.2.155	Actinomycetota	Acidimicrobiia	UBA5794	f_novel_bac_604	g_novel_bac_604	s_novel_3063_1	Family
MFD09267.bin.2.26	Actinomycetota	Acidimicrobiia	UBA5794	f_novel_bac_604	g_novel_bac_604	s_novel_3064_1	Family
MFD02360.bin.2.54	Actinomycetota	Acidimicrobiia	UBA5794	f_novel_bac_604	g_novel_bac_604	s_novel_3064_2	Family
MFD00962.bin.2.219	Actinomycetota	Acidimicrobiia	UBA5794	f_novel_bac_604	g_novel_bac_604	s_novel_3064_3	Family
MFD03551.bin.1.83	Actinomycetota	Acidimicrobiia	UBA5794	UBA4744	UBA4744	s_novel_3065_1	Species
MFD09964.bin.2.47	Actinomycetota	Acidimicrobiia	UBA5794	UBA4744	UBA4744	s_novel_3065_2	Species
MFD09964.bin.1.235	Actinomycetota	Acidimicrobiia	UBA5794	UBA4744	UBA4744	s_novel_3066_0	Species
MFD03551.bin.1.99	Actinomycetota	Acidimicrobiia	UBA5794	UBA4744	UBA4744	s_novel_3067_0	Species
MFD09964.bin.1.364	Actinomycetota	Acidimicrobiia	UBA5794	UBA4744	UBA4744	s_novel_3068_1	Species
MFD03804.bin.3.76	Actinomycetota	Acidimicrobiia	UBA5794	UBA4744	UBA4744	s_novel_3069_0	Species
MFD04434.bin.2.42	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	JAJXTN01	s_novel_307_0	Species
MFD09206.bin.1.94	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JACCTH01	s_novel_3070_1	Species
MFD05747.bin.2.23	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JACCTH01	s_novel_3070_2	Species
MFD05176.bin.2.258	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	g_novel_bac_600	s_novel_3071_0	Genus
MFD09206.bin.2.201	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	g_novel_bac_600	s_novel_3072_0	Genus
MFD02242.bin.2.132	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JALYNX01	s_novel_3073_0	Species
MFD02242.bin.2.214	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JALYNX01	s_novel_3074_0	Species
MFD02242.bin.2.306	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JALYNX01	s_novel_3075_0	Species
MFD09267.bin.1.92	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JALYNX01	s_novel_3076_1	Species
MFD00962.bin.2.113	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JALYNX01	s_novel_3077_0	Species
MFD02360.bin.2.56	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JALYNX01	s_novel_3078_0	Species
MFD05684.bin.1.382	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JARDZU01	s_novel_3079_0	Species
MFD06435.bin.1.175	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	JAICLK01	s_novel_308_0	Species
MFD05684.bin.1.84	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JARDZU01	s_novel_3080_0	Species
MFD05176.bin.2.204	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JARDZU01	s_novel_3081_1	Species
MFD08497.bin.1.135	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JARDZU01	s_novel_3081_2	Species
MFD05567.bin.2.267	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JARDZU01	s_novel_3082_1	Species
MFD02360.bin.1.245	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JARDZU01	s_novel_3083_1	Species
MFD09267.bin.1.163	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JARDZU01	s_novel_3083_2	Species
MFD06229.bin.2.168	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JARDZU01	s_novel_3084_1	Species
MFD06229.bin.2.134	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JARDZU01	s_novel_3085_1	Species
MFD05747.bin.2.102	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JARDZU01	s_novel_3085_2	Species
MFD02840.bin.1.238	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JARDZU01	JARDZU01 sp029240695	Known
MFD00962.bin.2.52	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JARDZU01	s_novel_3085_4	Species
MFD03551.bin.3.215	Chloroflexota	Anaerolineae	Anaerolineales	JABWBV01	g_novel_bac_124	s_novel_3086_0	Genus
MFD09964.bin.2.144	Chloroflexota	Anaerolineae	Anaerolineales	JABWBV01	g_novel_bac_124	s_novel_3087_0	Genus
MFD00709.bin.3.294	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	JAFGXF01	s_novel_3088_1	Species
MFD04716.bin.2.232	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	JAFGXF01	s_novel_3088_2	Species
MFD01299.bin.1.229	Chloroflexota	Anaerolineae	Anaerolineales	Villigracilaceae	Fen-1038	s_novel_3089_0	Species
MFD04492.bin.2.31	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	JANWHZ01	s_novel_309_0	Species
MFD04212.bin.2.12	Actinomycetota	JAICYB01	JAICYB01	JAICYB01	g_novel_bac_608	s_novel_3090_0	Genus
MFD09212.bin.2.201	Actinomycetota	JAICYB01	JAICYB01	JAICYB01	g_novel_bac_608	s_novel_3091_0	Genus
MFD04212.bin.1.177	Actinomycetota	UBA4738	CADDZG01	WHSQ01	CALMBW01	s_novel_3092_0	Species
MFD05747.bin.2.215	Actinomycetota	UBA4738	CADDZG01	WHSQ01	g_novel_bac_464	s_novel_3093_0	Genus
MFD02579.bin.2.68	Chloroflexota	Ktedonobacteria	Ktedonobacterales	JADMIN01	JAJPKE01	s_novel_3094_1	Species
MFD02579.bin.2.12	Chloroflexota	Ktedonobacteria	Ktedonobacterales	JADMIN01	JAJPKE01	s_novel_3095_1	Species
MFD00709.bin.2.131	Desulfobacterota	WTBG01	WTBG01	WTBG01	g_novel_bac_724	s_novel_3096_1	Genus
MFD02979.bin.2.54	Desulfobacterota	WTBG01	WTBG01	WTBG01	CALJBY01	s_novel_3096_2	Species
MFD03899.bin.1.233	Desulfobacterota	WTBG01	WTBG01	WTBG01	g_novel_bac_724	s_novel_3096_3	Genus
MFD05747.bin.1.35	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JACDBE01	s_novel_3097_1	Species
MFD09267.bin.2.87	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JACDBE01	s_novel_3097_2	Species
MFD06229.bin.1.171	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JACDBE01	s_novel_3097_3	Species
MFD02840.bin.3.747	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JACDBE01	s_novel_3097_4	Species
MFD05567.bin.2.61	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JACDBE01	s_novel_3097_5	Species
MFD02360.bin.2.1	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JACDBE01	s_novel_3098_0	Species
MFD03726.bin.1.58	Patescibacteria	UBA1384	UBA12157	JAENIV01	g_novel_bac_1795	s_novel_3099_0	Genus
MFD04434.bin.c.2	Dependentiae	Babeliae	Babeliales	JANWKD01	g_novel_bac_1764	s_novel_31_1	Genus
MFD04463.bin.1.146	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	JAJXTN01	s_novel_310_0	Species
MFD02138.bin.2.36	Spirochaetota	Spirochaetia	Treponematales	Rectinemataceae	UBA1306	s_novel_3100_1	Species
MFD04752.bin.2.64	Spirochaetota	Spirochaetia	Treponematales	Rectinemataceae	UBA1306	s_novel_3101_0	Species
MFD04780.bin.4.9	Spirochaetota	Spirochaetia	Treponematales	Rectinemataceae	UBA1306	s_novel_3102_0	Species
MFD04752.bin.1.3	Spirochaetota	Spirochaetia	Treponematales	Rectinemataceae	JAJXZP01	s_novel_3103_1	Species
MFD02832.bin.1.30	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JABDII01	s_novel_3104_1	Species
MFD09779.bin.2.16	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JABDII01	s_novel_3104_2	Species
MFD02923.bin.3.71	Spirochaetota	Spirochaetia	DSM-27196	f_novel_bac_1793	g_novel_bac_1793	s_novel_3105_0	Family
MFD06714.bin.1.19	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	JADGRA01	s_novel_3106_1	Species
MFD04428.bin.1.147	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	JADGRA01	s_novel_3107_0	Species
MFD04428.bin.3.125	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	JADGRA01	s_novel_3108_0	Species
MFD02579.bin.1.26	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	JADGRA01	s_novel_3109_0	Species
MFD04540.bin.2.10	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	JARIHC01	s_novel_311_0	Species
MFD02360.bin.2.102	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	JALYGY01	s_novel_3110_1	Species
MFD02840.bin.1.423	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	JALYGY01	s_novel_3110_2	Species
MFD05747.bin.2.105	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	g_novel_bac_202	s_novel_3111_0	Genus
MFD04850.bin.1.243	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	JALYGY01	JALYGY01 sp029240775	Known
MFD05088.bin.2.1	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	JALYGY01	s_novel_3113_0	Species
MFD02840.bin.1.380	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter_D	s_novel_3114_0	Species
MFD02840.bin.3.67	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter_D	s_novel_3115_0	Species
MFD02840.bin.1.199	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter_D	s_novel_3116_1	Species
MFD08497.bin.2.70	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter_D	s_novel_3116_2	Species
MFD02840.bin.3.608	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter_D	s_novel_3116_3	Species
MFD04850.bin.3.554	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter_D	s_novel_3117_0	Species
MFD04850.bin.2.111	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter_D	s_novel_3118_1	Species
MFD02840.bin.1.166	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter_D	s_novel_3119_0	Species
MFD04716.bin.c.3	Patescibacteria	Saccharimonadia	Saccharimonadales	CAIOMD01	JAGOOV01	s_novel_312_0	Species
MFD02840.bin.2.317	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter_D	s_novel_3120_0	Species
MFD01476.bin.2.180	Chloroflexota	UBA5177	JANWHV01	JANWHV01	JANWHV01	s_novel_3121_0	Species
MFD01476.bin.2.33	Chloroflexota	UBA5177	JANWHV01	JANWHV01	JANWHV01	s_novel_3122_0	Species
MFD01112.bin.2.12	Armatimonadota	UBA5829	UBA5829	UBA5829	g_novel_bac_617	s_novel_3123_0	Genus
MFD01721.bin.1.124	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	JACCVC01	s_novel_3124_0	Species
MFD05684.bin.1.182	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	CALAGB01	s_novel_3125_1	Species
MFD05684.bin.2.170	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	CALAGB01	s_novel_3125_2	Species
MFD04580.bin.2.129	Chloroflexota	Chloroflexia	Thermomicrobiales	JALYUS01	JALYUS01	s_novel_3126_0	Species
MFD04580.bin.2.53	Chloroflexota	Chloroflexia	Thermomicrobiales	JALYUS01	JALYUS01	s_novel_3127_0	Species
MFD01721.bin.1.126	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	CALAGB01	s_novel_3128_1	Species
MFD01721.bin.1.301	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	CALAGB01	s_novel_3129_0	Species
MFD02416.bin.c.2	Patescibacteria	Gracilibacteria	UBA1369	PNNO01	JAUVDZ01	s_novel_313_0	Species
MFD05942.bin.3.361	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	CALAGB01	s_novel_3130_0	Species
MFD02416.bin.2.190	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	CALAGB01	s_novel_3131_1	Species
MFD01721.bin.1.331	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	CALAGB01	s_novel_3132_0	Species
MFD02416.bin.1.37	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	CALAGB01	s_novel_3133_0	Species
MFD05684.bin.1.130	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	CALAGB01	s_novel_3134_0	Species
MFD01721.bin.1.89	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	CALAGB01	s_novel_3135_0	Species
MFD02840.bin.2.161	Chloroflexota	Chloroflexia	Thermomicrobiales	CFX8	g_novel_bac_171	s_novel_3136_0	Genus
MFD05567.bin.2.278	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	JACCXM01	s_novel_3137_1	Species
MFD05088.bin.2.64	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	JACCXM01	s_novel_3137_2	Species
MFD02840.bin.1.240	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	JACCXM01	s_novel_3138_0	Species
MFD02840.bin.2.158	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	JACCXM01	s_novel_3139_0	Species
MFD03726.bin.2.15	Patescibacteria	Paceibacteria	UBA9973	W02-35-19	WO2-35-19	s_novel_314_0	Species
MFD02840.bin.2.193	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	JACCXM01	s_novel_3140_0	Species
MFD04944.bin.3.43	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	JACCXM01	s_novel_3141_0	Species
MFD02840.bin.1.249	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	g_novel_bac_165	s_novel_3142_0	Genus
MFD02840.bin.2.110	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	g_novel_bac_165	s_novel_3143_0	Genus
MFD02840.bin.2.259	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	g_novel_bac_166	s_novel_3144_0	Genus
MFD02581.bin.1.11	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	JAMLHN01	s_novel_3145_0	Species
MFD05442.bin.2.324	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	JAMLHN01	s_novel_3146_0	Species
MFD02840.bin.3.282	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	JAMLHN01	s_novel_3147_0	Species
MFD00392.bin.3.302	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	JAMLHN01	s_novel_3148_0	Species
MFD07639.bin.2.32	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	g_novel_bac_167	s_novel_3149_1	Genus
MFD04540.bin.1.106	Patescibacteria	Paceibacteria	UBA9973	CAIRYW01	CAIRYW01	s_novel_315_0	Species
MFD09730.bin.2.128	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	g_novel_bac_167	s_novel_3150_0	Genus
MFD01213.bin.2.117	Chloroflexota	Chloroflexia	QHBQ01	JADMIH01	JADMIH01	s_novel_3151_0	Species
MFD02416.bin.2.68	Chloroflexota	Chloroflexia	QHBQ01	JADMIH01	JAICKM01	s_novel_3152_0	Species
MFD04944.bin.1.43	Chloroflexota	Chloroflexia	QHBQ01	JADMIH01	JADMIH01	s_novel_3153_0	Species
MFD09212.bin.2.167	Chloroflexota	Chloroflexia	QHBQ01	JADMIH01	JADMIH01	s_novel_3154_0	Species
MFD03551.bin.1.137	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	JAACFB01	s_novel_3155_0	Species
MFD03551.bin.1.156	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	SZUA-117	s_novel_3156_0	Species
