bin	Completeness_CheckM1	Contamination_CheckM1	Strain_Heterogeneity	Completeness_CheckM2	Contamination_CheckM2	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	cov	bakta_CDS_all	bakta_CDS_hyp	bakta_tRNA_all	bakta_tRNA_uniq	bakta_16S	bakta_23S	bakta_5S	barrnap_16S	barrnap_23S	barrnap_5S	uniq_trna_arc	Q_score	MAG_status	gtdb_classification	gtdb_msa	gtdb_ani	gtdb_af	gtdb_red	primary_cluster	secondary_cluster
LIB-MJ307-E4_01.13	86.54	5.36	28	83.76	4.57	0.866	6070	261.019509125236	5733018	0.64	6356	1183	50887	12.410229	5803	2057	43	20	0	0	1	0	0	1	0	59.74	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__	76.03	80.98	0.456	0.9818	2827	2827_1
LIB-MJ387-D3_01.15	86.36	5.17	25	85.31	3.54	0.894	6057	286.016844469399	3414118	0.4	3562	723	34067	17.269188	2976	324	39	19	0	0	3	0	0	3	0	60.51	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas undina	66.04	98.25	0.973	N/A	4331	4331_1
LIB-MJ413-H3_01.66	74.79	1.82	40	76.95	0.59	0.966	6054	268.043095004897	847773	0.3	1021	175	20593	57.695484	863	104	26	16	0	0	0	0	0	0	0	65.69	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter ubique	61.33	97.32	0.973	N/A	4433	4433_1
LIB-MJ055-D7_04.1	83.91	4.74	39.13	81.45	4.64	0.892	6052	257.831559633027	2359408	0.65	2725	513	19453	14.657814	2472	638	38	14	0	0	1	0	0	1	0	60.21	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	75.59	N/A	N/A	0.93567	2921	2921_1
LIB-MJ194-H8_04.32	89.79	7.36	64.29	90.46	6.24	0.84	6051	263.059306327773	3540137	0.6	3777	737	21982	15.371682	3472	1403	38	20	0	0	0	0	0	0	0	52.99	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__SZUA-186;s__	85.2	82.42	0.53	0.94124	3128	3128_0
LIB-MJ382-D1_02.9	85.08	3.31	30.43	89.16	2.86	0.856	6040	251.977533138621	3924314	0.61	4451	878	32083	11.108204	4009	1337	37	16	0	0	1	1	0	1	0	68.53	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__	77.08	78.32	0.425	0.96357	3042	3042_2
LIB-MJ091-C7_03.8	92.87	4.98	16.67	85.01	2.67	0.926	6036	310.082674571805	3045759	0.47	3036	642	51453	8.771601	2683	814	28	17	1	0	0	1	1	0	0	67.97	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__	75.01	79.62	0.434	0.95971	4769	4769_2
LIB-MJ307-H11_01.37	62.54	3.96	75	68.7	1.85	0.884	6036	269.05577689243	1143945	0.51	1255	243	30364	33.25471	1083	300	18	13	0	0	1	0	0	1	0	42.74	MQ	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__	57.22	81.97	0.54	0.96734	226	226_0
LIB-MJ228-H5_01.5	81.52	3.42	25	88.07	4.42	0.926	6026	304.501320132013	2984517	0.64	3030	629	26153	10.362721	2761	857	46	21	0	0	0	0	0	0	0	64.42	MQ	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__	79.74	88.13	0.651	0.97386	2227	2227_2
LIB-MJ283-B2_04.2	85.98	1.9	50	88.94	2.53	0.909	6024	291.41962288271	3004872	0.41	3129	640	38872	7.804548	2645	786	31	19	1	1	0	1	1	0	0	76.48	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	79.72	78.6	0.468	0.98144	5021	5021_1
LIB-MJ200-B11_04.4	82.49	2.14	80	76.11	2.57	0.927	6023	265.509936406995	2156601	0.61	2516	446	27442	11.280547	2306	886	42	19	0	0	1	0	1	1	0	71.79	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	73.72	80.08	0.497	0.98422	1125	1125_0
LIB-MJ387-H7_01.13	84.05	3.44	33.33	82.18	3.21	0.924	6022	285.666246056782	4399937	0.64	4755	929	36466	8.798858	4370	830	34	16	0	0	0	0	0	0	0	66.85	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__	72.08	90.16	0.862	0.99579	1918	1918_0
LIB-MJ051-C11_02.20	91.91	2.15	56.25	94.5	1.87	0.861	6021	269.325961296808	3728704	0.63	3979	786	30529	11.621416	3636	1069	44	21	0	0	1	0	0	1	0	81.16	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	86.63	93.11	0.795	0.99566	2656	2656_3
LIB-MJ353-C12_03.2	85.94	8.77	35.71	86.29	4.17	0.901	6018	263.663357120695	5644334	0.69	6446	1185	76942	27.793596	5741	1620	43	16	1	0	0	1	0	0	0	42.09	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__WHTB01;s__WHTB01 sp009379735	76.7	95.25	0.555	N/A	1780	1780_0
LIB-MJ283-B2_04.13	74.58	2.83	16.67	78.3	2.22	0.947	6017	293.602003338898	2779151	0.61	2995	586	40752	8.892261	2772	901	23	14	0	0	0	0	0	0	0	60.43	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	84.03	76.55	0.221	0.93408	796	796_1
LIB-MJ283-H4_04.5	87.39	2.33	18.18	90.87	0.99	0.897	6013	271.518518518519	2765197	0.56	3051	598	21607	8.126936	2791	851	28	16	0	0	1	0	0	1	0	75.74	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	83.79	80.61	0.605	0.9472	3151	3151_1
LIB-MJ201-E6_03.33	87.27	6.7	29.41	92.08	9.51	0.864	6006	260.035115379103	6285874	0.69	6977	1313	35039	21.7017	6181	2350	48	21	0	0	0	0	0	0	0	53.77	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__	76.88	89.2	0.546	0.98403	1703	1703_0
LIB-MJ196-E8_02.49	85.16	0.98	66.67	80.88	3.18	0.899	5995	279.762835427331	6005510	0.72	6447	1246	27853	20.145845	5832	1822	35	19	0	0	0	0	0	0	0	80.26	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__UBA9676;s__	67.77	78.49	0.33	0.89036	1695	1695_0
LIB-MJ259-A2_04.27	93	4.8	62.5	91.56	5.29	0.884	5988	299.977066411849	4254749	0.59	4186	879	23312	9.834667	3868	1389	33	16	0	0	0	0	0	0	0	69	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Terracidiphilus;s__	77.87	78.0	0.372	0.94634	3700	3700_1
LIB-MJ191-F6_04.37	68.36	3.55	12.5	72.28	3.05	0.914	5987	287.310038495706	3177247	0.67	3377	693	42036	10.992702	3027	940	40	20	1	1	1	1	1	1	0	50.61	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__	68.74	N/A	N/A	0.95144	2431	2431_1
LIB-MJ092-B4_01.3	88.81	2.16	33.33	82.39	1.7	0.914	5984	265.522347629797	1925206	0.66	2215	388	30427	8.462252	2040	842	37	18	0	0	1	0	0	1	0	78.01	MQ	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__Bog-877;g__Bog-877;s__	70.51	80.42	0.455	0.96857	1026	1026_1
LIB-MJ305-H5_04.19	80.69	2.5	9.09	90.34	2.82	0.915	5984	284.03375843961	3714859	0.63	3999	787	25314	8.292162	3625	1406	27	18	0	0	0	0	0	0	0	68.19	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625	83.26	99.81	0.996	N/A	2364	2364_1
LIB-MJ134-C6_03.20	86.94	1.85	0	85.07	3.26	0.94	5982	276.112023898432	2350309	0.62	2678	514	24384	7.0505314	2392	1337	32	18	0	0	1	0	0	1	0	77.69	MQ	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Cybelea;s__	73.31	N/A	N/A	0.9372	2190	2190_1
LIB-MJ383-E6_01.8	90.06	2.64	60	81.57	2.82	0.854	5982	267.753657572163	4746448	0.63	5058	986	26258	9.509197	4734	2387	49	21	0	0	0	0	0	0	0	76.86	MQ	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	85.6	84.42	0.5	0.95168	2117	2117_1
LIB-MJ280-B8_02.4	95.69	5.91	63.64	88.14	3.39	0.849	5978	246.366733834036	4742757	0.64	5459	1043	29175	11.957659	5017	1616	56	19	0	0	0	0	0	0	0	66.14	MQ	d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_D;s__	77.91	N/A	N/A	0.95817	4489	4489_1
LIB-MJ089-C2_02.7	94.54	4.5	40	95.08	2.71	0.898	5977	323.037627384374	4125663	0.43	3827	894	25796	7.9870577	3249	793	28	15	0	0	1	0	0	1	0	72.04	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	86.08	N/A	N/A	0.92784	243	243_0
LIB-MJ198-H8_03.3	89.25	6.11	0	91.05	5.07	0.885	5976	280.04525817733	4603516	0.59	4861	984	39496	7.68473	4453	2084	46	21	0	0	0	0	0	0	0	58.7	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	75.63	N/A	N/A	0.9316	4162	4162_0
LIB-MJ307-F8_01.29	77.25	8.01	0	80.77	9.35	0.85	5975	251.066423043852	8221521	0.69	9304	1757	35328	11.339959	8268	3408	55	20	0	0	1	0	0	1	0	37.2	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__	64.41	N/A	N/A	0.94879	1702	1702_1
LIB-MJ354-G10_04.2	93.38	1.34	50	97.03	1.74	0.92	5974	272.471544715447	2942977	0.52	3321	612	33747	12.078224	2916	802	36	21	0	1	1	0	2	1	0	86.68	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__	88.22	N/A	N/A	0.95224	1060	1060_1
LIB-MJ055-A6_04.14	91.93	2.28	25	86.37	2.65	0.87	5973	271.002344116268	1988505	0.69	2133	417	18884	8.807757	1908	876	41	21	0	0	0	0	0	0	0	80.53	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Bog-793;s__	82.78	83.56	0.704	0.93708	1143	1143_0
LIB-MJ110-D2_04_v_LIB-MJ415-F1_04.27	87.89	3.43	50	94.68	4.87	0.909	5972	273.058328659563	3203110	0.71	3566	678	31055	33.93263	3119	1201	52	20	0	0	1	1	0	1	0	70.74	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	83.69	N/A	N/A	0.71255	1812	1812_1
LIB-MJ259-E5_04.6	82.3	2.55	25	78.07	3.19	0.921	5969	277.422559241706	4758726	0.67	5275	1012	29745	10.375029	4703	1097	44	19	0	0	1	0	0	1	0	69.55	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Aldersonia;s__	73.23	82.28	0.628	0.96136	1909	1909_0
LIB-MJ414-A6_03.5	67.49	6.01	43.75	72.81	8.5	0.892	5963	282.245221781464	2626500	0.56	2773	586	24394	10.096189	2477	857	23	13	0	0	0	0	0	0	0	37.44	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	57.56	N/A	N/A	0.93132	4072	4072_0
LIB-MJ200-E6_04.6	75.64	5.1	9.09	82.46	0.96	0.909	5961	279.76399155227	3488831	0.66	3788	730	31231	9.2406435	3448	1254	48	19	0	0	1	0	0	1	0	50.14	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__PALSA-1196;s__	77.7	76.62	0.119	0.90072	2407	2407_2
LIB-MJ198-E8_03.6	84.59	3.81	50	81.84	3.83	0.877	5955	248.463230466185	2583259	0.64	3046	559	33580	20.943174	2793	853	40	16	0	0	0	0	0	0	0	65.54	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	70.69	84.47	0.661	0.95858	2922	2922_1
LIB-MJ334-C7_01.2	91.8	6.5	7.89	96.04	4.93	0.918	5954	279.255519655358	3382334	0.68	3714	728	26545	9.190761	3344	1112	53	19	0	0	1	0	0	1	0	59.3	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__	72.75	78.83	0.308	0.93199	1787	1787_0
LIB-MJ354-E3_04.3	77.12	7.52	32.43	78.25	5.88	0.909	5949	296.472781065089	3301109	0.66	3380	704	42197	9.875956	3136	570	40	19	0	0	1	0	0	1	0	39.52	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Specibacter;s__	60.4	92.02	0.903	0.99254	1990	1990_0
LIB-MJ138-B8_03.14	85.2	4.67	75	87.19	6.24	0.906	5946	266.465628245067	4241056	0.63	4815	915	51437	13.9610405	4364	944	39	20	1	0	0	1	0	0	0	61.85	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Oricola;s__	74.84	92.37	0.862	0.99161	2723	2723_1
LIB-MJ389-H5_03.2	93.88	5.55	6.67	96.99	4.06	0.903	5943	271.633575129534	4346348	0.62	4825	910	80131	9.201527	4454	1143	37	18	0	0	1	0	0	1	0	66.13	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__	81.47	79.39	0.395	0.96434	2593	2593_0
LIB-MJ382-B8_02.21	92.87	6.24	26.67	96.57	7.65	0.847	5933	246.003502415459	7180259	0.55	8280	1590	31162	8.744229	7088	3859	52	20	1	1	1	1	1	1	0	61.67	MQ	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JAFAMB01;g__JAFAMB01;s__	80.5	N/A	N/A	0.94439	2300	2300_1
LIB-MJ283-D10_04.4	90.02	9.8	34.85	96.94	7.86	0.903	5931	273.177457015496	4269034	0.49	4711	947	66058	11.197773	3927	754	40	20	1	3	2	1	3	2	0	41.02	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Leucothrix;s__	88.06	85.14	0.798	0.98315	4761	4761_0
LIB-MJ229-G3_03.2	91.34	5.8	46.43	99.52	5.71	0.852	5929	266.246922698178	7600172	0.64	8124	1590	44944	10.119916	7500	2249	43	20	0	0	0	0	0	0	0	62.34	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__	86.12	N/A	N/A	0.95018	3055	3055_1
LIB-MJ283-A5_04.27	94.25	4.55	51.52	97.85	2.77	0.878	5928	268.929470372313	3495383	0.56	3814	708	26794	11.837924	3509	1232	47	20	1	0	0	1	0	0	0	71.5	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	90.49	80.48	0.528	0.9484	3153	3153_1
LIB-MJ256-H7_03.53	91.12	3.69	50	90.64	0.77	0.909	5927	294.140808344198	2975724	0.36	3068	622	25681	8.153512	2524	784	39	18	0	0	0	0	0	0	0	72.67	MQ	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__JAKAGZ01;s__	87.57	76.41	0.194	0.88434	4944	4944_1
LIB-MJ389-D6_03.28	85.73	0.85	0	77.07	3.24	0.926	5926	292.152365236524	3433477	0.62	3636	708	21472	7.009662	3456	1545	38	18	0	0	1	0	0	1	0	81.48	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__JAGQSZ01;s__	78.35	76.35	0.094	0.93687	756	756_0
LIB-MJ174-A11_01.1	82.34	3.16	33.33	87.09	0.39	0.899	5918	294.70839557813	3283826	0.69	3347	717	26575	16.919205	2994	834	36	20	0	0	0	0	0	0	0	66.54	MQ	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__	79.78	92.58	0.785	0.98969	1082	1082_2
LIB-MJ390-A7_03.64	94.04	7.43	40	95.1	5.3	0.921	5917	264.63118167621	3304779	0.63	3842	780	33196	7.397912	3491	1080	52	21	0	1	1	1	1	1	0	56.89	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__	86.47	79.33	0.455	0.95215	1799	1799_0
LIB-MJ380-B1_03.38	86.9	3.19	83.33	81.67	2.97	0.893	5916	300.07995049505	4063419	0.58	4040	824	24761	11.62587	3735	1311	36	17	0	0	2	0	0	2	0	70.95	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Silvibacterium;s__	64.83	N/A	N/A	0.91262	3781	3781_2
LIB-MJ199-F8_04.5	89.56	2.49	37.5	86.1	2.76	0.87	5915	265.257703081232	5869710	0.63	6426	1228	31200	9.142737	5965	1380	35	19	0	0	1	0	0	1	0	77.11	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	77.56	83.61	0.572	0.98724	2987	2987_1
LIB-MJ413-D7_01.52	90.16	1.15	100	86.05	2.17	0.912	5911	292.786764705882	1959788	0.46	2040	420	30679	7.737503	1743	278	38	20	0	1	1	0	1	1	0	84.41	MQ	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Rectinemataceae;g__Rectinema;s__Rectinema sp012516755	78.65	98.63	0.875	N/A	482	482_1
LIB-MJ388-H11_02.2	83.17	3.9	62.96	85.98	1.61	0.903	5910	284.56015625	2415642	0.4	2560	541	34762	41.429134	2127	554	26	19	0	0	2	0	0	2	0	63.67	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__	77.58	N/A	N/A	0.91061	4826	4826_2
LIB-MJ201-H8_03.30	93.52	4.26	83.33	93.02	6.18	0.9	5909	268.447058823529	5841364	0.64	6545	1271	30597	14.720368	5956	1415	47	21	0	0	1	0	0	1	0	72.22	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	83.42	87.43	0.658	0.98923	1587	1587_1
LIB-MJ301-B7_01.13	87.27	2.06	0	89.62	5.62	0.872	5908	281.61050375134	4508552	0.58	4665	953	22408	7.7274218	4335	1816	33	20	0	0	0	0	0	0	0	76.97	MQ	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__WCHB1-27;g__BOG-1155;s__	82.56	76.61	0.085	0.90289	1971	1971_0
LIB-MJ140-B2_02.7	88.31	3.94	34.48	87.66	7.19	0.857	5904	270.32852233677	8244615	0.61	8730	1727	34890	11.934875	7962	1495	38	15	0	0	1	0	0	1	0	68.61	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__Caballeronia udeis	63.79	96.05	0.845	N/A	3464	3464_0
LIB-MJ139-H4_01.12	94.86	6.02	53.85	95.49	3.2	0.889	5897	251.717515783292	5763632	0.66	6811	1317	29277	17.449917	6027	1632	50	21	0	0	2	0	0	1	0	64.76	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	87.71	80.65	0.551	0.97216	1571	1571_1
LIB-MJ387-B10_01.6	92.24	2.23	80	91.47	0.77	0.829	5895	288.410375670841	2915280	0.43	2795	600	29504	66.47186	2374	188	39	19	0	0	0	0	0	0	0	81.09	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter nivimaris_A	62.64	97.38	0.922	N/A	4317	4317_2
LIB-MJ388-C6_02.5	83.25	6.71	60	88.88	3.57	0.889	5891	263.999725651577	3239165	0.59	3645	701	24315	11.166483	3112	1099	39	19	0	0	0	0	0	0	0	49.7	MQ	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__	73.45	77.86	0.339	0.94789	4399	4399_1
LIB-MJ389-D7_03.20	80.68	2.27	0	87.1	1.41	0.892	5891	297.91005835908	2912677	0.68	2913	610	27340	9.249485	2612	1145	37	20	1	0	0	1	0	0	0	69.33	MQ	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA6054;s__	71.34	82.32	0.676	0.96156	1086	1086_0
LIB-MJ335-A5_02.21	78.01	2.27	11.11	82.65	1.76	0.893	5889	268.561309233024	1843339	0.45	2047	388	22929	12.190256	1834	423	29	17	0	0	1	0	0	1	0	66.66	MQ	d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__UBA9637;f__UBA9637;g__;s__	76.9	N/A	N/A	0.75791	160	160_1
LIB-MJ354-F1_04_v_LIB-MJ367-F1_04.24	84.44	0.91	0	81.95	0.76	0.912	5888	261.968005018821	4110088	0.66	4782	861	24292	9.550766	4250	886	38	18	0	0	1	0	0	1	0	79.89	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	74.02	81.08	0.504	0.97367	1568	1568_1
LIB-MJ307-E5_01.33	83.3	9.62	0	89.15	7.9	0.912	5886	281.74080815435	7617522	0.68	8241	1663	59347	11.62818	7375	4699	41	20	1	0	0	1	0	0	0	35.2	MQ	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	70.59	N/A	N/A	0.78104	3171	3171_0
LIB-MJ093-F8_02.8	89.8	1.45	0	90.11	2.42	0.889	5884	294.193307757886	4650835	0.58	4692	1002	19849	7.457445	4419	1493	29	16	0	0	0	0	0	0	0	82.55	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	74.06	N/A	N/A	0.9654	3927	3927_0
LIB-MJ088-E7_04.15	94.24	0.93	0	88.82	2.06	0.899	5878	266.923554176823	4011676	0.7	4513	858	28328	12.430595	4003	1553	39	20	1	0	1	1	0	1	0	89.59	MQ	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__;s__	88	N/A	N/A	0.79696	846	846_1
LIB-MJ282-D4_03.25	94.55	9.15	9.52	92.95	6.33	0.903	5873	268.364714468163	4876236	0.61	5481	1041	37126	8.470586	5074	2259	38	18	0	0	1	0	0	1	0	48.8	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__;s__	82.3	N/A	N/A	0.85909	2898	2898_0
LIB-MJ283-B4_04.13	88.7	5.06	45.45	90.94	3.51	0.876	5873	274.135054347826	3449053	0.48	3680	780	40871	13.431615	3280	1059	39	20	0	0	0	0	0	0	0	63.4	MQ	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Electrothrix;s__	82.4	86.98	0.787	0.98374	4521	4521_0
LIB-MJ344-F2_04.6	80.49	2.12	6.67	93.84	1.49	0.902	5869	278.341843971631	3257357	0.67	3525	695	38346	25.867935	3144	853	31	17	0	0	0	0	0	0	0	69.89	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	84.77	90.01	0.7	0.97643	3379	3379_0
LIB-MJ140-A10_02.4	90.6	6.15	11.11	90.94	3.29	0.878	5863	300.282798213906	4819102	0.6	4703	1015	39322	13.316557	4338	1756	63	20	0	0	0	0	0	0	0	59.85	MQ	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__JAIVJG01;s__	85.48	82.46	0.537	0.93938	901	901_0
LIB-MJ193-C12_01_v_LIB-MJ402-B9_04.20	84.5	1.4	80	77.36	0.3	0.888	5862	259.812178726769	2215755	0.48	2529	477	46899	34.615845	2167	228	6	5	0	0	2	0	0	2	0	77.5	MQ	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__Planococcus maritimus	86.51	98.88	0.958	N/A	4402	4402_1
LIB-MJ389-G10_03.18	54.31	0	0	59.34	0.05	0.897	5860	286.031136481578	1840855	0.69	1927	383	26528	22.976324	1664	193	38	19	0	0	0	0	0	0	0	54.31	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas acidaminiphila	49.04	97.32	0.946	N/A	3559	3559_1
LIB-MJ336-F1_02.7	82.15	4.06	14.29	84.59	1.92	0.872	5859	283.324568138196	5066348	0.58	5210	1045	31486	7.7058864	4859	2188	42	19	0	0	1	0	0	1	0	61.85	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	77.02	N/A	N/A	0.9503	4141	4141_1
LIB-MJ051-A3_02.4	57.89	0	0	81.08	4.77	0.904	5857	269.985595966871	2484194	0.48	2777	553	36790	57.641716	2441	210	15	8	0	0	1	0	0	1	0	57.89	MQ	d__Bacteria;p__Bacillota;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A sp003339585	51.36	99.1	0.973	N/A	4702	4702_1
